%	Motor: Torque	Motor: Torque	Motor: Torque	Motor: Torque	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference
Zeit	MittelwertMotorTorque	StandardabweichungMotorTorque	minus3sigmaMotorTorque	plus3sigmaMotorTorque	MittelwertActualSpeed	StandardabweichungActualSpeed	minus3sigmaActualSpeed	plus3sigmaActualSpeed	MittelwertLagError	StandardabweichungMittelwertLagError	minus3sigmaMittelwertLagError	plus3sigmaMittelwertLagError	MittelwertSetPosition	StandardabweichungSetPosition	minus3sigmaSetPosition	plus3sigmaSetPosition	MittelwertPositionsDifference	StandardabweichungPositionsDifference	minus3sigmaPositionsDifference	plus3sigmaPositionsDifference
0.209599995	-3.4945E-06	1.57703E-06	-8.22559E-06	1.23659E-06	-1.01217E-07	6.08711E-08	-2.83831E-07	8.1396E-08	-0.000726491	0.000432538	-0.002024105	0.000571124	30	0	30	30	-0.005621196	0.003610336	-0.016452203	0.005209811
0.210399995	-3.45961E-06	1.62775E-06	-8.34287E-06	1.42364E-06	-1.02404E-07	6.19627E-08	-2.88292E-07	8.34845E-08	-0.000689634	0.0004517	-0.002044734	0.000665466	30	0	30	30	-0.005626968	0.003619841	-0.016486491	0.005232555
0.211199995	-3.40813E-06	1.56527E-06	-8.10393E-06	1.28766E-06	-9.48795E-08	5.38773E-08	-2.56511E-07	6.67523E-08	-0.00048695	0.000491833	-0.001962449	0.000988548	30	0	30	30	-0.005465749	0.003655907	-0.01643347	0.005501973
0.211999995	-3.33648E-06	1.57664E-06	-8.06641E-06	1.39344E-06	-8.05805E-08	6.22057E-08	-2.67198E-07	1.06037E-07	-0.000560652	0.00048756	-0.002023332	0.000902028	30	0	30	30	-0.005575708	0.003626992	-0.016456683	0.005305267
0.212799995	-3.33578E-06	1.63981E-06	-8.25522E-06	1.58366E-06	-6.73361E-08	7.05232E-08	-2.78906E-07	1.44234E-07	-0.000505369	0.000492116	-0.001981717	0.00097098	30	0	30	30	-0.00555007	0.003780097	-0.01689036	0.00579022
0.213599995	-3.39448E-06	1.55741E-06	-8.0667E-06	1.27773E-06	-6.37701E-08	7.27678E-08	-2.82074E-07	1.54533E-07	-0.000523795	0.000492279	-0.002000634	0.000953043	30	0	30	30	-0.005595088	0.003610451	-0.016426442	0.005236266
0.214399995	-3.45564E-06	1.51511E-06	-8.00096E-06	1.08968E-06	-7.50533E-08	6.52577E-08	-2.70826E-07	1.2072E-07	-0.000431664	0.000488498	-0.001897159	0.001033831	30	0	30	30	-0.005532585	0.003756384	-0.016801737	0.005736568
0.215199995	-3.33921E-06	1.72031E-06	-8.50015E-06	1.82173E-06	-7.73472E-08	6.13613E-08	-2.61431E-07	1.06737E-07	-0.000339533	0.000466497	-0.001739024	0.001059959	30	0	30	30	-0.005474434	0.003704682	-0.016588478	0.005639611
0.215999995	-3.26038E-06	1.6565E-06	-8.22989E-06	1.70912E-06	-5.67139E-08	6.28946E-08	-2.45398E-07	1.3197E-07	-0.000321106	0.00046087	-0.001703717	0.001061505	30	0	30	30	-0.005484538	0.00364705	-0.016425688	0.005456612
0.216799995	-2.98809E-06	1.76657E-06	-8.28782E-06	2.31163E-06	-3.37259E-08	6.89247E-08	-2.405E-07	1.73048E-07	-0.000361282	0.000476834	-0.001791784	0.00106922	30.00001619	3.615E-05	29.99990774	30.00012464	-0.005558816	0.003731687	-0.016753876	0.005636243
0.217599995	9.33809E-06	7.53988E-06	-1.32816E-05	3.19577E-05	4.89018E-07	4.58646E-07	-8.8692E-07	1.86496E-06	0.000125356	0.00059613	-0.001663035	0.001913748	30.00053226	0.000357973	29.99945834	30.00160618	-0.005525933	0.003630829	-0.016418418	0.005366553
0.218399994	4.04626E-05	1.02321E-05	9.76639E-06	7.11589E-05	3.5244E-06	1.45069E-06	-8.27667E-07	7.87646E-06	0.002114242	0.000967857	-0.00078933	0.005017814	30.00280956	0.001089475	29.99954114	30.00607798	-0.005014241	0.003585584	-0.015770993	0.005742511
0.219199994	7.82409E-05	1.17337E-05	4.30396E-05	0.000113442	1.05914E-05	2.82925E-06	2.10362E-06	1.90791E-05	0.00568321	0.001178865	0.002146615	0.009219806	30.00830057	0.002238706	30.00158445	30.01501668	-0.003868294	0.003526945	-0.014449127	0.00671254
0.219999994	0.00011797	1.12271E-05	8.42885E-05	0.000151651	2.27876E-05	4.3502E-06	9.73698E-06	3.58382E-05	0.009804551	0.001431516	0.005510003	0.0140991	30.01841059	0.003809625	30.00698172	30.02983947	-0.002532801	0.003843162	-0.014062286	0.008996684
0.220799994	0.000152014	9.34022E-06	0.000123994	0.000180035	3.99924E-05	5.67263E-06	2.29745E-05	5.70103E-05	0.013671641	0.001450114	0.009321299	0.018021983	30.03457015	0.005801749	30.01716491	30.0519754	-0.001029133	0.003909131	-0.012756527	0.010698261
0.221599994	0.000178555	7.91495E-06	0.00015481	0.0002023	6.13567E-05	6.74496E-06	4.11218E-05	8.15916E-05	0.01655165	0.002113021	0.010212588	0.022890712	30.05819069	0.008203708	30.03357957	30.08280181	0.000378529	0.004055196	-0.01178706	0.012544117
0.222399994	0.000199873	7.50549E-06	0.000177357	0.00022239	8.60412E-05	7.56393E-06	6.33494E-05	0.000108733	0.01819065	0.00211926	0.011832868	0.024548431	30.09071206	0.011031438	30.05761775	30.12380638	0.001524428	0.004085168	-0.010731076	0.013779932
0.223199994	0.00021945	8.01769E-06	0.000195397	0.000243503	0.000113464	8.27445E-06	8.86408E-05	0.000138288	0.019532564	0.002182647	0.012984621	0.026080506	30.13355219	0.014274425	30.09072892	30.17637547	0.003152453	0.004096889	-0.009138215	0.015443121
0.223999994	0.00024055	9.2762E-06	0.000212722	0.000268379	0.000143493	9.1044E-06	0.00011618	0.000170806	0.020341926	0.002387508	0.013179402	0.02750445	30.18812575	0.017938455	30.13431039	30.24194112	0.004691417	0.00441873	-0.008564773	0.017947607
0.224799994	0.000265021	9.86553E-06	0.000235425	0.000294618	0.000176364	1.0037E-05	0.000146253	0.000206475	0.020936159	0.002367783	0.01383281	0.028039508	30.25586002	0.022017678	30.18980699	30.32191306	0.006174988	0.004535631	-0.007431906	0.019781881
0.225599994	0.000290984	1.05329E-05	0.000259385	0.000322582	0.000212338	1.10411E-05	0.000179215	0.000245462	0.021577291	0.002189832	0.015007797	0.028146786	30.33818551	0.026523312	30.25861557	30.41775544	0.007708548	0.004359492	-0.005369929	0.020787025
0.226399994	0.000318442	1.00331E-05	0.000288342	0.000348541	0.000251577	1.20506E-05	0.000215425	0.000287728	0.022656421	0.002148847	0.01620988	0.029102963	30.43651365	0.031432931	30.34221485	30.53081244	0.009607597	0.004375319	-0.003518361	0.022733554
0.227199994	0.000345793	9.76181E-06	0.000316508	0.000375079	0.000294289	1.3068E-05	0.000255085	0.000333493	0.023864458	0.002029717	0.017775305	0.02995361	30.55227172	0.036774437	30.44194841	30.66259503	0.011563976	0.004198562	-0.001031711	0.024159663
0.227999994	0.000368701	7.49835E-06	0.000346206	0.000391197	0.000340519	1.40603E-05	0.000298338	0.0003827	0.025500299	0.001912563	0.019762611	0.031237987	30.68689346	0.042531166	30.55929997	30.81448696	0.013931315	0.00406536	0.001735234	0.026127396
0.228799994	0.000387816	7.13571E-06	0.000366409	0.000409223	0.000390158	1.50793E-05	0.00034492	0.000435396	0.026794258	0.002115601	0.020447455	0.033141061	30.84177773	0.048703359	30.69566765	30.98788781	0.015971543	0.003892066	0.004295346	0.027647739
0.229599994	0.000406484	6.60256E-06	0.000386676	0.000426291	0.000443194	1.61007E-05	0.000394892	0.000491497	0.028579557	0.001943465	0.022749163	0.03440995	31.01836438	0.055296235	30.85247568	31.18425309	0.018515294	0.004150073	0.006065077	0.030965512
0.230399994	0.000424012	8.52152E-06	0.000398448	0.000449577	0.0004997	1.70946E-05	0.000448416	0.000550984	0.030602427	0.002191988	0.024026464	0.03717839	31.21808394	0.062309819	31.03115448	31.4050134	0.021327762	0.004404149	0.008115315	0.034540209
0.231199994	0.000443408	7.48064E-06	0.000420966	0.00046585	0.000559424	1.80353E-05	0.000505319	0.00061353	0.03238789	0.002148937	0.025941079	0.038834702	31.44233524	0.069733112	31.2331359	31.65153457	0.023914761	0.004468234	0.010510058	0.037319464
0.231999994	0.000462762	8.7227E-06	0.000436594	0.00048893	0.000622449	1.89053E-05	0.000565733	0.000679165	0.034529709	0.002193039	0.027950592	0.041108826	31.69256138	0.077588344	31.45979635	31.92532641	0.026794329	0.00428174	0.013949109	0.039639549
0.232799994	0.000482152	7.97389E-06	0.00045823	0.000506073	0.000688628	1.97613E-05	0.000629344	0.000747912	0.03674001	0.002374602	0.029616204	0.043863817	31.9701641	0.085824769	31.71268979	32.22763841	0.02964933	0.004122118	0.017282976	0.042015683
0.233599994	0.000490301	7.42228E-06	0.000468034	0.000512568	0.000757465	2.02247E-05	0.000696791	0.000818139	0.038988008	0.002313645	0.032047072	0.045928944	32.27608375	0.094194776	31.99349942	32.55866808	0.03273035	0.004513637	0.019189438	0.046271262
0.234399994	0.000490435	6.60964E-06	0.000470606	0.000510264	0.000827166	2.04128E-05	0.000765928	0.000888405	0.040117629	0.002326187	0.033139069	0.047096189	32.61046104	0.102565026	32.30276596	32.91815612	0.035447827	0.004434668	0.022143822	0.048751832
0.235199994	0.000486364	7.18461E-06	0.00046481	0.000507918	0.000896596	2.0345E-05	0.000835561	0.000957631	0.040939613	0.002535172	0.033334098	0.048545129	32.97329597	0.110935466	32.64048957	33.30610237	0.03861483	0.004252429	0.025857542	0.051372117
0.235999994	0.000484371	6.55654E-06	0.000464701	0.00050404	0.00096549	2.01197E-05	0.000905131	0.001025849	0.040551134	0.002280153	0.033710676	0.047391593	33.36458854	0.119306055	33.00667037	33.72250671	0.041076462	0.004476369	0.027647354	0.05450557
0.236799994	0.000483008	5.97687E-06	0.000465078	0.000500939	0.001033985	2.00312E-05	0.000973892	0.001094079	0.040444674	0.002686271	0.03238586	0.048503488	33.78432292	0.127671215	33.40130927	34.16733656	0.044169769	0.004448385	0.030824615	0.057514923
0.237599994	0.000476773	5.8461E-06	0.000459235	0.000494312	0.001101991	1.98878E-05	0.001042327	0.001161654	0.039804184	0.002671722	0.031789017	0.047819351	34.23238682	0.135912136	33.82465042	34.64012323	0.04701909	0.004618949	0.033162244	0.060875937
0.238399994	0.000458566	7.08263E-06	0.000437318	0.000479814	0.001168279	1.91627E-05	0.001110791	0.001225767	0.038087078	0.002669942	0.030077253	0.046096902	34.7078273	0.143760325	34.27654632	35.13910827	0.049622542	0.004695987	0.035534581	0.063710504
0.239199994	0.000436885	7.46687E-06	0.000414484	0.000459285	0.001231065	1.80198E-05	0.001177005	0.001285124	0.035138363	0.002243813	0.028406924	0.041869802	35.20922679	0.151182308	34.75567986	35.66277371	0.051973074	0.004821385	0.037508918	0.06643723
0.239999994	0.000414178	6.85114E-06	0.000393624	0.000434731	0.001289811	1.67371E-05	0.0012396	0.001340023	0.03145152	0.002414161	0.024209036	0.038694004	35.73515802	0.158194916	35.26057327	36.20974277	0.054343944	0.004787757	0.039980672	0.068707217
0.240799994	0.000392436	6.62335E-06	0.000372566	0.000412306	0.001344191	1.54918E-05	0.001297716	0.001390667	0.026856594	0.00216373	0.020365404	0.033347784	36.28422215	0.164786811	35.78986172	36.77858259	0.056203643	0.004656404	0.04223443	0.070172856
0.241599994	0.000372088	6.31512E-06	0.000353142	0.000391033	0.001394254	1.42695E-05	0.001351445	0.001437062	0.022215355	0.002257391	0.015443182	0.028987528	36.85497608	0.170958046	36.34210194	37.36785021	0.057976994	0.004539703	0.044357884	0.071596104
0.242399994	0.000349743	8.71225E-06	0.000323607	0.00037588	0.001440118	1.30519E-05	0.001400962	0.001479274	0.017984395	0.002069043	0.011777267	0.024191523	37.44601772	0.176714115	36.91587537	37.97616006	0.059793946	0.004671553	0.045779285	0.073808606
0.243199994	0.000323684	8.60833E-06	0.000297859	0.000349509	0.001482179	1.20197E-05	0.00144612	0.001518238	0.01419645	0.001944163	0.00836396	0.020028941	38.0558946	0.182049542	37.50974598	38.60204322	0.061423825	0.004518681	0.047867783	0.074979868
0.243999994	0.000299511	8.39467E-06	0.000274327	0.000324695	0.001520649	1.10032E-05	0.001487639	0.001553658	0.011271218	0.001757574	0.005998495	0.01654394	38.68320141	0.186964195	38.12230883	39.244094	0.063155561	0.004814147	0.048713119	0.077598003
0.244799994	0.000276815	7.83793E-06	0.000253301	0.000300328	0.001555837	1.00182E-05	0.001525782	0.001585891	0.008227834	0.001539601	0.00360903	0.012846637	39.32650764	0.191458074	38.75213342	39.90088186	0.064020674	0.004826838	0.049540161	0.078501187
0.245599994	0.000253698	7.62431E-06	0.000230825	0.000276571	0.001587648	9.10284E-06	0.00156034	0.001614957	0.006517919	0.001771775	0.001202593	0.011833245	39.98440185	0.195542401	39.39777464	40.57102905	0.065475323	0.00485932	0.050897362	0.080053284
0.246399994	0.000232757	7.73721E-06	0.000209546	0.000255969	0.001616184	8.16979E-06	0.001591674	0.001640693	0.005308194	0.001862284	-0.000278657	0.010895045	40.65546	0.199205985	40.05784204	41.25307795	0.06676264	0.004787835	0.052399134	0.081126146
0.247199994	0.000211161	7.7636E-06	0.00018787	0.000234452	0.001641621	7.21904E-06	0.001619964	0.001663279	0.004004879	0.001650257	-0.000945891	0.008955649	41.33825158	0.202448816	40.73090513	41.94559803	0.067374538	0.004944023	0.052542467	0.082206608
0.247999994	0.000189397	7.59549E-06	0.000166611	0.000212184	0.001663928	6.23701E-06	0.001645217	0.001682639	0.003525121	0.002073563	-0.002695569	0.009745811	42.03134609	0.205270882	41.41553344	42.64715873	0.068357632	0.004957319	0.053485676	0.083229588
0.248799994	0.00016753	8.00999E-06	0.000143501	0.00019156	0.001683122	5.18218E-06	0.001667575	0.001698668	0.003312044	0.001895514	-0.002374499	0.008998588	42.73333819	0.207672134	42.11032179	43.3563546	0.069291074	0.005069475	0.054082649	0.084499499
0.249599994	0.000145094	8.19738E-06	0.000120502	0.000169686	0.001699032	4.14578E-06	0.001686595	0.00171147	0.002932985	0.001850704	-0.002619127	0.008485097	43.44278803	0.209658224	42.81381336	44.0717627	0.069773861	0.005020094	0.054713578	0.084834143
0.250399994	0.000115353	1.23175E-05	7.84006E-05	0.000152305	0.001711314	2.93324E-06	0.001702514	0.001720114	0.002512795	0.001921473	-0.003251624	0.008277213	44.15804485	0.21103269	43.52494678	44.79114292	0.070214255	0.004990125	0.055243881	0.085184629
0.251199994	7.30833E-05	1.3831E-05	3.15902E-05	0.000114576	0.001718488	1.30619E-06	0.001714569	0.001722406	0.000938141	0.001963241	-0.004951582	0.006827864	44.87661398	0.211599305	44.24181606	45.51141189	0.070107135	0.004961946	0.055221297	0.084992974
0.251999994	2.46936E-05	1.5069E-05	-2.05134E-05	6.99006E-05	0.001718857	1.25809E-06	0.001715083	0.001722631	-0.001567413	0.002244799	-0.008301809	0.005166982	45.59567901	0.211324415	44.96170577	46.22965226	0.069852471	0.00495758	0.054979732	0.08472521
0.252799994	-2.69157E-05	1.62305E-05	-7.56073E-05	2.1776E-05	0.001711675	3.37319E-06	0.001701556	0.001721795	-0.005399022	0.002044537	-0.011532634	0.00073459	46.31239477	0.210213639	45.68175385	46.94303569	0.068833187	0.004955531	0.053966594	0.083699779
0.253599994	-7.80052E-05	1.29323E-05	-0.000116802	-3.92084E-05	0.001696642	5.53734E-06	0.00168003	0.001713254	-0.009084163	0.002355778	-0.016151495	-0.00201683	47.02402835	0.208390275	46.39885752	47.64919917	0.067948294	0.004667757	0.053945024	0.081951564
0.254399994	-0.0001151	1.0676E-05	-0.000147128	-8.30722E-05	0.001675088	7.09533E-06	0.001653802	0.001696374	-0.011865692	0.00199819	-0.017860263	-0.005871121	47.72869722	0.20613487	47.11029261	48.34710183	0.066768636	0.004619061	0.052911453	0.080625819
0.255199994	-0.000145126	8.86747E-06	-0.000171729	-0.000118524	0.001648993	8.1393E-06	0.001624575	0.00167341	-0.012896758	0.001824343	-0.018369786	-0.00742373	48.42497052	0.203447475	47.81462809	49.03531294	0.065421654	0.00444726	0.052079874	0.078763434
0.255999994	-0.000168808	7.46947E-06	-0.000191217	-0.0001464	0.001619848	8.83956E-06	0.00159333	0.001646367	-0.011886746	0.002179993	-0.018426725	-0.005346766	49.11142097	0.20035614	48.51035255	49.71248939	0.064097909	0.004344514	0.051064365	0.077131452
0.256799994	-0.000187944	7.50372E-06	-0.000210455	-0.000165432	0.001588563	9.42581E-06	0.001560285	0.00161684	-0.00937408	0.002332613	-0.016371919	-0.002376242	49.78662131	0.196832797	49.19612292	50.3771197	0.06273295	0.004380936	0.049590143	0.075875756
0.257599993	-0.000204961	6.46648E-06	-0.000224361	-0.000185562	0.001555709	9.9105E-06	0.001525977	0.00158544	-0.006063075	0.001825905	-0.011540791	-0.000585358	50.44913778	0.192894295	49.87045489	51.02782066	0.061269405	0.004450676	0.047917378	0.074621433
0.258399993	-0.00022311	7.50023E-06	-0.000245611	-0.00020061	0.001521304	1.03588E-05	0.001490228	0.00155238	-0.002750128	0.002186027	-0.00930821	0.003807955	51.09757477	0.188546273	50.53193595	51.66321359	0.059727442	0.004308777	0.046801111	0.072653773
0.259199993	-0.000244554	8.51704E-06	-0.000270105	-0.000219003	0.001485039	1.1039E-05	0.001451921	0.001518156	-0.000158019	0.001833643	-0.005658947	0.005342908	51.73048919	0.183766254	51.17919043	52.28178795	0.058128631	0.004618912	0.044271897	0.071985366
0.259999993	-0.000270524	9.16906E-06	-0.000298031	-0.000243017	0.001446332	1.18673E-05	0.00141073	0.001481934	0.00100899	0.001181076	-0.002534237	0.004552217	52.34647571	0.178576792	51.81074533	52.88220609	0.056201827	0.004390675	0.043029801	0.069373853
0.260799993	-0.00029929	1.00803E-05	-0.00032953	-0.000269049	0.001404588	1.28074E-05	0.001366166	0.00144301	0.000949401	0.001533878	-0.003652233	0.005551035	52.9440851	0.172966518	52.42518555	53.46298466	0.054419794	0.004680261	0.040379011	0.068460578
0.261599993	-0.000334398	1.12899E-05	-0.000368268	-0.000300529	0.001358981	1.40422E-05	0.001316854	0.001401108	-0.000856814	0.001463703	-0.005247923	0.003534294	53.52191529	0.166941131	53.0210919	54.02273869	0.052182303	0.004521979	0.038616367	0.06574824
0.262399993	-0.000365025	8.12108E-06	-0.000389388	-0.000340661	0.001309411	1.52122E-05	0.001263774	0.001355047	-0.003879428	0.001578429	-0.008614716	0.000855861	54.07853576	0.160489427	53.59706748	54.56000405	0.049775923	0.004325232	0.036800226	0.06275162
0.263199993	-0.000390431	8.21414E-06	-0.000415074	-0.000365789	0.001255772	1.62961E-05	0.001206884	0.00130466	-0.007625015	0.00179877	-0.013021325	-0.002228706	54.6125286	0.153622734	54.1516604	55.0733968	0.047417064	0.004564365	0.033723969	0.061110158
0.263999993	-0.000414189	8.75747E-06	-0.000440462	-0.000387917	0.001198019	1.75645E-05	0.001145325	0.001250712	-0.012374166	0.001724948	-0.017549011	-0.007199321	55.12245718	0.146340917	54.68343443	55.56147993	0.044523956	0.004411047	0.031290813	0.057757098
0.264799993	-0.000437947	8.80862E-06	-0.000464372	-0.000411521	0.001136461	1.87223E-05	0.001080294	0.001192628	-0.017375531	0.001716613	-0.02252537	-0.012225692	55.60691941	0.138638533	55.19100382	56.02283501	0.041616818	0.004350391	0.028565646	0.05466799
0.265599993	-0.000461631	8.87331E-06	-0.00048825	-0.000435011	0.001071335	1.96975E-05	0.001012243	0.001130427	-0.022812785	0.002314955	-0.029757651	-0.01586792	56.06449127	0.13052675	55.67291102	56.45607152	0.038425023	0.004311751	0.025489768	0.051360277
0.266399993	-0.000479031	9.2291E-06	-0.000506718	-0.000451343	0.001003045	2.05108E-05	0.000941513	0.001064578	-0.028043307	0.002523655	-0.035614272	-0.020472342	56.49397832	0.122173018	56.12745927	56.86049738	0.035346291	0.004191904	0.022770578	0.047922004
0.267199993	-0.000484467	7.05806E-06	-0.000505642	-0.000463293	0.000933128	2.08356E-05	0.000870621	0.000995635	-0.032513624	0.002376866	-0.039644221	-0.025383028	56.89501744	0.11380239	56.55361027	57.23642461	0.032266963	0.004273025	0.019447888	0.045086038
0.267999993	-0.000483701	8.44276E-06	-0.000509029	-0.000458373	0.000863076	2.07709E-05	0.000800764	0.000925389	-0.036215769	0.002558145	-0.043890204	-0.028541333	57.26760216	0.105437437	56.95128985	57.58391448	0.028977394	0.004404108	0.015765069	0.04218972
0.268799993	-0.00048345	9.32363E-06	-0.000511421	-0.000455479	0.000793502	2.04218E-05	0.000732237	0.000854767	-0.03883636	0.002642408	-0.046763585	-0.030909135	57.61174184	0.097061586	57.32055708	57.9029266	0.025991994	0.00418972	0.013422834	0.038561155
0.269599993	-0.000481205	8.30514E-06	-0.000506121	-0.00045629	0.000724549	2.01762E-05	0.00066402	0.000785077	-0.040854408	0.003393386	-0.051034564	-0.030674251	57.92741128	0.088697018	57.66132022	58.19350233	0.022998901	0.00433065	0.010006949	0.035990852
0.270399993	-0.000477624	8.9002E-06	-0.000504325	-0.000450924	0.000655662	2.00242E-05	0.000595589	0.000715735	-0.042420688	0.003140378	-0.051841824	-0.032999553	58.21468389	0.080382547	57.97353625	58.45583153	0.01999139	0.004432289	0.006694523	0.033288258
0.271199993	-0.000462399	8.71365E-06	-0.00048854	-0.000436258	0.000588136	1.96245E-05	0.000529263	0.00064701	-0.042987545	0.002973322	-0.05190751	-0.03406758	58.47417975	0.072392648	58.25700181	58.6913577	0.017093426	0.004181891	0.004547752	0.029639101
0.271999993	-0.0004395	1.05264E-05	-0.00047108	-0.000407921	0.000523352	1.85065E-05	0.000467832	0.000578871	-0.042132186	0.003078289	-0.051367054	-0.032897317	58.70722069	0.064817965	58.5127668	58.90167458	0.014390549	0.004180275	0.001849724	0.026931374
0.272799993	-0.000413438	1.04354E-05	-0.000444744	-0.000382131	0.000462686	1.72166E-05	0.000411036	0.000514336	-0.039887305	0.003440126	-0.050207683	-0.029566928	58.91522138	0.057663997	58.74222938	59.08821337	0.011955711	0.004227326	-0.000726267	0.024637688
0.273599993	-0.000389083	1.07312E-05	-0.000421277	-0.00035689	0.000406382	1.60298E-05	0.000358293	0.000454472	-0.036746309	0.003206993	-0.046367288	-0.02712533	59.09962492	0.050930963	58.94683203	59.25241781	0.009757585	0.004233327	-0.002942395	0.022457566
0.274399993	-0.000363584	1.22337E-05	-0.000400285	-0.000326882	0.00035405	1.46025E-05	0.000310243	0.000397858	-0.03329465	0.003360253	-0.043375409	-0.023213892	59.26183017	0.044607413	59.12800793	59.39565241	0.007483515	0.004370017	-0.005626536	0.020593566
0.275199993	-0.000332244	1.21714E-05	-0.000368758	-0.00029573	0.000306002	1.32574E-05	0.00026623	0.000345774	-0.029325565	0.002707309	-0.037447493	-0.021203637	59.40326763	0.038715758	59.28712035	59.5194149	0.005664151	0.004503422	-0.007846116	0.019174417
0.275999993	-0.000301464	9.31907E-06	-0.000329421	-0.000273506	0.000262022	1.22961E-05	0.000225134	0.000298911	-0.025664033	0.002092191	-0.031940606	-0.019387459	59.52537717	0.033228362	59.42569208	59.62506225	0.003825049	0.004141817	-0.008600401	0.016250499
0.276799993	-0.000273863	1.0223E-05	-0.000304531	-0.000243194	0.000221556	1.14185E-05	0.0001873	0.000255811	-0.021955861	0.001773673	-0.02727688	-0.016634841	59.62955763	0.028167407	59.54505541	59.71405985	0.00245775	0.00410782	-0.009865711	0.01478121
0.277599993	-0.000246882	1.03934E-05	-0.000278062	-0.000215701	0.000184324	1.05159E-05	0.000152776	0.000215872	-0.018952381	0.001778825	-0.024288856	-0.013615906	59.71724276	0.023527115	59.64666142	59.78782411	0.000756701	0.00420939	-0.011871468	0.013384869
0.278399993	-0.000220322	1.01448E-05	-0.000250757	-0.000189888	0.000150485	9.51841E-06	0.00012193	0.00017904	-0.016059805	0.002091066	-0.022333004	-0.009786606	59.78985984	0.019302022	59.73195378	59.84776591	-0.000720392	0.004129645	-0.013109328	0.011668543
0.279199993	-0.000194147	9.87237E-06	-0.000223764	-0.00016453	0.000120137	8.49468E-06	9.4653E-05	0.000145621	-0.013108228	0.002176184	-0.019636779	-0.006579676	59.84882355	0.015497516	59.802331	59.8953161	-0.001772572	0.004279152	-0.014610028	0.011064884
0.279999993	-0.000168688	9.63283E-06	-0.000197586	-0.000139789	9.3266E-05	7.48725E-06	7.08043E-05	0.000115728	-0.010443563	0.002121101	-0.016806865	-0.004080262	59.8955705	0.012103269	59.8592607	59.93188031	-0.002705112	0.004295159	-0.015590589	0.010180365
0.280799993	-0.000144071	9.25778E-06	-0.000171844	-0.000116297	6.98932E-05	6.4506E-06	5.05414E-05	8.9245E-05	-0.008098557	0.002315142	-0.015043984	-0.001153131	59.93150603	0.009140871	59.90408342	59.95892864	-0.003510992	0.004369877	-0.016620624	0.00959864
0.281599993	-0.000120758	8.67016E-06	-0.000146769	-9.47479E-05	4.9932E-05	5.42093E-06	3.36692E-05	6.61947E-05	-0.006032231	0.002296679	-0.012922269	0.000857806	59.95806064	0.006587816	59.93829719	59.97782409	-0.004116752	0.004445729	-0.01745394	0.009220435
0.282399993	-9.78265E-05	7.6897E-06	-0.000120896	-7.47574E-05	3.32882E-05	4.44951E-06	1.99397E-05	4.66368E-05	-0.004424701	0.002343394	-0.011454884	0.002605482	59.97664578	0.004455134	59.96328037	59.99001118	-0.004725692	0.004456694	-0.018095776	0.008644391
0.283199993	-7.56742E-05	7.18207E-06	-9.72205E-05	-5.4128E-05	1.98945E-05	3.52035E-06	9.33349E-06	3.04556E-05	-0.002977028	0.002178936	-0.009513836	0.003559781	59.98871713	0.002744481	59.98048369	59.99695058	-0.005080005	0.004458572	-0.018455721	0.00829571
0.283999993	-5.36831E-05	6.97785E-06	-7.46167E-05	-3.27496E-05	9.69611E-06	2.626E-06	1.8181E-06	1.75741E-05	-0.001666664	0.002128553	-0.008052322	0.004718994	59.9956642	0.001448126	59.99131982	60.00000858	-0.005240404	0.004410753	-0.018472663	0.007991855
0.284799993	-3.14732E-05	7.04393E-06	-5.2605E-05	-1.03414E-05	2.70176E-06	1.70068E-06	-2.40027E-06	7.80378E-06	-0.00076586	0.001966105	-0.006664176	0.005132456	59.99891425	0.000571003	59.99720124	60.00062726	-0.005558963	0.004506855	-0.019079527	0.007961602
0.285599993	-9.46382E-06	6.28137E-06	-2.83079E-05	9.3803E-06	-9.7075E-07	7.63858E-07	-3.26232E-06	1.32082E-06	0.00020858	0.001870787	-0.00540378	0.005820939	59.99990715	0.000107769	59.99958385	60.00023046	-0.005610183	0.00449644	-0.019099504	0.007879138
0.286399993	1.00669E-05	4.90624E-06	-4.6518E-06	2.47857E-05	-1.22014E-06	5.45755E-07	-2.8574E-06	4.17128E-07	0.00109767	0.001846157	-0.004440802	0.006636142	60	0	60	60	-0.005478949	0.004574486	-0.019202406	0.008244509
0.287199993	1.55285E-05	1.35093E-06	1.14757E-05	1.95813E-05	6.96497E-07	7.50389E-07	-1.55467E-06	2.94766E-06	0.001595166	0.001856472	-0.003974248	0.007164581	60	0	60	60	-0.005052225	0.004491496	-0.018526714	0.008422265
0.287999993	1.03626E-05	2.56391E-06	2.67089E-06	1.80543E-05	2.39077E-06	4.68244E-07	9.86035E-07	3.7955E-06	0.001189801	0.001881316	-0.004454146	0.006833749	60	0	60	60	-0.004664831	0.004511693	-0.018199909	0.008870247
