%	Motor: Torque	Motor: Torque	Motor: Torque	Motor: Torque	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference
Zeit	MittelwertMotorTorque	StandardabweichungMotorTorque	minus3sigmaMotorTorque	plus3sigmaMotorTorque	MittelwertActualSpeed	StandardabweichungActualSpeed	minus3sigmaActualSpeed	plus3sigmaActualSpeed	MittelwertLagError	StandardabweichungMittelwertLagError	minus3sigmaMittelwertLagError	plus3sigmaMittelwertLagError	MittelwertSetPosition	StandardabweichungSetPosition	minus3sigmaSetPosition	plus3sigmaSetPosition	MittelwertPositionsDifference	StandardabweichungPositionsDifference	minus3sigmaPositionsDifference	plus3sigmaPositionsDifference
0.546399986	-0.000184676	1.0632E-05	-0.000216572	-0.000152779	0.000109275	8.59748E-06	8.34829E-05	0.000135068	-0.012979382	0.002154333	-0.01944238	-0.006516384	119.8673108	0.014943021	119.8224817	119.9121399	-0.009549935	0.00584669	-0.027090004	0.007990134
0.547199986	-0.000159414	1.02659E-05	-0.000190212	-0.000128617	8.37242E-05	7.4749E-06	6.12995E-05	0.000106149	-0.010209562	0.002439962	-0.017529447	-0.002889677	119.9099141	0.011516603	119.8753643	119.9444639	-0.010458076	0.0059857	-0.028415176	0.007499023
0.547999986	-0.000134982	9.70424E-06	-0.000164095	-0.000105869	6.1664E-05	6.35294E-06	4.26052E-05	8.07229E-05	-0.007714917	0.002427401	-0.014997119	-0.000432714	119.9422448	0.00854439	119.9166116	119.9678779	-0.011164099	0.005932868	-0.028962702	0.006634504
0.548799986	-0.000111654	8.57679E-06	-0.000137385	-8.5924E-05	4.30025E-05	5.28257E-06	2.71548E-05	5.88502E-05	-0.005657182	0.00248696	-0.013118063	0.001803699	119.9657105	0.006013158	119.9476711	119.98375	-0.011801329	0.005929168	-0.029588832	0.005986175
0.549599986	-8.91986E-05	7.73522E-06	-0.000112404	-6.5993E-05	2.76367E-05	4.27895E-06	1.47999E-05	4.04736E-05	-0.003940105	0.002362947	-0.011028944	0.003148735	119.9817388	0.003938151	119.9699243	119.9935532	-0.012303625	0.005874686	-0.029927684	0.005320435
0.550399986	-6.71512E-05	7.40168E-06	-8.93563E-05	-4.49462E-05	1.55141E-05	3.31349E-06	5.57362E-06	2.54545E-05	-0.002393692	0.002263998	-0.009185685	0.004398301	119.9917682	0.002292057	119.984892	119.9986443	-0.012553275	0.005935234	-0.030358976	0.005252426
0.551199986	-4.51865E-05	7.244E-06	-6.69185E-05	-2.34545E-05	6.57346E-06	2.36294E-06	-5.15361E-07	1.36623E-05	-0.001216538	0.002193757	-0.007797809	0.005364734	119.9971984	0.001095335	119.9939124	120.0004844	-0.012833513	0.005981693	-0.030778592	0.005111567
0.551999986	-2.32085E-05	7.33209E-06	-4.52047E-05	-1.21222E-06	8.33051E-07	1.39222E-06	-3.34362E-06	5.00972E-06	-5.4386E-05	0.002008361	-0.006079469	0.005970696	119.9994616	0.000350655	119.9984097	120.0005136	-0.012873302	0.005950836	-0.030725808	0.004979205
0.552799986	-2.10023E-06	6.43599E-06	-2.14082E-05	1.72077E-05	-1.52028E-06	5.23975E-07	-3.09221E-06	5.16404E-08	0.000762561	0.001822937	-0.00470625	0.006231372	119.9999795	2.77031E-05	119.9998964	120.0000626	-0.013047445	0.006017355	-0.031099511	0.00500462
0.553599986	1.38986E-05	2.77753E-06	5.56603E-06	2.22312E-05	-7.13931E-07	7.53744E-07	-2.97516E-06	1.5473E-06	0.001650444	0.00175029	-0.003600425	0.006901314	120	0	120	120	-0.012759468	0.005987217	-0.030721118	0.005202182
0.554399986	1.41337E-05	1.81086E-06	8.70108E-06	1.95663E-05	1.36409E-06	6.92419E-07	-7.1317E-07	3.44134E-06	0.001760997	0.001806247	-0.003657745	0.007179739	120	0	120	120	-0.012408692	0.005819718	-0.029867847	0.005050463
0.555199986	7.68323E-06	2.51828E-06	1.28388E-07	1.52381E-05	2.72987E-06	3.33476E-07	1.72944E-06	3.73029E-06	0.001097665	0.001933269	-0.004702141	0.00689747	120	0	120	120	-0.012077116	0.005785596	-0.029433904	0.005279673
0.555999986	1.93134E-06	1.49104E-06	-2.54178E-06	6.40447E-06	3.13042E-06	2.91788E-07	2.25506E-06	4.00579E-06	-0.000339533	0.001941667	-0.006164534	0.005485468	120	0	120	120	-0.012216169	0.005837687	-0.029729231	0.005296893
0.556799986	-7.82241E-07	1.33198E-06	-4.77819E-06	3.21371E-06	2.88577E-06	4.36226E-07	1.57709E-06	4.19445E-06	-0.00159249	0.001877175	-0.007224014	0.004039035	120	0	120	120	-0.012187907	0.005793478	-0.02956834	0.005192526
0.557599986	-2.34303E-06	1.71753E-06	-7.49562E-06	2.80956E-06	2.19223E-06	5.10088E-07	6.61963E-07	3.72249E-06	-0.002771726	0.001665168	-0.00776723	0.002223778	120	0	120	120	-0.012322167	0.005772407	-0.029639388	0.004995055
0.558399986	-2.25515E-06	1.87717E-06	-7.88666E-06	3.37635E-06	1.34817E-06	5.02239E-07	-1.58541E-07	2.85489E-06	-0.003435052	0.001489777	-0.007904383	0.001034278	120	0	120	120	-0.012286539	0.005769064	-0.02959373	0.005020653
0.559199986	-1.15846E-06	1.8422E-06	-6.68507E-06	4.36815E-06	5.68375E-07	4.18768E-07	-6.8793E-07	1.82468E-06	-0.003914116	0.001283709	-0.007765244	-6.29884E-05	120	0	120	120	-0.012416128	0.005752455	-0.029673493	0.004841236
0.559999986	1.60388E-09	1.61508E-06	-4.84363E-06	4.84684E-06	1.98211E-08	2.84005E-07	-8.32194E-07	8.71836E-07	-0.004043101	0.001226123	-0.007721471	-0.000364731	120	0	120	120	-0.012468774	0.005803911	-0.029880507	0.004942958
0.560799986	9.87219E-07	1.64836E-06	-3.95786E-06	5.93229E-06	-2.13958E-07	1.39322E-07	-6.31926E-07	2.04009E-07	-0.00407996	0.001175878	-0.007607595	-0.000552326	120	0	120	120	-0.01257897	0.005889025	-0.030246045	0.005088105
0.561599986	1.48891E-06	1.38222E-06	-2.65776E-06	5.63557E-06	-1.61279E-07	2.08806E-07	-7.87698E-07	4.6514E-07	-0.003969402	0.001154991	-0.007434376	-0.000504429	120	0	120	120	-0.012556593	0.005890915	-0.030229338	0.005116153
0.562399986	1.23916E-06	1.31715E-06	-2.7123E-06	5.19062E-06	-2.28127E-08	2.58654E-07	-7.98775E-07	7.53149E-07	-0.003969405	0.00115462	-0.007433266	-0.000505544	120	0	120	120	-0.012586584	0.005864854	-0.030181145	0.005007978
0.563199986	9.19438E-07	1.22651E-06	-2.76008E-06	4.59896E-06	4.57985E-08	2.42994E-07	-6.83183E-07	7.7478E-07	-0.003914125	0.001179593	-0.007452902	-0.000375347	120	0	120	120	-0.012516514	0.005862463	-0.030103903	0.005070875
0.563999986	6.92973E-07	1.28478E-06	-3.16136E-06	4.5473E-06	1.95702E-08	1.99235E-07	-5.78134E-07	6.17274E-07	-0.003895698	0.001156266	-0.007364497	-0.000426899	120	0	120	120	-0.012480347	0.005953466	-0.030340745	0.005380051
0.564799986	6.56992E-07	1.23319E-06	-3.04259E-06	4.35657E-06	-2.60222E-08	1.52957E-07	-4.84893E-07	4.32848E-07	-0.004006253	0.001069806	-0.00721567	-0.000796836	120	0	120	120	-0.012595254	0.005898362	-0.030290341	0.005099833
0.565599986	5.27452E-07	1.23606E-06	-3.18073E-06	4.23563E-06	-5.55606E-08	1.3187E-07	-4.5117E-07	3.40048E-07	-0.004024677	0.000987947	-0.006988519	-0.001060835	120	0	120	120	-0.01263296	0.005909363	-0.030361049	0.005095129
0.566399986	4.15611E-07	1.23202E-06	-3.28046E-06	4.11168E-06	-7.19327E-08	1.3393E-07	-4.73722E-07	3.29857E-07	-0.00400625	0.001103561	-0.007316934	-0.000695566	120	0	120	120	-0.012642705	0.005870022	-0.030252769	0.00496736
0.567199986	3.38434E-07	1.16696E-06	-3.16245E-06	3.83932E-06	-8.82091E-08	1.53727E-07	-5.4939E-07	3.72972E-07	-0.003969394	0.001037909	-0.00708312	-0.000855667	120	0	120	120	-0.012640239	0.005908985	-0.030367194	0.005086716
0.567999986	1.72976E-07	1.04792E-06	-2.97078E-06	3.31674E-06	-1.01158E-07	1.65374E-07	-5.97279E-07	3.94963E-07	-0.003895698	0.001056754	-0.007065959	-0.000725436	120	0	120	120	-0.012607445	0.005831673	-0.030102465	0.004887575
0.568799986	1.85708E-08	1.05639E-06	-3.15059E-06	3.18774E-06	-1.25707E-07	1.55749E-07	-5.92954E-07	3.4154E-07	-0.003914122	0.001012815	-0.006952566	-0.000875677	120	0	120	120	-0.012673637	0.005886843	-0.030334166	0.004986892
0.569599986	-1.03162E-07	1.03326E-06	-3.20294E-06	2.99662E-06	-1.51943E-07	1.52051E-07	-6.08095E-07	3.04209E-07	-0.003858847	0.000906547	-0.006578487	-0.001139207	120	0	120	120	-0.012678158	0.005896137	-0.030366569	0.005010253
0.570399986	-2.42048E-07	1.05323E-06	-3.40175E-06	2.91766E-06	-1.68008E-07	1.52925E-07	-6.26784E-07	2.90768E-07	-0.003840417	0.000973102	-0.006759723	-0.000921112	120	0	120	120	-0.012727667	0.005953575	-0.030588392	0.005133058
0.571199986	-4.47956E-07	1.07241E-06	-3.66518E-06	2.76927E-06	-1.79298E-07	1.57611E-07	-6.52132E-07	2.93536E-07	-0.003840417	0.000973248	-0.006760163	-0.000920672	120	0	120	120	-0.012801273	0.005882147	-0.030447714	0.004845168
0.571999986	-5.93753E-07	1.1451E-06	-4.02906E-06	2.84156E-06	-1.89137E-07	1.59985E-07	-6.69093E-07	2.90819E-07	-0.003748292	0.000931986	-0.00654425	-0.000952333	120	0	120	120	-0.012787055	0.005918034	-0.030541157	0.004967047
0.572799986	-6.70973E-07	1.13078E-06	-4.06332E-06	2.72137E-06	-1.96006E-07	1.66563E-07	-6.95694E-07	3.03682E-07	-0.003600882	0.000828806	-0.006087301	-0.001114464	120	0	120	120	-0.012721456	0.005929113	-0.030508795	0.005065883
0.573599986	-7.41434E-07	1.14039E-06	-4.1626E-06	2.67973E-06	-1.95487E-07	1.74281E-07	-7.1833E-07	3.27357E-07	-0.003619306	0.000801892	-0.006024982	-0.001213631	120	0	120	120	-0.012822027	0.005936438	-0.030631342	0.004987287
0.574399985	-9.09406E-07	1.14082E-06	-4.33186E-06	2.51305E-06	-2.02875E-07	1.73387E-07	-7.23036E-07	3.17287E-07	-0.003527175	0.000796648	-0.005917119	-0.001137231	120	0	120	120	-0.012813494	0.005981361	-0.030757576	0.005130587
0.575199985	-1.02906E-06	1.27959E-06	-4.86783E-06	2.80971E-06	-2.26E-07	1.67343E-07	-7.28028E-07	2.76028E-07	-0.003490327	0.000844453	-0.006023687	-0.000956967	120	0	120	120	-0.012867285	0.005940709	-0.03068941	0.004954841
0.575999985	-1.18423E-06	1.33323E-06	-5.18391E-06	2.81545E-06	-2.43479E-07	1.61256E-07	-7.27247E-07	2.40288E-07	-0.003361342	0.000844829	-0.005895828	-0.000826857	120	0	120	120	-0.012838081	0.005900729	-0.03054027	0.004864107
0.576799985	-1.20537E-06	1.25838E-06	-4.98051E-06	2.56977E-06	-2.49418E-07	1.55132E-07	-7.14814E-07	2.15977E-07	-0.003306067	0.000794189	-0.005688635	-0.000923499	120	0	120	120	-0.012887283	0.005868159	-0.030491761	0.004717194
0.577599985	-1.24882E-06	1.23911E-06	-4.96615E-06	2.4685E-06	-2.46599E-07	1.41699E-07	-6.71696E-07	1.78498E-07	-0.003213939	0.000774638	-0.005537851	-0.000890026	120	0	120	120	-0.012899412	0.005912275	-0.030636236	0.004837412
0.578399985	-1.47873E-06	1.33026E-06	-5.4695E-06	2.51204E-06	-2.44321E-07	1.35819E-07	-6.51779E-07	1.63137E-07	-0.003177093	0.000738992	-0.005394071	-0.000960116	120	0	120	120	-0.012964564	0.005890811	-0.030636996	0.004707868
0.579199985	-1.62137E-06	1.25893E-06	-5.39815E-06	2.15542E-06	-2.5721E-07	1.36674E-07	-6.67232E-07	1.52812E-07	-0.003048111	0.000757809	-0.005321538	-0.000774684	120	0	120	120	-0.012941065	0.005843342	-0.030471091	0.00458896
0.579999985	-1.66832E-06	1.23166E-06	-5.3633E-06	2.02666E-06	-2.68228E-07	1.39439E-07	-6.86544E-07	1.50089E-07	-0.00297441	0.000715556	-0.005121078	-0.000827741	120	0	120	120	-0.012978363	0.00583284	-0.030476884	0.004520158
0.580799985	-1.81231E-06	1.23925E-06	-5.53007E-06	1.90545E-06	-2.76159E-07	1.33205E-07	-6.75775E-07	1.23456E-07	-0.002882284	0.000751608	-0.005137108	-0.000627459	120	0	120	120	-0.013001117	0.005895884	-0.03068877	0.004686536
0.581599985	-1.87572E-06	1.35648E-06	-5.94516E-06	2.19371E-06	-2.74101E-07	1.17894E-07	-6.27782E-07	7.95802E-08	-0.002845436	0.000795279	-0.005231274	-0.000459598	120	0	120	120	-0.013079823	0.005861956	-0.030665693	0.004506046
0.582399985	-2.01328E-06	1.35663E-06	-6.08317E-06	2.0566E-06	-2.67866E-07	1.17723E-07	-6.21034E-07	8.53027E-08	-0.00269803	0.00080945	-0.00512638	-0.000269679	120	0	120	120	-0.013045593	0.005877076	-0.030676821	0.004585636
0.583199985	-2.02864E-06	1.34011E-06	-6.04896E-06	1.99167E-06	-2.60863E-07	1.20725E-07	-6.23037E-07	1.01311E-07	-0.002550618	0.000773933	-0.004872416	-0.000228819	120	0	120	120	-0.013009119	0.005875878	-0.030636753	0.004618516
0.583999985	-2.07846E-06	1.30738E-06	-6.00061E-06	1.84369E-06	-2.44737E-07	1.16304E-07	-5.93647E-07	1.04174E-07	-0.002495334	0.00070557	-0.004612044	-0.000378625	120	0	120	120	-0.013059605	0.005890341	-0.030730628	0.004611417
0.584799985	-2.19089E-06	1.27728E-06	-6.02272E-06	1.64095E-06	-2.26119E-07	1.04889E-07	-5.40787E-07	8.85482E-08	-0.002347925	0.000725152	-0.00452338	-0.00017247	120	0	120	120	-0.013009414	0.005860204	-0.030590025	0.004571197
0.585599985	-2.22532E-06	1.2281E-06	-5.90961E-06	1.45896E-06	-2.13178E-07	9.29918E-08	-4.92154E-07	6.57972E-08	-0.002255791	0.000755639	-0.004522707	1.11246E-05	120	0	120	120	-0.013008795	0.005861498	-0.03059329	0.0045757
0.586399985	-2.31442E-06	1.29516E-06	-6.1999E-06	1.57107E-06	-2.06863E-07	8.7251E-08	-4.68616E-07	5.48903E-08	-0.002292653	0.000633141	-0.004192075	-0.000393231	120	0	120	120	-0.013133018	0.005915268	-0.030878822	0.004612787
0.587199985	-2.48441E-06	1.32932E-06	-6.47237E-06	1.50355E-06	-2.10456E-07	9.59765E-08	-4.98386E-07	7.74731E-08	-0.002182101	0.000652651	-0.004140053	-0.000224148	120	0	120	120	-0.013109864	0.00594048	-0.030931305	0.004711576
0.587999985	-2.48773E-06	1.34135E-06	-6.51179E-06	1.53633E-06	-2.15243E-07	9.85199E-08	-5.10802E-07	8.03172E-08	-0.002071543	0.000653212	-0.004031179	-0.000111906	120	0	120	120	-0.013089562	0.005948801	-0.030935966	0.004756841
0.588799985	-2.53651E-06	1.38006E-06	-6.67668E-06	1.60366E-06	-2.16561E-07	9.42712E-08	-4.99374E-07	6.62529E-08	-0.002089964	0.000663936	-0.004081772	-9.81554E-05	120	0	120	120	-0.013198701	0.0059268	-0.030979101	0.0045817
0.589599985	-2.57942E-06	1.46658E-06	-6.97916E-06	1.82032E-06	-2.09202E-07	8.78201E-08	-4.72663E-07	5.42578E-08	-0.002016259	0.000673556	-0.004036927	4.40841E-06	120	0	120	120	-0.013214088	0.005929956	-0.031003957	0.00457578
0.590399985	-2.54083E-06	1.54865E-06	-7.18678E-06	2.10511E-06	-2.04235E-07	1.01468E-07	-5.08638E-07	1.00169E-07	-0.001868853	0.00061318	-0.003708392	-2.93141E-05	120	0	120	120	-0.013153131	0.005905006	-0.030868149	0.004561886
0.591199985	-2.59681E-06	1.32798E-06	-6.58074E-06	1.38712E-06	-1.98796E-07	9.23217E-08	-4.75761E-07	7.81689E-08	-0.001739876	0.000562221	-0.003426539	-5.32135E-05	120	0	120	120	-0.013107871	0.005964507	-0.031001393	0.004785651
0.591999985	-2.51822E-06	1.25992E-06	-6.29798E-06	1.26153E-06	-2.02458E-07	8.17658E-08	-4.47756E-07	4.28394E-08	-0.001666172	0.000592102	-0.003442479	0.000110135	120	0	120	120	-0.01311844	0.005861257	-0.030702211	0.004465331
0.592799985	-2.54339E-06	1.41655E-06	-6.79303E-06	1.70624E-06	-1.95484E-07	1.03852E-07	-5.07041E-07	1.16072E-07	-0.001574052	0.00061588	-0.003421692	0.000273588	120	0	120	120	-0.013109732	0.005869305	-0.030717648	0.004498183
0.593599985	-2.61149E-06	1.48306E-06	-7.06068E-06	1.8377E-06	-1.83519E-07	1.01612E-07	-4.88356E-07	1.21318E-07	-0.001537195	0.000620235	-0.003397901	0.00032351	120	0	120	120	-0.013152083	0.005797122	-0.030543447	0.004239282
0.594399985	-2.6614E-06	1.50379E-06	-7.17278E-06	1.84998E-06	-1.68245E-07	8.59641E-08	-4.26138E-07	8.96472E-08	-0.001408224	0.00055802	-0.003082285	0.000265836	120	0	120	120	-0.013096678	0.005941222	-0.030920346	0.004726989
0.595199985	-2.64981E-06	1.48129E-06	-7.09369E-06	1.79407E-06	-1.55295E-07	8.13615E-08	-3.9938E-07	8.87895E-08	-0.001352947	0.000548406	-0.002998164	0.00029227	120	0	120	120	-0.013108529	0.005849329	-0.030656516	0.004439458
0.595999985	-2.68903E-06	1.44292E-06	-7.01778E-06	1.63972E-06	-1.45001E-07	8.75464E-08	-4.0764E-07	1.17639E-07	-0.00129768	0.000498054	-0.002791844	0.000196483	120	0	120	120	-0.013115431	0.005911467	-0.030849833	0.00461897
0.596799985	-2.72451E-06	1.41641E-06	-6.97372E-06	1.52471E-06	-1.33381E-07	8.835E-08	-3.98431E-07	1.31669E-07	-0.001279251	0.000451704	-0.002634362	7.5861E-05	120	0	120	120	-0.013155212	0.005873902	-0.030776918	0.004466494
0.597599985	-2.80072E-06	1.37771E-06	-6.93384E-06	1.3324E-06	-1.36485E-07	7.47766E-08	-3.60815E-07	8.78443E-08	-0.001223979	0.00050221	-0.002730608	0.000282651	120	0	120	120	-0.01315594	0.00588105	-0.030799091	0.004487211
0.598399985	-2.79866E-06	1.44566E-06	-7.13565E-06	1.53833E-06	-1.41579E-07	7.61963E-08	-3.70168E-07	8.70094E-08	-0.001168701	0.000542908	-0.002797426	0.000460024	120	0	120	120	-0.013160132	0.005954754	-0.031024393	0.004704129
0.599199985	-2.79054E-06	1.50397E-06	-7.30245E-06	1.72137E-06	-1.40373E-07	7.26913E-08	-3.58447E-07	7.77009E-08	-0.001150274	0.00045848	-0.002525715	0.000225167	120	0	120	120	-0.01320122	0.005955461	-0.031067601	0.004665162
0.599999985	-2.78166E-06	1.49258E-06	-7.25939E-06	1.69607E-06	-1.3275E-07	7.38181E-08	-3.54204E-07	8.87048E-08	-0.001058146	0.000463355	-0.002448212	0.000331921	120	0	120	120	-0.013166154	0.005953737	-0.031027364	0.004695055
0.600799985	-2.76491E-06	1.37536E-06	-6.89099E-06	1.36117E-06	-1.21152E-07	7.17835E-08	-3.36503E-07	9.41979E-08	-0.001039724	0.000446017	-0.002377777	0.000298328	120	0	120	120	-0.013199837	0.005874773	-0.030824155	0.004424482
0.601599985	-2.87309E-06	1.40778E-06	-7.09644E-06	1.35026E-06	-1.1666E-07	5.59825E-08	-2.84608E-07	5.12872E-08	-0.000929166	0.00048441	-0.002382397	0.000524064	120	0	120	120	-0.013137896	0.005945975	-0.03097582	0.004700029
0.602399985	-2.82089E-06	1.56579E-06	-7.51827E-06	1.87649E-06	-1.11473E-07	5.3431E-08	-2.71766E-07	4.882E-08	-0.001002871	0.000523925	-0.002574647	0.000568906	120	0	120	120	-0.013259452	0.005925167	-0.031034954	0.00451605
0.603199985	-2.9334E-06	1.61115E-06	-7.76685E-06	1.90005E-06	-1.10659E-07	6.67842E-08	-3.11012E-07	8.96933E-08	-0.000910742	0.000500291	-0.002411614	0.00059013	120	0	120	120	-0.013212601	0.005876335	-0.030841605	0.004416404
0.603999985	-2.83036E-06	1.51797E-06	-7.38426E-06	1.72353E-06	-1.16162E-07	6.86993E-08	-3.2226E-07	8.99356E-08	-0.000800181	0.000542137	-0.002426592	0.00082623	120	0	120	120	-0.013150106	0.006008199	-0.031174703	0.004874491
0.604799985	-2.8032E-06	1.55806E-06	-7.47738E-06	1.87099E-06	-1.11455E-07	7.17071E-08	-3.26577E-07	1.03666E-07	-0.000800184	0.000507894	-0.002323867	0.0007235	120	0	120	120	-0.013198439	0.005985857	-0.031156012	0.004759133
0.605599985	-2.87603E-06	1.53928E-06	-7.49387E-06	1.74181E-06	-9.2697E-08	8.18101E-08	-3.38127E-07	1.52733E-07	-0.000818611	0.000495879	-0.002306248	0.000669026	120	0	120	120	-0.013259045	0.005953763	-0.031120333	0.004602244
0.606399985	-2.87328E-06	1.53725E-06	-7.48503E-06	1.73847E-06	-8.33399E-08	8.70574E-08	-3.44512E-07	1.77832E-07	-0.000708058	0.000443502	-0.002038564	0.000622448	120	0	120	120	-0.013184345	0.005943366	-0.031014441	0.004645752
0.607199985	-2.90537E-06	1.49617E-06	-7.39388E-06	1.58314E-06	-9.13252E-08	6.79619E-08	-2.95211E-07	1.1256E-07	-0.000652783	0.00046604	-0.002050902	0.000745335	120	0	120	120	-0.013165671	0.005932409	-0.030962897	0.004631556
0.607999985	-2.79892E-06	1.52399E-06	-7.37091E-06	1.77306E-06	-9.2203E-08	5.4668E-08	-2.56207E-07	7.1801E-08	-0.000634354	0.000472259	-0.00205113	0.000782422	120	0	120	120	-0.013187109	0.005898533	-0.030882707	0.004508489
0.608799985	-2.80987E-06	1.6015E-06	-7.61439E-06	1.99464E-06	-7.49736E-08	6.37039E-08	-2.66085E-07	1.16138E-07	-0.000542228	0.000489834	-0.002011731	0.000927275	120	0	120	120	-0.013129542	0.005860141	-0.030709964	0.004450879
0.609599985	-2.84153E-06	1.61123E-06	-7.67523E-06	1.99216E-06	-6.14991E-08	6.27171E-08	-2.4965E-07	1.26652E-07	-0.000652778	0.000467271	-0.00205459	0.000749035	120	0	120	120	-0.013267589	0.005998905	-0.031264304	0.004729126
0.610399985	-2.9696E-06	1.60312E-06	-7.77896E-06	1.83976E-06	-6.36332E-08	7.76E-08	-2.96433E-07	1.69167E-07	-0.000560646	0.000488438	-0.002025961	0.000904668	120	0	120	120	-0.013200835	0.005989334	-0.031168838	0.004767169
0.611199985	-2.97256E-06	1.6909E-06	-8.04525E-06	2.10014E-06	-7.76523E-08	7.35337E-08	-2.98253E-07	1.42949E-07	-0.000523795	0.000492421	-0.00200106	0.000953469	120	0	120	120	-0.013194455	0.005957194	-0.031066037	0.004677126
0.611999985	-2.86285E-06	1.5976E-06	-7.65566E-06	1.92996E-06	-7.55489E-08	6.56711E-08	-2.72562E-07	1.21465E-07	-0.000505371	0.000492403	-0.001982581	0.000971838	120	0	120	120	-0.013209123	0.005901854	-0.030914685	0.004496438
0.612799985	-2.82893E-06	1.66566E-06	-7.82591E-06	2.16805E-06	-7.02895E-08	7.41247E-08	-2.92664E-07	1.52085E-07	-0.000468509	0.000494191	-0.001951081	0.001014063	120	0	120	120	-0.013202777	0.006014506	-0.031246294	0.004840739
0.613599984	-2.84903E-06	1.51809E-06	-7.4033E-06	1.70524E-06	-6.48864E-08	7.5268E-08	-2.9069E-07	1.60918E-07	-0.000321106	0.000461022	-0.001704172	0.00106196	120	0	120	120	-0.013083225	0.005956897	-0.030953915	0.004787464
0.614399984	-2.76E-06	1.55318E-06	-7.41955E-06	1.89954E-06	-5.6783E-08	7.3333E-08	-2.76782E-07	1.63216E-07	-0.000357957	0.000474049	-0.001780103	0.001064189	120	0	120	120	-0.013145852	0.005996676	-0.03113588	0.004844175
0.615199984	-2.76878E-06	1.55062E-06	-7.42063E-06	1.88307E-06	-4.87622E-08	7.00282E-08	-2.58847E-07	1.61322E-07	-0.000228977	0.000413069	-0.001468183	0.001010228	120	0	120	120	-0.013037914	0.00599995	-0.031037765	0.004961937
0.615999984	-2.74328E-06	1.62947E-06	-7.63171E-06	2.14514E-06	-3.91412E-08	7.69001E-08	-2.69841E-07	1.91559E-07	-0.000339541	0.00046742	-0.001741802	0.001062719	120	0	120	120	-0.013166601	0.005893101	-0.030845904	0.004512701
0.616799984	-2.78243E-06	1.57742E-06	-7.5147E-06	1.94983E-06	-3.56508E-08	6.62498E-08	-2.344E-07	1.63099E-07	-0.00024741	0.000424457	-0.00152078	0.001025961	120	0	120	120	-0.013088674	0.005943944	-0.030920506	0.004743159
0.617599984	-1.24129E-05	5.36208E-06	-2.84992E-05	3.67331E-06	-3.15651E-07	2.39229E-07	-1.03334E-06	4.02035E-07	-0.000531469	0.000487274	-0.001993291	0.000930354	119.9997269	0.0001829	119.9991782	120.0002756	-0.013148706	0.005992974	-0.031127628	0.004830216
0.618399984	-3.97019E-05	8.2984E-06	-6.45971E-05	-1.48067E-05	-2.72251E-06	1.0638E-06	-5.91391E-06	4.68895E-07	-0.001980429	0.00071582	-0.004127889	0.000167031	119.9980394	0.000721972	119.9958735	120.0002053	-0.013486431	0.005950987	-0.031339391	0.00436653
0.619199984	-7.51799E-05	9.52495E-06	-0.000103755	-4.66051E-05	-9.1876E-06	2.26354E-06	-1.59782E-05	-2.39697E-06	-0.004912111	0.000970607	-0.007823931	-0.00200029	119.9935071	0.001617217	119.9886554	119.9983587	-0.014447724	0.005906415	-0.03216697	0.003271521
0.619999984	-0.00011211	8.83837E-06	-0.000138626	-8.55953E-05	-2.05806E-05	3.53492E-06	-3.11853E-05	-9.97581E-06	-0.008409349	0.001011868	-0.011444951	-0.005373746	119.9846901	0.002878261	119.9760553	119.9933249	-0.015685766	0.00596991	-0.033595497	0.002223965
0.620799984	-0.00014436	7.29763E-06	-0.000166253	-0.000122467	-3.67193E-05	4.65627E-06	-5.06881E-05	-2.27505E-05	-0.011647121	0.000956653	-0.014517079	-0.008777163	119.9702054	0.004495478	119.956719	119.9836919	-0.017027903	0.005957301	-0.034899805	0.000844
0.621599984	-0.000170237	5.90004E-06	-0.000187937	-0.000152536	-5.6942E-05	5.59978E-06	-7.37414E-05	-4.01427E-05	-0.013781976	0.000854992	-0.016346952	-0.011217001	119.9485941	0.006478495	119.9291586	119.9680296	-0.018035331	0.005944699	-0.035869429	-0.000201233
0.622399984	-0.000191403	5.33888E-06	-0.000207419	-0.000175386	-8.04637E-05	6.31931E-06	-9.94216E-05	-6.15057E-05	-0.015260243	0.000854026	-0.017822322	-0.012698164	119.9184443	0.008808057	119.8920201	119.9448685	-0.019239466	0.005958515	-0.03711501	-0.001363921
0.623199984	-0.000211523	5.84471E-06	-0.000229057	-0.000193989	-0.000106781	6.97454E-06	-0.000127705	-8.58574E-05	-0.016104502	0.001074271	-0.019327314	-0.012881691	119.8783259	0.011503419	119.8438157	119.9128362	-0.020464538	0.00588803	-0.038128628	-0.002800448
0.623999984	-0.000232818	6.7571E-06	-0.000253089	-0.000212547	-0.000135791	7.64451E-06	-0.000158725	-0.000112858	-0.016742679	0.000918782	-0.019499025	-0.013986333	119.8268369	0.014554954	119.783172	119.8705017	-0.0218403	0.005942646	-0.039668238	-0.004012362
