Frequenz	mg
8715.820313	13.40922717
8728.027344	13.72189303
8740.234375	13.95354298
8752.441406	13.80613468
8764.648438	13.3677685
8776.855469	15.06588369
8789.0625	14.10468751
8801.269531	12.21476656
8813.476563	12.71836578
8825.683594	12.28757392
8837.890625	12.43425416
8850.097656	11.38213634
8862.304688	11.5805008
8874.511719	10.6509246
8886.71875	10.76919622
8898.925781	12.08406998
8911.132813	11.99193602
8923.339844	13.23154033
8935.546875	12.59564249
8947.753906	11.51437598
8959.960938	11.26766908
8972.167969	11.00330607
8984.375	12.71031683
8996.582031	12.68524953
9008.789063	14.41721868
9020.996094	13.80730908
9033.203125	13.76345115
9045.410156	13.40626373
9057.617188	17.2827619
9069.824219	17.09430988
9082.03125	15.13219125
9094.238281	13.20073026
9106.445313	15.32579991
9118.652344	14.22693627
9130.859375	15.71219604
9143.066406	16.25715052
9155.273438	14.3989339
9167.480469	14.25925436
9179.6875	15.01333956
9191.894531	14.39398501
9204.101563	17.75327445
9216.308594	15.60305877
9228.515625	17.175656
9240.722656	16.94994443
9252.929688	17.73410646
9265.136719	21.36320811
9277.34375	36.26051393
9289.550781	28.30736507
9301.757813	19.81981974
9313.964844	19.23317232
9326.171875	18.99493407
9338.378906	17.46061152
9350.585938	19.66183812
9362.792969	18.74224758
9375	20.08385748
9387.207031	20.77368699
9399.414063	18.70183215
9411.621094	20.27108729
9423.828125	18.27194349
9436.035156	21.8144026
9448.242188	21.19124212
9460.449219	21.63815802
9472.65625	20.25772697
9484.863281	20.45139306
9497.070313	25.91558509
9509.277344	27.1724624
9521.484375	23.85583506
9533.691406	23.07410508
9545.898438	23.46694118
9558.105469	26.78044007
9570.3125	26.70168081
9582.519531	26.21226748
9594.726563	27.35420379
9606.933594	26.59824649
9619.140625	29.34971507
9631.347656	27.63724793
9643.554688	30.80375698
9655.761719	32.57039991
9667.96875	27.28047827
9680.175781	24.43418769
9692.382813	26.85980166
9704.589844	27.61723005
9716.796875	25.91487083
9729.003906	24.54915097
9741.210938	29.32565868
9753.417969	41.58047181
9765.625	40.43305498
9777.832031	33.59328926
9790.039063	31.81264238
9802.246094	27.54797436
9814.453125	29.88932297
9826.660156	27.22664433
9838.867188	21.58685018
9851.074219	28.55797808
9863.28125	28.87255293
9875.488281	31.63195376
9887.695313	28.81246372
9899.902344	26.79260264
9912.109375	28.48785532
9924.316406	27.47778468
9936.523438	28.32017245
9948.730469	30.1787284
9960.9375	33.8801821
9973.144531	45.76870915
9985.351563	294.515816
9997.558594	668.0567795
10009.76563	409.7250851
10021.97266	53.55417583
10034.17969	27.65370275
10046.38672	27.51172128
10058.59375	25.99405065
10070.80078	26.4976983
10083.00781	26.42998626
10095.21484	27.80355921
10107.42188	24.26641006
10119.62891	24.58384932
10131.83594	29.38577635
10144.04297	24.901873
10156.25	24.22545908
10168.45703	27.71861113
10180.66406	23.05658228
10192.87109	24.61721841
10205.07813	23.0378199
10217.28516	21.73572856
10229.49219	25.92393787
10241.69922	28.17384721
10253.90625	24.40968364
10266.11328	23.35431332
10278.32031	24.57518275
10290.52734	21.07063916
10302.73438	17.7923559
10314.94141	15.68712755
10327.14844	18.40928152
10339.35547	20.31830524
10351.5625	17.61627701
10363.76953	19.97044504
