%	Polynom 5te Ordnung		kombinierte Traces									
Zeit	Geschwindigkeit	StandardabweichungGeschwindigkeit	Drehmoment	StandardabweichungDrehmoment	Position	StandardabweichungPosition	Schleppfehler	StandardabweichungSchleppfehler	Positionsdifferenz	StandardabweichungPositionsdifferenz	Stromstaerke	StandardabweichungStromstaerke
0.126399997	3.578094848	1.218792225	-11.76260773	1.955879522	61.33593354	0.035817949	-0.017445827	0.004567439	-0.009518695	0.008489176	-17.48099009	3.134390865
0.126799997	2.75693219	1.089490137	-10.46110461	2.033134323	61.3507484	0.031378899	-0.014828446	0.004647582	-0.009968418	0.00856457	-15.41371122	3.256414808
0.127199997	2.0324186	0.958447644	-9.11943719	2.096393634	61.36249393	0.027439709	-0.012159823	0.00481787	-0.010303986	0.00854333	-13.27138297	3.342467482
0.127599997	1.396835466	0.813337462	-7.750794981	2.150636544	61.37150559	0.024016303	-0.009561718	0.004790591	-0.01061805	0.008502241	-11.10839625	3.418091672
0.127999997	0.861333292	0.668341802	-6.353885649	2.175813904	61.37814054	0.021125186	-0.007178667	0.004816668	-0.01100326	0.008490375	-8.889788269	3.42656825
0.128399997	0.420365264	0.52038376	-4.949855913	2.199689194	61.3827653	0.018777164	-0.00458369	0.004952746	-0.011037819	0.0083302	-6.677785158	3.471953875
0.128799997	0.085844715	0.372599483	-3.539698159	2.222641579	61.3857662	0.016994187	-0.002348356	0.004745542	-0.011251437	0.008428828	-4.457692341	3.512069089
0.129199997	-0.146381412	0.24097136	-2.12669379	2.23799453	61.3875434	0.015796985	-0.000187043	0.004639793	-0.01135713	0.008350556	-2.2390752	3.526572272
0.129599997	-0.273967199	0.174319143	-0.72994653	2.245222684	61.38850829	0.015210143	0.001987044	0.004732673	-0.011241042	0.008210119	-0.044917365	3.544832622
0.129999997	-0.300851304	0.226986388	0.7298298	2.288001226	61.38909994	0.015276448	0.004144986	0.004773371	-0.010979675	0.008065959	2.311300745	3.626069937
0.130399997	-0.22675106	0.35106426	2.213936702	2.366302294	61.38974171	0.016018668	0.006322504	0.00477368	-0.01054722	0.008078035	4.635841139	3.797090172
0.130799997	-0.046635323	0.490703791	3.769038556	2.430087956	61.39088462	0.017434137	0.008361869	0.004815483	-0.010152801	0.00806272	7.169163215	3.848362858
0.131199997	0.235099287	0.644465313	5.389692636	2.437065126	61.3929483	0.019502634	0.010712738	0.004862262	-0.009327727	0.007971087	9.741795942	3.829087492
0.131599997	0.621636242	0.787488889	7.026035084	2.39747414	61.39634899	0.022197608	0.013117588	0.004995065	-0.008359841	0.007934369	12.32340686	3.725834454
0.131999997	1.109542825	0.936532293	8.660288334	2.315641623	61.40148275	0.025482582	0.015551995	0.004756524	-0.007232629	0.008015897	14.88211746	3.566953958
0.132399997	1.706653971	1.077523381	10.24996615	2.18867961	61.40873404	0.029327736	0.017554697	0.004615875	-0.006386962	0.008236352	17.3543293	3.32952699
0.132799997	2.401090001	1.211386818	11.74882468	2.023238345	61.41846189	0.033698342	0.019529083	0.004589476	-0.00535056	0.008335593	19.6188312	3.046625849
0.133199997	3.193016125	1.329235472	13.11880536	1.849875719	61.43102197	0.038568886	0.02111578	0.004416122	-0.004462083	0.00841369	21.66736453	2.77648439
0.133599997	4.067172859	1.438650261	14.35277492	1.706301693	61.44674226	0.043913915	0.022322579	0.004049668	-0.003681408	0.008410564	23.49394237	2.582905829
0.133999997	5.022327619	1.53435462	15.44902893	1.549430184	61.4659444	0.049708316	0.023486362	0.003825204	-0.002679641	0.008410779	25.15197904	2.435564596
0.134399997	6.04444184	1.620950641	16.44092306	1.426982607	61.48892721	0.055925268	0.024411752	0.003708843	-0.001665988	0.008298979	26.65502859	2.355364891
0.134799997	7.129911713	1.702934086	17.35986921	1.336262313	61.51598351	0.06254715	0.025175351	0.003584137	-0.000594454	0.008136533	28.08745051	2.301784264
0.135199997	8.270453687	1.779805635	18.17044935	1.23638902	61.54737772	0.069547922	0.025724082	0.003527203	0.000424967	0.007919463	29.35148093	2.230624119
0.135599997	9.466254683	1.858783903	18.86432577	1.110121519	61.58337537	0.076905877	0.026124113	0.003352165	0.001435674	0.007940043	30.61900588	2.215666552
0.135999997	10.71278219	1.935975058	19.46760555	0.979486915	61.62421507	0.084600274	0.026542138	0.00334486	0.002550918	0.008117754	31.77179475	2.134581487
0.136399997	12.00870076	2.01409429	20.00862376	0.874347528	61.67012794	0.092613155	0.026881589	0.003392802	0.003662182	0.00810371	32.92140504	2.043499892
0.136799997	13.35155992	2.08533774	20.49509456	0.852321112	61.72132529	0.100918165	0.02718507	0.003532541	0.004766347	0.007979191	34.08221222	2.017269175
0.137199997	14.73572899	2.154664036	20.98468231	0.84215073	61.77801618	0.109499929	0.027500567	0.003359827	0.00590673	0.007925432	35.26154829	2.007305659
0.137599997	16.16276657	2.218585039	21.4783661	0.820051578	61.84038013	0.118335833	0.028034738	0.003304547	0.007247741	0.007855121	36.43065965	1.928133701
0.137999997	17.62623531	2.282542957	21.96081887	0.75870635	61.90859365	0.127408237	0.028617059	0.003343712	0.008611086	0.007538654	37.57623575	1.739852032
0.138399997	19.13151816	2.344288583	22.42197598	0.661499341	61.98281718	0.136695633	0.029025629	0.003303266	0.00976377	0.007677172	38.63727772	1.479804374
0.138799996	20.67493285	2.404774365	22.83049056	0.599163315	62.06320333	0.146179074	0.029657404	0.003250492	0.011119039	0.007604956	39.53887999	1.39150949
0.139199996	22.25632862	2.455116451	23.17755624	0.591305935	62.1498811	0.155844002	0.030398765	0.002981301	0.012581275	0.007684927	40.30857857	1.426146398
0.139599996	23.87088035	2.498950979	23.47505487	0.566431809	62.24297729	0.165667843	0.030798123	0.003048051	0.013710158	0.007856869	40.95579761	1.33191371
0.139999996	25.51407354	2.537442591	23.76475106	0.481955222	62.34260148	0.175636809	0.031349011	0.002817499	0.015021659	0.007768867	41.658026	1.096571884
0.140399996	27.17883017	2.572421012	24.09738945	0.429599128	62.44885164	0.185726591	0.032360526	0.00282878	0.016803277	0.00772055	42.50460157	1.089270777
0.140799996	28.8656663	2.595709776	24.39639518	0.475879853	62.5618168	0.195926326	0.032598032	0.002590743	0.017827963	0.008124	43.14151928	1.289725981
0.141199996	30.57914711	2.612640241	24.5736179	0.464913003	62.68156762	0.206218072	0.033476919	0.002540613	0.019523761	0.00774075	43.39093893	1.148648897
0.141599996	32.30966916	2.624097674	24.6264053	0.356960124	62.80816994	0.216581971	0.033777847	0.002524118	0.020712313	0.007760247	43.41974146	0.954294079
0.141999996	34.05338953	2.629677918	24.8035085	0.319181943	62.94167762	0.227004656	0.034568056	0.002222201	0.022453441	0.007550327	44.05300238	0.88854973
0.142399996	35.80271396	2.632568523	25.04076176	0.368611049	63.08212953	0.237467483	0.034969827	0.002178384	0.023851953	0.007795963	44.59176045	1.20684068
0.142799996	37.56936623	2.636837938	25.05257648	0.372503548	63.22955898	0.247957555	0.035071217	0.002080868	0.025014273	0.007838122	44.30913319	0.954755928
0.143199996	39.34303516	2.641902289	24.97729335	0.308135343	63.38398279	0.258456567	0.035505173	0.002083051	0.026617597	0.007749035	44.15644679	1.056020935
0.143599996	41.11138392	2.637439804	25.10601586	0.274688775	63.54541255	0.268952534	0.035764346	0.002218212	0.02812969	0.007765521	44.69173723	0.901408854
0.143999996	42.8898106	2.64570934	25.10338379	0.399602704	63.71384939	0.279427818	0.035503904	0.00190424	0.02920009	0.00792625	44.41928467	1.259465393
0.144399996	44.66110828	2.641514006	24.93222173	0.332117841	63.88927983	0.28986952	0.035843228	0.001675643	0.030993962	0.007890286	43.89911577	1.136463411
0.144799996	46.41919731	2.628309985	24.8993206	0.277471636	64.07168818	0.300266179	0.035939164	0.001891572	0.032620287	0.007795573	44.02048089	0.796335479
0.145199996	48.17510657	2.619119707	24.79467108	0.43468495	64.26104116	0.31059879	0.035130524	0.001898524	0.033398174	0.008120697	43.58190798	1.566569929
0.145599996	49.91814782	2.590730329	24.61554138	0.39616976	64.45730022	0.320858887	0.035331736	0.00200713	0.035292024	0.007765935	43.13974964	1.072844587
0.145999996	51.65264571	2.567158734	24.48547958	0.286257099	64.66042014	0.331029727	0.034599676	0.002105194	0.036323412	0.00805181	42.86796196	0.993266122
0.146399996	53.37443258	2.54497404	24.29096633	0.469074803	64.87034517	0.341101151	0.034180066	0.001662752	0.037774376	0.008163238	42.32368514	1.42478716
0.146799996	55.0809383	2.510177606	24.07247914	0.351316334	65.08700876	0.351057181	0.033758909	0.001994643	0.0393264	0.007893529	41.78761665	0.984265461
0.147199996	56.7680673	2.481849264	23.85120654	0.44875352	65.31033535	0.360889522	0.032899157	0.002048395	0.040548721	0.007655736	41.23561837	1.408614623
0.147599996	58.4346692	2.446152578	23.56020299	0.465363763	65.5402479	0.370584848	0.031978943	0.002112921	0.041815045	0.007850935	40.44383958	1.223588611
0.147999996	60.06672661	2.403562167	23.22034226	0.454025946	65.77665666	0.380131774	0.03098545	0.001820139	0.043094477	0.007987994	39.61492486	1.314556109
0.148399996	61.67601335	2.362586168	22.94629467	0.491097892	66.01945989	0.389516183	0.029974823	0.002347965	0.044399924	0.008014591	39.04525465	1.346846874
0.148799996	63.25934174	2.314318061	22.61559838	0.486117343	66.26855701	0.398735554	0.028861661	0.002090816	0.045679618	0.007725144	38.13985376	1.304698176
0.149199996	64.80594979	2.270748663	22.28029195	0.536918178	66.5238358	0.407772633	0.027457477	0.002553018	0.046718895	0.007790711	37.36605513	1.487022852
0.149599996	66.32777891	2.214268542	21.92291376	0.523514057	66.78517622	0.416617059	0.026026457	0.002210514	0.047767551	0.008150692	36.48237954	1.315904485
0.149999996	67.8100562	2.165631942	21.57035469	0.565474378	67.0524556	0.425260335	0.024864051	0.002617354	0.049135752	0.00790393	35.64737148	1.553023765
0.150399996	69.26032287	2.102559781	21.1529256	0.56349103	67.32553781	0.433694178	0.023014668	0.002536239	0.049841332	0.008076568	34.56423733	1.450016778
0.150799996	70.66494347	2.048545778	20.75415409	0.616368304	67.60428522	0.441909406	0.021450064	0.00271045	0.050832723	0.008103505	33.6721099	1.631494282
0.151199996	72.03179857	1.981882767	20.35253457	0.589795667	67.88855085	0.449896538	0.020044669	0.002435635	0.051973915	0.008321709	32.68687323	1.42948752
0.151599996	73.35829985	1.924920518	19.93718566	0.69239085	68.17818922	0.457644151	0.018685791	0.00253405	0.053129965	0.007975551	31.75733095	1.681071262
0.151999996	74.64738868	1.850237256	19.50426659	0.701119313	68.47304064	0.465148616	0.017006231	0.002692366	0.053954757	0.008077408	30.69576581	1.47126999
0.152399996	75.88810865	1.789182192	19.05586714	0.814070661	68.77294017	0.472399522	0.015245995	0.002746648	0.054655943	0.008428179	29.77165372	1.622408727
0.152799996	77.08520164	1.717812517	18.45121382	0.879461736	69.07772737	0.479391057	0.013888672	0.002410838	0.055724493	0.008069192	28.49138806	1.549011392
0.153199996	78.23431516	1.638528793	17.87988988	0.947694017	69.38722236	0.48611517	0.012110739	0.002592655	0.056279478	0.008086334	27.64810398	1.506025249
0.153599996	79.33890264	1.577902639	17.22530853	1.009723038	69.70125385	0.492564366	0.010347582	0.002590608	0.05681545	0.008524087	26.55561417	1.696796582
0.153999996	80.39598233	1.489902122	16.53731385	0.973681248	70.01963709	0.498731353	0.009317133	0.002308351	0.057960366	0.008446133	25.41268667	1.525080009
0.154399996	81.39679763	1.430172287	15.86746248	1.013661039	70.34218395	0.504613526	0.00753085	0.002632064	0.058309161	0.008249966	24.45682283	1.651253651
0.154799996	82.36489793	1.339528309	15.11645089	1.019225123	70.66870596	0.510199441	0.006119307	0.002652383	0.058896436	0.008501554	23.120113	1.662581179
0.155199996	83.25573641	1.275195944	14.43762888	1.00736018	70.99900564	0.515487841	0.005021838	0.00217114	0.059722262	0.008530426	22.16990523	1.575188836
0.155599996	84.12381685	1.188321472	13.74477521	1.061445928	71.33289038	0.520473267	0.003523075	0.002510497	0.060015552	0.008284631	21.1030855	1.776397627
0.155999996	84.92034134	1.116407286	13.01102775	1.023425317	71.67015337	0.525148698	0.002186887	0.002320885	0.060346994	0.008478473	19.84735786	1.603822571
0.156399996	85.67595134	1.036060713	12.33214133	1.035778084	72.01059117	0.529510653	0.001344093	0.002039012	0.061115538	0.008587519	18.85742393	1.688434074
0.156799996	86.37617418	0.956452862	11.53074203	1.061227794	72.35399433	0.533555216	0.000192687	0.002371697	0.061396965	0.008176764	17.50234589	1.694839284
0.157199996	87.01716464	0.875456527	10.82743563	1.051447473	72.70015006	0.537277103	-0.000961794	0.002225241	0.061615516	0.008639101	16.45997246	1.654253847
0.157599996	87.61053931	0.792851108	10.13471404	1.075802142	73.0488478	0.54067389	-0.001529072	0.002075013	0.062237852	0.008565583	15.4084879	1.704665675
0.157999996	88.14253654	0.71691249	9.365979503	1.066158721	73.39986951	0.543744293	-0.002683172	0.002236297	0.062188825	0.008427003	14.10327291	1.674730848
0.158399996	88.62668086	0.626789533	8.638078054	1.104228594	73.75299566	0.546480699	-0.00328322	0.002266454	0.0625331	0.008749055	12.98279551	1.778287275
0.158799996	89.04594541	0.55302054	7.847614625	1.104597445	74.1080056	0.548884503	-0.003837239	0.001962125	0.062826922	0.008623187	11.73327157	1.726432953
0.159199996	89.42191883	0.4620189	7.156068344	1.127146255	74.46467792	0.550950897	-0.004568036	0.002125334	0.062783492	0.008837644	10.72040298	1.849152076
0.159599996	89.73012812	0.388875564	6.395797201	1.113533558	74.82278824	0.552677798	-0.004627378	0.002130618	0.063303087	0.008773555	9.46297179	1.729364186
0.159999996	89.99692835	0.303440632	5.620794488	1.138573818	75.18210804	0.554066442	-0.005274787	0.002094631	0.063121912	0.008801077	8.251435219	1.834307936
0.160399996	90.19749406	0.229156214	4.835987201	1.144280199	75.54241442	0.55511367	-0.005645699	0.002086639	0.063097591	0.008966268	6.968195249	1.805121276
0.160799996	90.3495431	0.155586754	4.103133182	1.149741939	75.90347739	0.555817659	-0.005718775	0.00181885	0.06328188	0.00907358	5.892719273	1.858874563
0.161199996	90.44071033	0.10633454	3.356205281	1.141563001	76.2650703	0.556177107	-0.005837313	0.001939031	0.063301637	0.009187624	4.711581583	1.798964149
0.161599996	90.47766308	0.107873221	2.545595777	1.158134692	76.62696203	0.55619493	-0.006268545	0.001853262	0.06293897	0.00908425	3.363502026	1.860596907
0.161999996	90.46056426	0.165719424	1.764227951	1.186442482	76.98892668	0.555869252	-0.006035383	0.00170845	0.063108895	0.009518761	2.173813079	1.892365408
0.162399996	90.3872914	0.234933237	1.043735515	1.215131689	77.35073052	0.555200594	-0.006247733	0.001763464	0.062807717	0.009074482	1.117388256	1.990165546
0.162799996	90.26153011	0.317582658	0.207380309	1.190040892	77.71214953	0.554188856	-0.006120056	0.0017992	0.062732341	0.00937562	-0.362013646	1.869528064
0.163199996	90.07026224	0.389017901	-0.622751649	1.180035594	78.07295033	0.5528359	-0.005976666	0.001798586	0.062636553	0.009365054	-1.599951797	1.899293056
0.163599996	89.83874467	0.476452552	-1.377321869	1.256992172	78.43290853	0.551142505	-0.006294757	0.001664225	0.062000497	0.009456398	-2.786543334	2.032162306
0.163999996	89.54013944	0.545400509	-2.179657039	1.258746837	78.79179113	0.549109419	-0.005922944	0.002014854	0.062018578	0.009386661	-4.06014744	2.024202941
0.164399996	89.19779116	0.64033871	-3.022226954	1.238521045	79.14937898	0.54674307	-0.006121603	0.001878946	0.061433105	0.009435751	-5.424689274	1.942369072
0.164799996	88.7928383	0.710672982	-3.887813073	1.252684777	79.50544469	0.544037711	-0.006368992	0.001885311	0.060763473	0.009606531	-6.75055646	1.986012329
0.165199996	88.33629339	0.799246787	-4.677051123	1.302570175	79.85975939	0.541001729	-0.006122832	0.001910398	0.060567881	0.009411807	-8.027842138	2.096443753
0.165599996	87.81989752	0.877828566	-5.507260636	1.271863447	80.21211026	0.5376398	-0.00639013	0.002096993	0.059810862	0.009518127	-9.268823025	1.975589708
0.165999996	87.25287538	0.959729255	-6.406074337	1.318155874	80.56226656	0.533950944	-0.006567544	0.002078755	0.059133087	0.009598529	-10.7701882	2.142311694
0.166399996	86.62350239	1.042474863	-7.270334982	1.300929049	80.91002184	0.529941125	-0.006451787	0.001954154	0.058673404	0.009669778	-12.1134522	2.043021733
0.166799996	85.94126742	1.115882425	-8.078963224	1.288508932	81.25515209	0.52560992	-0.006890324	0.002330547	0.057634416	0.009615093	-13.28965817	2.011758004
0.167199996	85.21307238	1.196503554	-8.914601606	1.261088919	81.59744637	0.520966992	-0.006947297	0.002195449	0.056904744	0.009570273	-14.67433335	2.042331273
0.167599996	84.42290542	1.268933755	-9.754163789	1.298105236	81.93669637	0.516015499	-0.006679812	0.001867624	0.056488447	0.009742887	-16.00008888	2.043425765
0.167999996	83.58990449	1.343358394	-10.60201291	1.335183091	82.27269304	0.510757886	-0.006984486	0.002300843	0.055431908	0.009656828	-17.29370869	2.190368938
0.168399996	82.69936715	1.409867423	-11.40864505	1.230114408	82.60523254	0.505204658	-0.007242063	0.002060398	0.054391596	0.00961226	-18.58971785	1.888787726
0.168799996	81.76663088	1.486281197	-12.22355156	1.271096335	82.93411479	0.499354028	-0.006944718	0.001880386	0.053859689	0.0098619	-19.80965027	2.038329176
0.169199996	80.78011561	1.541917556	-12.99532333	1.193198938	83.25914233	0.493215589	-0.007400038	0.002001381	0.052540726	0.009819343	-21.01558599	1.877451477
0.169599996	79.7544424	1.614789877	-13.74101145	1.225005253	83.58012181	0.486798088	-0.007479954	0.001917878	0.051586643	0.009900574	-22.20652195	1.942802811
0.169999996	78.68285145	1.666590146	-14.56465964	1.242465988	83.8968651	0.480104768	-0.007258663	0.001973543	0.0509164	0.009992951	-23.49833182	2.084626323
0.170399996	77.56877017	1.740285401	-15.28396661	1.254748952	84.20918446	0.473143677	-0.007629453	0.001937755	0.049669477	0.009824024	-24.60254837	2.029759288
0.170799996	76.41359486	1.791859547	-16.02462729	1.187534919	84.51690337	0.465921642	-0.007910923	0.002091354	0.048525921	0.009983278	-25.77026397	1.998494234
0.171199996	75.22259985	1.853491115	-16.75440569	1.091982548	84.81984456	0.458445746	-0.007972124	0.002394584	0.04765096	0.0103143	-26.91807055	1.750421893
0.171599996	73.99278274	1.902999703	-17.38717713	1.100170968	85.11783637	0.450725272	-0.008194497	0.002003705	0.046681291	0.009889462	-27.89843944	2.062107903
0.171999996	72.72833596	1.960478382	-18.11692619	1.041224493	85.41071649	0.442766935	-0.008973046	0.002497429	0.045254257	0.010113155	-29.2087712	2.052173715
0.172399996	71.42431057	2.019614297	-18.70142776	1.013268835	85.69832334	0.434579241	-0.009625358	0.002677964	0.044030462	0.010150456	-30.14950262	2.148395912
0.172799996	70.08103419	2.068458647	-19.33969629	0.872357809	85.98050099	0.426172218	-0.0102867	0.002890568	0.042920875	0.010211333	-31.47954458	1.983132139
0.173199996	68.70824724	2.133524547	-19.84651027	0.756033532	86.25710282	0.417553574	-0.011316287	0.002910768	0.041520312	0.009993021	-32.50939321	1.824638338
0.173599996	67.29031993	2.172239222	-20.26898504	0.797056221	86.52798447	0.408735153	-0.012377927	0.003355954	0.040219581	0.010192758	-33.42277026	2.079848451
0.173999996	65.8538033	2.234324181	-20.64926866	0.739562531	86.79301094	0.399722814	-0.013435647	0.003467008	0.039001163	0.010340299	-34.35130497	1.871191405
0.174399996	64.37276855	2.261313187	-21.15986248	0.760624784	87.05205356	0.390530849	-0.014676643	0.003823869	0.037746328	0.01048569	-35.70749066	2.111524512
0.174799996	62.86453284	2.325599527	-21.5701828	0.814501868	87.30498669	0.38116596	-0.016051777	0.003741122	0.036442875	0.010237413	-36.50315288	2.085555662
0.175199996	61.31629256	2.355087503	-21.95078932	0.707067972	87.55169401	0.371643075	-0.017677144	0.004359673	0.034963996	0.010642629	-37.46327	1.8929039
0.175599996	59.7447883	2.415754281	-22.42402181	0.806823898	87.79206893	0.361971113	-0.01920242	0.004245259	0.03365971	0.010575151	-38.66392906	2.15057137
0.175999996	58.13336443	2.44950384	-22.77035227	0.635091716	88.02600935	0.352158569	-0.020633388	0.004409572	0.032458158	0.010645204	-39.29369586	1.513192764
0.176399996	56.51162705	2.489048335	-23.05949641	0.756706153	88.25341954	0.342223312	-0.02248556	0.004219293	0.030889803	0.010366127	-39.99955203	2.172637651
0.176799996	54.86134922	2.522681541	-23.41503843	0.666305163	88.47421422	0.332174405	-0.023926201	0.004177386	0.02977555	0.010200267	-40.87223143	1.667917308
0.177199996	53.19192318	2.542940958	-23.65296005	0.507689028	88.68831261	0.322022816	-0.026182529	0.004680974	0.027894113	0.010845836	-41.29724061	1.389765997
0.177599996	51.5028035	2.568278459	-23.99142254	0.680338747	88.89565038	0.311783515	-0.027792828	0.004607796	0.026661196	0.010625103	-42.30054317	2.06421758
0.177999996	49.78111364	2.59732272	-24.3110233	0.62756461	89.09616059	0.301469188	-0.02960384	0.004648223	0.02523984	0.010731607	-42.91760164	1.681402461
0.178399995	48.04622007	2.624457662	-24.44288497	0.497214818	89.28978939	0.291093535	-0.031362222	0.005111988	0.023764755	0.011215163	-43.07409892	1.482781834
0.178799995	46.29498448	2.63440309	-24.71139467	0.572438602	89.47649862	0.280666255	-0.032978085	0.004466796	0.022411945	0.010644955	-43.94132749	1.574965027
0.179199995	44.52810542	2.674665227	-24.90564754	0.526437037	89.65624753	0.270207066	-0.034812004	0.004428434	0.020715454	0.010533064	-44.1739374	1.526198391
0.179599995	42.7511575	2.680599389	-24.85291257	0.466263547	89.8290133	0.259728355	-0.036257826	0.004702887	0.019291511	0.011144748	-43.83269755	1.398378262
0.179999995	40.98777517	2.702385445	-24.92919982	0.484551815	89.99477835	0.249244143	-0.037312565	0.004211021	0.018171951	0.010836807	-44.22832272	1.242861296
0.180399995	39.20382747	2.691216191	-25.07707899	0.370951179	90.15353745	0.238769793	-0.038767782	0.003964646	0.01658721	0.010706986	-44.59165476	1.242847873
0.180799995	37.42043581	2.69329806	-25.02165791	0.41138064	90.30529247	0.228322588	-0.040141232	0.00370941	0.014916106	0.010887312	-44.17252769	1.165779805
0.181199995	35.63919965	2.672486039	-24.90526098	0.445827893	90.45005537	0.217914861	-0.041131996	0.003996789	0.013490915	0.011234576	-43.9233272	1.323468137
0.181599995	33.87085028	2.665170294	-24.88665697	0.42795531	90.58785831	0.207566518	-0.041696815	0.003467891	0.012368113	0.010571359	-43.97887697	1.146525003
0.181999995	32.09315588	2.637701752	-24.84303171	0.481430641	90.71872936	0.197287976	-0.042892342	0.003348002	0.010460826	0.010764235	-43.79159172	1.317180588
0.182399995	30.32397394	2.608633463	-24.636622	0.48255471	90.84271412	0.187102004	-0.043236929	0.00344776	0.009187282	0.010621136	-43.09556602	1.221320959
0.182799995	28.567643	2.578543557	-24.35095099	0.515390773	90.95987096	0.177024481	-0.0436122	0.003294423	0.007651019	0.010567668	-42.36580793	1.358856324
0.183199995	26.84311295	2.549845462	-24.09439281	0.555436724	91.0702668	0.167070309	-0.043241675	0.003262712	0.006695013	0.010634226	-41.80189215	1.38523722
0.183599995	25.13349514	2.53148426	-23.83234301	0.540711001	91.17398243	0.157257359	-0.043635348	0.003228348	0.004802454	0.010939283	-41.14664796	1.309821289
0.183999995	23.44121507	2.501401494	-23.52310861	0.568045787	91.27110799	0.147607514	-0.043304137	0.00311469	0.003452281	0.010538702	-40.34717934	1.451185305
0.184399995	21.7689968	2.472796735	-23.13677496	0.66772401	91.36174744	0.138135597	-0.042489686	0.002727191	0.002335967	0.01059931	-39.32003522	1.752252795
0.184799995	20.12722367	2.416400074	-22.64567805	0.781796473	91.44601411	0.128862867	-0.041804431	0.002794582	0.000872241	0.010583084	-38.03354809	2.011286447
0.185199995	18.53455031	2.364135382	-22.11417969	0.862300984	91.52403962	0.119804792	-0.040565444	0.002750728	-0.000256671	0.010681825	-36.73292542	2.151405805
0.185599995	16.98683316	2.28183835	-21.59743784	0.916977222	91.59595789	0.110983047	-0.039341052	0.002936751	-0.001501222	0.010623555	-35.52882041	2.266247629
0.185999995	15.49186448	2.212217872	-21.05736463	0.965540366	91.66192672	0.102418421	-0.037978233	0.003356807	-0.002718214	0.010475709	-34.23219479	2.290538152
0.186399995	14.03171678	2.120933248	-20.50732549	1.063574689	91.72211292	0.094128254	-0.03654079	0.003429633	-0.003914894	0.010302256	-32.96752096	2.422073091
0.186799995	12.62117034	2.040642078	-19.93090899	1.16403862	91.77669151	0.086134677	-0.034772822	0.003507324	-0.004894199	0.010345889	-31.59621093	2.490020417
0.187199995	11.24711973	1.9411864	-19.26244672	1.293130771	91.82585735	0.078457769	-0.033056077	0.003588874	-0.006031076	0.010352488	-30.09183169	2.536911234
0.187599995	9.934078488	1.851847483	-18.44674415	1.446087372	91.86981762	0.071116493	-0.031241612	0.003835966	-0.007198269	0.010364621	-28.44037101	2.559260279
0.187999995	8.673732902	1.752744023	-17.4849608	1.601515887	91.90879036	0.064135272	-0.029013388	0.004058119	-0.008067287	0.010254155	-26.68780936	2.651727151
0.188399995	7.483133956	1.654642878	-16.38522307	1.712651569	91.94301343	0.057533674	-0.026558255	0.004024155	-0.008786814	0.010279413	-24.84893604	2.754656183
0.188799995	6.361916799	1.54909159	-15.19328353	1.790066891	91.9727318	0.051332516	-0.023933815	0.004130676	-0.009415813	0.010186163	-22.92999763	2.871698776
0.189199995	5.320751178	1.436609646	-13.95693887	1.855784132	91.99821285	0.04555487	-0.021585248	0.004495462	-0.010309164	0.010040564	-20.95880832	2.972911853
0.189599995	4.361463833	1.322128946	-12.7055295	1.930740228	92.01973036	0.040219911	-0.018928116	0.004579077	-0.010881427	0.010009551	-18.9834536	3.097211852
0.189999995	3.481917594	1.195777102	-11.44256512	1.999343357	92.03758053	0.035347232	-0.016301284	0.004826891	-0.011385367	0.009837961	-16.9914029	3.197152749
0.190399995	2.692202576	1.071550648	-10.16858838	2.055771251	92.05206927	0.030959422	-0.013798598	0.004793304	-0.011936388	0.009891001	-14.9805592	3.271465404
0.190799995	1.986064987	0.930264452	-8.885302287	2.108464979	92.06352346	0.027069448	-0.011268605	0.004776375	-0.012306702	0.009827191	-12.95339753	3.366192395
0.191199995	1.374670888	0.792868655	-7.579586709	2.152035341	92.07227782	0.02369994	-0.008697621	0.004615925	-0.012502901	0.009942392	-10.8880485	3.407288478
0.191599995	0.847104918	0.641436111	-6.254684997	2.170958027	92.078691	0.020862727	-0.006400836	0.004644046	-0.012808048	0.009777338	-8.782931439	3.430712904
0.191999995	0.420231054	0.500703308	-4.892006071	2.163533348	92.08313362	0.018571448	-0.004102828	0.004595533	-0.012972124	0.00964436	-6.610103425	3.407974423
0.192399995	0.088498482	0.352343684	-3.494014726	2.188448684	92.08599128	0.01684344	-0.001991784	0.004289787	-0.013155496	0.009661272	-4.390616033	3.460243949
0.192799995	-0.135306149	0.231097205	-2.103535668	2.180043993	92.08766376	0.015697544	0.000178702	0.004252238	-0.013104218	0.00955044	-2.23075034	3.408570144
0.193199995	-0.263327063	0.17101888	-0.695983144	2.172954728	92.08855984	0.015150408	0.002130837	0.004312998	-0.013101828	0.009461441	0.015733297	3.410596768
0.193599995	-0.286182687	0.226556049	0.749661321	2.186148005	92.08911297	0.015236761	0.004269682	0.004382473	-0.01275819	0.009210973	2.311172252	3.452590328
0.193999995	-0.211598325	0.341888023	2.186161524	2.220226074	92.08973118	0.015955778	0.006384871	0.00443415	-0.012314404	0.009123396	4.585946171	3.501366904
0.194399995	-0.033780075	0.471447174	3.688810566	2.215441133	92.09083856	0.017291166	0.008465146	0.00422759	-0.011771009	0.009233	6.976280914	3.472731637
0.194799995	0.239134118	0.605921071	5.187953972	2.19213477	92.09281996	0.019217049	0.01058056	0.004337577	-0.011077865	0.009170582	9.324508845	3.418229207
0.195199995	0.607371253	0.734973314	6.669483825	2.129969298	92.09605423	0.021707671	0.013029046	0.00444738	-0.00991395	0.009061697	11.63443729	3.290281564
