% Steigung p=10 	Trace: 	1-10788-38139-L-26.05.2015-P10
Zeit	Istpositionmm	StromstaerkeA
0.206999986	14.05656815	0.485627711
0.207999986	14.1125679	0.507886648
0.208999986	14.19656754	0.434885114
0.209999986	14.25256729	0.346034527
0.210999985	14.33656693	0.272321403
0.211999985	14.39256668	0.103717178
0.212999985	14.47656631	0.250863105
0.213999985	14.53256607	0.256572038
0.214999985	14.6165657	0.131312713
0.215999985	14.67256546	0.290721059
0.216999985	14.75656509	0.47085017
0.217999985	14.81256485	0.524471223
0.218999985	14.89656448	0.346846282
0.219999985	14.95256424	0.399161309
0.220999985	15.03656387	0.338344336
0.221999985	15.09256363	0.294373959
0.222999985	15.17656326	0.369098425
0.223999985	15.23256302	0.64051038
0.224999984	15.31656265	0.581676543
0.225999984	15.37256241	0.45004487
0.226999984	15.45656204	0.650139093
0.227999984	15.5125618	0.649586022
0.228999984	15.59656143	0.352128685
0.229999984	15.65256119	0.298201561
0.230999984	15.73656082	0.337672442
0.231999984	15.79256058	0.228705928
0.232999984	15.87656021	0.128897905
0.233999984	15.93255997	0.211994261
0.234999984	16.0165596	0.230274796
0.235999984	16.07257843	0.270697206
0.236999984	16.15657806	0.277318597
0.237999984	16.21257782	0.511697829
0.238999984	16.29657745	0.641554356
0.239999983	16.35257721	0.617459595
0.240999983	16.43657684	0.568826795
0.241999983	16.4925766	0.623876274
0.242999983	16.57657623	0.622526944
0.243999983	16.63257599	0.516898394
0.244999983	16.71657562	0.51633662
0.245999983	16.77257538	0.553534031
0.246999983	16.85657501	0.510234118
0.247999983	16.91257477	0.581181824
0.248999983	16.9965744	0.741050839
0.249999983	17.05257416	0.890849113
0.250999983	17.13657379	1.019683957
0.251999983	17.19257355	0.950676918
0.252999983	17.27657318	0.795488238
0.253999982	17.33257294	0.67860353
0.254999982	17.41657257	0.408871323
0.255999982	17.47257233	0.433481693
0.256999982	17.55657196	0.252418995
0.257999982	17.61257172	0.046968963
0.258999982	17.69657135	0.050491311
0.259999982	17.75257111	0.173979342
0.260999982	17.83657074	0.162639588
0.261999982	17.8925705	0.182077199
0.262999982	17.97657013	0.336432278
0.263999982	18.03256989	0.531785429
0.264999982	18.11656952	0.496907473
0.265999982	18.17256927	0.505964279
0.266999982	18.25656891	0.690923274
0.267999982	18.31256866	0.467512667
0.268999981	18.3965683	0.318483233
0.269999981	18.45256805	0.235854089
0.270999981	18.53656769	0.216285646
0.271999981	18.59256744	0.293005615
0.272999981	18.67656708	0.359550864
0.273999981	18.73256683	0.57847327
0.274999981	18.81656647	0.683836401
0.275999981	18.87256622	0.467372239
0.276999981	18.95656586	0.377905726
0.277999981	19.01256561	0.44426471
0.278999981	19.09656525	0.342648476
0.279999981	19.152565	0.215367496
0.280999981	19.23656464	0.404342622
0.281999981	19.29256439	0.323572636
0.28299998	19.37656403	0.216536
0.28399998	19.43256378	0.349160045
0.28499998	19.51656342	0.355002791
0.28599998	19.57256317	0.271914244
0.28699998	19.65656281	0.342541784
0.28799998	19.71256256	0.495442867
0.28899998	19.79656219	0.603606462
0.28999998	19.85256195	0.591938019
0.29099998	19.93656158	0.728967488
0.29199998	19.99256134	0.673178852
0.29299998	20.07656097	0.523789763
0.29399998	20.13256073	0.520106316
0.29499998	20.21656036	0.618988276
0.29599998	20.27256012	0.849670351
0.29699998	20.35655975	0.82295686
0.297999979	20.41255951	0.75895822
0.298999979	20.49657822	0.919680536
0.299999979	20.55257797	0.67858541
0.300999979	20.63657761	0.494345546
0.301999979	20.69257736	0.549017608
0.302999979	20.776577	0.508053839
0.303999979	20.83257675	0.23751083
0.304999979	20.91657639	0.109701179
0.305999979	20.97257614	0.158773139
0.306999979	21.05657578	0.190236881
0.307999979	21.11257553	0.199415177
0.308999979	21.19657516	0.22375387
0.309999979	21.25257492	0.452537119
0.310999979	21.33657455	0.547638893
0.311999978	21.39257431	0.420940667
0.312999978	21.47657394	0.455843985
0.313999978	21.5325737	0.513483882
0.314999978	21.61657333	0.362823576
0.315999978	21.67257309	0.258973688
0.316999978	21.75657272	0.200394481
0.317999978	21.81257248	0.210050046
0.318999978	21.89657211	0.291887403
0.319999978	21.95257187	0.381088078
0.320999978	22.0365715	0.585209906
0.321999978	22.09257126	0.724276781
0.322999978	22.17657089	0.687244654
0.323999978	22.23257065	0.665628552
0.324999978	22.31657028	0.598795712
0.325999978	22.37257004	0.254970878
0.326999977	22.45656967	0.195525199
0.327999977	22.51256943	0.229855925
0.328999977	22.59656906	0.157575488
0.329999977	22.65256882	0.041578621
0.330999977	22.73656845	0.227376282
0.331999977	22.79256821	0.208688632
0.332999977	22.87656784	0.264237761
0.333999977	22.9325676	0.397862196
0.334999977	23.01656723	0.616482019
0.335999977	23.07256699	0.732487679
0.336999977	23.15656662	0.666025102
0.337999977	23.21256638	0.879275203
0.338999977	23.29656601	0.850226164
0.339999977	23.35256577	0.60640204
0.340999976	23.4365654	0.398721576
0.341999976	23.49256516	0.549809813
0.342999976	23.57656479	0.553468883
0.343999976	23.63256454	0.634484828
0.344999976	23.71656418	0.730471075
0.345999976	23.77256393	0.839941919
0.346999976	23.85656357	0.819744647
0.347999976	23.91256332	0.513756752
0.348999976	23.99656296	0.686270833
0.349999976	24.05256271	0.606223345
0.350999976	24.13656235	0.478317291
0.351999976	24.1925621	0.494868606
0.352999976	24.27656174	0.433713347
0.353999976	24.33256149	0.118920326
0.354999976	24.41656113	0.130498305
0.355999975	24.47256088	0.156386599
0.356999975	24.55656052	0.19973594
0.357999975	24.61256027	0.224677861
0.358999975	24.69655991	0.260295451
0.359999975	24.75255966	0.472084343
0.360999975	24.8365593	0.456975311
0.361999975	24.89257813	0.328986049
0.362999975	24.97657776	0.468234718
0.363999975	25.03257751	0.379943728
0.364999975	25.11657715	0.291297078
0.365999975	25.1725769	0.372174412
0.366999975	25.25657654	0.488912463
0.367999975	25.31257629	0.515696585
0.368999975	25.39657593	0.516146839
0.369999975	25.45257568	0.645638824
0.370999974	25.53657532	0.623565078
0.371999974	25.59257507	0.334022701
0.372999974	25.67657471	0.236005783
0.373999974	25.73257446	0.241269916
0.374999974	25.8165741	0.215165183
0.375999974	25.87257385	0.164569974
0.376999974	25.95657349	0.269574165
0.377999974	26.01257324	0.336514443
0.378999974	26.09657288	0.349489331
0.379999974	26.15257263	0.328410834
0.380999974	26.23657227	0.396299064
0.381999974	26.29257202	0.601659596
0.382999974	26.37657166	0.601417422
0.383999974	26.43257141	0.615968823
0.384999973	26.51657104	0.673370242
0.385999973	26.5725708	0.664450407
0.386999973	26.65657043	0.482084394
0.387999973	26.71257019	0.430682391
0.388999973	26.79656982	0.460813224
0.389999973	26.85256958	0.553945601
0.390999973	26.93656921	0.670695364
0.391999973	26.99256897	0.860804617
0.392999973	27.0765686	0.876882374
0.393999973	27.13256836	0.884786487
0.394999973	27.21656799	0.958989322
0.395999973	27.27256775	0.762795329
0.396999973	27.35656738	0.542237461
0.397999973	27.41256714	0.458888412
0.398999973	27.49656677	0.389377356
0.399999972	27.55256653	0.233092323
0.400999972	27.63656616	0.021933887
0.401999972	27.69256592	0.102814429
0.402999972	27.77656555	0.139196783
0.403999972	27.83256531	0.052278433
0.404999972	27.91656494	0.228513122
0.405999972	27.9725647	0.382648766
0.406999972	28.05656433	0.516270757
0.407999972	28.11256409	0.489555776
0.408999972	28.19656372	0.625466347
0.409999972	28.25256348	0.690703392
0.410999972	28.33656311	0.476858675
0.411999972	28.39256287	0.186575472
0.412999972	28.4765625	0.241494521
0.413999971	28.53256226	0.415959418
0.414999971	28.61656189	0.414940387
0.415999971	28.67256165	0.415121496
0.416999971	28.75656128	0.538655996
0.417999971	28.81256104	0.629968584
0.418999971	28.89656067	0.46736145
0.419999971	28.95256042	0.399979323
0.420999971	29.03656006	0.438909709
0.421999971	29.09255981	0.330399096
0.422999971	29.17655945	0.276561886
0.423999971	29.2325592	0.392273873
0.424999971	29.31657791	0.334385812
0.425999971	29.37257767	0.23457256
0.426999971	29.4565773	0.296427429
0.427999971	29.51257706	0.313290298
0.42899997	29.59657669	0.391952276
0.42999997	29.65257645	0.377553046
0.43099997	29.73657608	0.558074296
0.43199997	29.79257584	0.698134303
0.43299997	29.87657547	0.550821424
0.43399997	29.93257523	0.642093837
0.43499997	30.01657486	0.753061175
0.43599997	30.07257462	0.563164353
0.43699997	30.15657425	0.538604498
0.43799997	30.21257401	0.750870943
0.43899997	30.29657364	0.968154669
0.43999997	30.35257339	0.933145821
0.44099997	30.43657303	0.842389107
0.44199997	30.49257278	0.872886956
0.442999969	30.57657242	0.678789973
0.443999969	30.63257217	0.507587612
0.444999969	30.71657181	0.567210257
0.445999969	30.77257156	0.430654734
0.446999969	30.8565712	0.328889668
0.447999969	30.91257095	0.190342605
0.448999969	30.99657059	0.317815304
0.449999969	31.05257034	0.277758211
0.450999969	31.13656998	0.261004746
0.451999969	31.19256973	0.245474979
0.452999969	31.27656937	0.503242195
0.453999969	31.33256912	0.578910232
0.454999969	31.41656876	0.51430881
0.455999969	31.47256851	0.547007084
0.456999969	31.55656815	0.449628621
0.457999968	31.6125679	0.389914513
0.458999968	31.69656754	0.276328117
0.459999968	31.75256729	0.225580603
0.460999968	31.83656693	0.283938289
0.461999968	31.89256668	0.307088792
0.462999968	31.97656631	0.455682278
0.463999968	32.03256607	0.663646042
0.464999968	32.1165657	0.740993798
0.465999968	32.17256546	0.841788292
0.466999968	32.25656509	0.719117284
0.467999968	32.31256485	0.539096236
0.468999968	32.39656448	0.271242946
0.469999968	32.45256424	0.259487391
0.470999968	32.53656387	0.247064814
0.471999967	32.59256363	0.099473253
0.472999967	32.67656326	0.156553388
0.473999967	32.73256302	0.375203252
0.474999967	32.81656265	0.322519362
0.475999967	32.87256241	0.223580629
0.476999967	32.95656204	0.451147348
0.477999967	33.0125618	0.67603159
0.478999967	33.09656143	0.673674881
0.479999967	33.15256119	0.729225457
0.480999967	33.23656082	0.896634221
0.481999967	33.29256058	0.857768714
0.482999967	33.37656021	0.668550014
0.483999967	33.43255997	0.504732072
0.484999967	33.5165596	0.602206171
0.485999967	33.57255936	0.612782836
0.486999966	33.65655899	0.634020329
0.487999966	33.71257782	0.824422479
0.488999966	33.79657745	0.931779802
0.489999966	33.85257721	0.785255194
0.490999966	33.93657684	0.606032729
0.491999966	33.9925766	0.699647784
0.492999966	34.07657623	0.661883414
0.493999966	34.13257599	0.433153093
0.494999966	34.21657562	0.46235019
0.495999966	34.27257538	0.374015391
0.496999966	34.35657501	0.216576219
0.497999966	34.41257477	0.191366136
0.498999966	34.4965744	0.242681071
0.499999966	34.55257416	0.233377829
0.500999965	34.63657379	0.262581229
0.501999965	34.69257355	0.320280612
0.502999965	34.77657318	0.58014977
0.503999965	34.83257294	0.422066897
0.504999965	34.91657257	0.475652605
0.505999965	34.97257233	0.423853815
0.506999965	35.05657196	0.385978162
0.507999965	35.11257172	0.284501463
0.508999965	35.19657135	0.439098954
0.509999965	35.25257111	0.548908412
0.510999965	35.33657074	0.578704894
0.511999965	35.3925705	0.552658379
0.512999965	35.47657013	0.735200584
0.513999965	35.53256989	0.632420421
0.514999965	35.61656952	0.315807939
0.515999964	35.67256927	0.297002047
0.516999964	35.75656891	0.343987942
0.517999964	35.81256866	0.321043521
0.518999964	35.8965683	0.228277862
0.519999964	35.95256805	0.152148277
0.520999964	36.03656769	0.347963274
0.521999964	36.09256744	0.305966735
0.522999964	36.17656708	0.338184327
0.523999964	36.23256683	0.49743706
0.524999964	36.31656647	0.726355851
0.525999964	36.37256622	0.691758037
0.526999964	36.45656586	0.690857708
0.527999964	36.51256561	0.764112711
0.528999964	36.59656525	0.580000639
0.529999963	36.652565	0.491551042
0.530999963	36.73656464	0.47375536
0.531999963	36.79256439	0.591780424
0.532999963	36.87656403	0.522182763
0.533999963	36.93256378	0.63936156
0.534999963	37.01656342	0.861162364
0.535999963	37.07256317	0.945658207
0.536999963	37.15656281	1.050949574
0.537999963	37.21256256	1.00230372
0.538999963	37.29656219	0.774266481
0.539999963	37.35256195	0.564806998
0.540999963	37.43656158	0.539385438
0.541999963	37.49256134	0.360217631
0.542999963	37.57656097	0.224688038
0.543999963	37.63256073	0.097493291
0.544999962	37.71656036	0.113149866
0.545999962	37.77256012	0.251844138
0.546999962	37.85655975	0.15530619
0.547999962	37.91255951	0.224944919
0.548999962	37.99655914	0.470010251
0.549999962	38.0525589	0.575226784
0.550999962	38.13657761	0.554683685
0.551999962	38.19257736	0.616100788
0.552999962	38.276577	0.714996099
0.553999962	38.33257675	0.451789588
0.554999962	38.41657639	0.165581137
0.555999962	38.47257614	0.373510808
0.556999962	38.55657578	0.364788592
0.557999962	38.61257553	0.324234724
0.558999961	38.69657516	0.440832436
0.559999961	38.75257492	0.701422095
0.560999961	38.83657455	0.640739799
0.561999961	38.89257431	0.467147261
0.562999961	38.97657394	0.615259171
0.563999961	39.0325737	0.444916487
0.564999961	39.11657333	0.317449987
0.565999961	39.17257309	0.350446075
0.566999961	39.25657272	0.391027182
0.567999961	39.31257248	0.298764169
0.568999961	39.39657211	0.235090435
0.569999961	39.45257187	0.41777724
0.570999961	39.5365715	0.326697171
0.571999961	39.59257126	0.426924974
0.572999961	39.67657089	0.48944065
0.57399996	39.73257065	0.6187433
0.57499996	39.81657028	0.647720873
0.57599996	39.87257004	0.571380973
0.57699996	39.95656967	0.69204849
0.57799996	40.01256943	0.727930903
0.57899996	40.09656906	0.580592036
0.57999996	40.15256882	0.608533263
0.58099996	40.23656845	0.840282619
0.58199996	40.29256821	0.971194923
0.58299996	40.37656784	0.882142484
0.58399996	40.4325676	0.864073455
0.58499996	40.51656723	1.002679944
0.58599996	40.57256699	0.670084
0.58699996	40.65656662	0.373436272
0.587999959	40.71256638	0.549157858
0.588999959	40.79656601	0.38557899
0.589999959	40.85256577	0.23707591
0.590999959	40.9365654	0.13304776
0.591999959	40.99256516	0.300747424
0.592999959	41.07656479	0.382800937
0.593999959	41.13256454	0.250551879
0.594999959	41.21656418	0.341083914
0.595999959	41.27256393	0.484746277
0.596999959	41.35656357	0.503232479
0.597999959	41.41256332	0.458070993
0.598999959	41.49656296	0.478898317
0.599999959	41.55256271	0.409142524
0.600999959	41.63656235	0.407075554
0.601999959	41.6925621	0.30370301
0.602999958	41.77656174	0.203866363
0.603999958	41.83256149	0.30174309
0.604999958	41.91656113	0.352640808
0.605999958	41.97256088	0.613399982
0.606999958	42.05656052	0.650285184
0.607999958	42.11256027	0.787564099
0.608999958	42.19655991	0.771468401
0.609999958	42.25255966	0.66301918
0.610999958	42.3365593	0.536424518
0.611999958	42.39255905	0.401069343
0.612999958	42.47655869	0.229417488
0.613999958	42.53257751	0.18512392
0.614999958	42.61657715	0.203345031
0.615999958	42.6725769	0.226006255
0.616999957	42.75657654	0.366964668
0.617999957	42.81257629	0.328733116
0.618999957	42.89657593	0.285442144
0.619999957	42.95257568	0.541506469
0.620999957	43.03657532	0.722300172
0.621999957	43.09257507	0.738394499
0.622999957	43.17657471	0.727867484
0.623999957	43.23257446	0.881177068
0.624999957	43.3165741	0.795422733
0.625999957	43.37257385	0.547458172
0.626999957	43.45657349	0.513953686
0.627999957	43.51257324	0.657362759
0.628999957	43.59657288	0.67105788
0.629999957	43.65257263	0.631748736
0.630999957	43.73657227	0.747451186
0.631999956	43.79257202	1.002552748
0.632999956	43.87657166	0.706924856
0.633999956	43.93257141	0.646807969
0.634999956	44.01657104	0.646049082
0.635999956	44.0725708	0.688090503
0.636999956	44.15657043	0.403856516
0.637999956	44.21257019	0.482496351
0.638999956	44.29656982	0.397343397
0.639999956	44.35256958	0.355599701
0.640999956	44.43656921	0.243832365
0.641999956	44.49256897	0.110435873
0.642999956	44.5765686	0.043348603
0.643999956	44.63256836	0.152490526
0.644999956	44.71656799	0.441072524
0.645999955	44.77256775	0.652687252
0.646999955	44.85656738	0.502723455
0.647999955	44.91256714	0.514264703
0.648999955	44.99656677	0.650227666
0.649999955	45.05256653	0.306274205
0.650999955	45.13656616	0.320315361
0.651999955	45.19256592	0.500269055
0.652999955	45.27656555	0.653407514
0.653999955	45.33256531	0.645313263
0.654999955	45.41656494	0.669664979
0.655999955	45.4725647	0.684363008
0.656999955	45.55656433	0.440848947
0.657999955	45.61256409	0.405479908
0.658999955	45.69656372	0.341866285
0.659999955	45.75256348	0.453197062
0.660999954	45.83656311	0.244963825
0.661999954	45.89256287	0.084645748
0.662999954	45.9765625	0.215794235
0.663999954	46.03256226	0.331221133
0.664999954	46.11656189	0.453539819
0.665999954	46.17256165	0.360422105
0.666999954	46.25656128	0.575398088
0.667999954	46.31256104	0.753224313
0.668999954	46.39656067	0.749412656
0.669999954	46.45256042	0.738556147
0.670999954	46.53656006	0.737557411
0.671999954	46.59255981	0.649560094
0.672999954	46.67655945	0.528185248
0.673999954	46.7325592	0.489459187
0.674999953	46.81655884	0.530858517
0.675999953	46.87255859	0.588114142
0.676999953	46.9565773	0.818478525
0.677999953	47.01257706	0.953929365
0.678999953	47.09657669	0.951380372
0.679999953	47.15257645	0.986526251
0.680999953	47.23657608	0.965191841
0.681999953	47.29257584	0.802946866
0.682999953	47.37657547	0.566524684
0.683999953	47.43257523	0.475841522
0.684999953	47.51657486	0.479485124
0.685999953	47.57257462	0.178376481
0.686999953	47.65657425	0.009627354
0.687999953	47.71257401	0.138317212
0.688999953	47.79657364	0.156630322
0.689999952	47.85257339	0.240331352
0.690999952	47.93657303	0.25223875
0.691999952	47.99257278	0.469618469
0.692999952	48.07657242	0.54726243
0.693999952	48.13257217	0.564060569
0.694999952	48.21657181	0.712717533
0.695999952	48.27257156	0.761116803
0.696999952	48.3565712	0.509805202
0.697999952	48.41257095	0.298204958
0.698999952	48.49657059	0.27683264
0.699999952	48.55257034	0.295060754
0.700999952	48.63656998	0.305898726
0.701999952	48.69256973	0.430175513
0.702999952	48.77656937	0.650073409
0.703999951	48.83256912	0.615909338
0.704999951	48.91656876	0.491455495
0.705999951	48.97256851	0.549961507
0.706999951	49.05656815	0.447098255
0.707999951	49.1125679	0.304021776
0.708999951	49.19656754	0.322927862
0.709999951	49.25256729	0.485490203
0.710999951	49.33656693	0.292115837
0.711999951	49.39256668	0.244855985
0.712999951	49.47656631	0.322711736
0.713999951	49.53256607	0.412035912
0.714999951	49.6165657	0.431598812
0.715999951	49.67256546	0.555593252
0.716999951	49.75656509	0.631410599
0.717999951	49.81256485	0.646257102
0.71899995	49.89656448	0.535826206
0.71999995	49.95256424	0.725676954
0.72099995	50.03656387	0.633849382
0.72199995	50.09256363	0.587160349
0.72299995	50.17656326	0.631866336
0.72399995	50.23256302	0.869281232
0.72499995	50.31656265	0.999862969
0.72599995	50.37256241	0.737367213
0.72699995	50.45656204	0.910121202
0.72799995	50.5125618	0.967354894
0.72899995	50.59656143	0.623953104
0.72999995	50.65256119	0.303124666
0.73099995	50.73656082	0.56956166
0.73199995	50.79256058	0.402705073
0.732999949	50.87656021	0.25267446
0.733999949	50.93255997	0.215175658
0.734999949	51.0165596	0.233631268
0.735999949	51.07255936	0.191702753
0.736999949	51.15655899	0.190924704
0.737999949	51.21255875	0.461271673
0.738999949	51.29655838	0.624071419
0.739999949	51.35257721	0.455997467
0.740999949	51.43657684	0.453732848
0.741999949	51.4925766	0.598808527
0.742999949	51.57657623	0.462298393
0.743999949	51.63257599	0.301869929
0.744999949	51.71657562	0.245055184
0.745999949	51.77257538	0.210053235
0.746999949	51.85657501	0.326211751
0.747999948	51.91257477	0.519027472
0.748999948	51.9965744	0.638846099
0.749999948	52.05257416	0.636131406
0.750999948	52.13657379	0.620548964
0.751999948	52.19257355	0.728125453
0.752999948	52.27657318	0.506012678
0.753999948	52.33257294	0.509600878
0.754999948	52.41657257	0.276846856
0.755999948	52.47257233	0.245647714
0.756999948	52.55657196	0.187307924
0.757999948	52.61257172	0.210549474
0.758999948	52.69657135	0.174538985
0.759999948	52.75257111	0.227242559
0.760999948	52.83657074	0.275846958
0.761999947	52.8925705	0.245473653
0.762999947	52.97657013	0.4556683
0.763999947	53.03256989	0.736954272
0.764999947	53.11656952	0.761066496
0.765999947	53.17256927	0.76946485
0.766999947	53.25656891	0.919414222
0.767999947	53.31256866	0.726181448
0.768999947	53.3965683	0.465611368
0.769999947	53.45256805	0.436455369
0.770999947	53.53656769	0.60994941
0.771999947	53.59256744	0.669978678
0.772999947	53.67656708	0.707786202
0.773999947	53.73256683	0.827547312
0.774999947	53.81656647	0.860706449
0.775999947	53.87256622	0.732546806
0.776999946	53.95656586	0.527140737
0.777999946	54.01256561	0.606013596
0.778999946	54.09656525	0.555041134
0.779999946	54.152565	0.449221015
0.780999946	54.23656464	0.528318346
0.781999946	54.29256439	0.359917462
0.782999946	54.37656403	0.241916552
0.783999946	54.43256378	0.15666464
0.784999946	54.51656342	0.213125825
0.785999946	54.57256317	0.191255122
0.786999946	54.65656281	0.305004478
0.787999946	54.71256256	0.425993621
0.788999946	54.79656219	0.532450914
0.789999946	54.85256195	0.389987737
0.790999945	54.93656158	0.46207878
0.791999945	54.99256134	0.597651124
0.792999945	55.07656097	0.415559888
0.793999945	55.13256073	0.30994451
0.794999945	55.21656036	0.490197629
0.795999945	55.27256012	0.641309261
0.796999945	55.35655975	0.530349672
0.797999945	55.41255951	0.570843399
0.798999945	55.49655914	0.751910627
0.799999945	55.5525589	0.509905875
0.800999945	55.63655853	0.142445177
0.801999945	55.69255829	0.344887435
0.802999945	55.776577	0.330088705
0.803999945	55.83257675	0.182339862
0.804999945	55.91657639	0.118075632
0.805999944	55.97257614	0.275811613
0.806999944	56.05657578	0.401247054
0.807999944	56.11257553	0.296185941
0.808999944	56.19657516	0.336206764
0.809999944	56.25257492	0.614189863
0.810999944	56.33657455	0.706551433
0.811999944	56.39257431	0.705882192
0.812999944	56.47657394	0.691295981
0.813999944	56.5325737	0.691859841
0.814999944	56.61657333	0.595357597
0.815999944	56.67257309	0.544428945
0.816999944	56.75657272	0.643307388
0.817999944	56.81257248	0.64426446
0.818999944	56.89657211	0.522113502
0.819999943	56.95257187	0.710757732
0.820999943	57.0365715	0.882993996
0.821999943	57.09257126	1.046474218
0.822999943	57.17657089	1.07178688
0.823999943	57.23257065	1.007941127
0.824999943	57.31657028	0.804195166
0.825999943	57.37257004	0.610742927
0.826999943	57.45656967	0.508871138
0.827999943	57.51256943	0.426250458
0.828999943	57.59656906	0.052666429
0.829999943	57.65256882	0.05506447
0.830999943	57.73656845	0.165413275
0.831999943	57.79256821	0.233397961
0.832999943	57.87656784	0.222404391
0.833999943	57.9325676	0.316045076
0.834999942	58.01656723	0.456420124
0.835999942	58.07256699	0.622859716
0.836999942	58.15656662	0.583423734
0.837999942	58.21256638	0.707436323
0.838999942	58.29656601	0.537178159
0.839999942	58.35256577	0.494421899
0.840999942	58.4365654	0.267461598
0.841999942	58.49256516	0.27142033
0.842999942	58.57656479	0.30862239
0.843999942	58.63256454	0.396646827
0.844999942	58.71656418	0.517291963
0.845999942	58.77256393	0.73595798
0.846999942	58.85656357	0.545325994
0.847999942	58.91256332	0.265495121
0.848999941	58.99656296	0.499592036
0.849999941	59.05256271	0.400173098
0.850999941	59.13656235	0.289139777
0.851999941	59.1925621	0.435597748
0.852999941	59.27656174	0.392043769
0.853999941	59.33256149	0.286545545
0.854999941	59.41656113	0.314644396
0.855999941	59.47256088	0.346506447
0.856999941	59.55656052	0.340210825
0.857999941	59.61256027	0.348168522
0.858999941	59.69655991	0.404560119
0.859999941	59.75255966	0.618585706
0.860999941	59.8365593	0.640508056
0.861999941	59.89255905	0.822955132
0.862999941	59.97655869	0.760263145
0.86399994	60.03255844	0.599312305
0.86499994	60.11655807	0.493425876
0.86599994	60.1725769	0.563742638
0.86699994	60.25657654	0.701606631
0.86799994	60.31257629	0.906352758
0.86899994	60.39657593	0.877622724
0.86999994	60.45257568	0.957361937
0.87099994	60.53657532	0.898419559
0.87199994	60.59257507	0.570532382
0.87299994	60.67657471	0.402050197
0.87399994	60.73257446	0.492087841
0.87499994	60.8165741	0.282739788
0.87599994	60.87257385	0.153369993
0.87699994	60.95657349	0.192619488
0.877999939	61.01257324	0.216798216
0.878999939	61.09657288	0.208882317
0.879999939	61.15257263	0.242467508
0.880999939	61.23657227	0.507258117
0.881999939	61.29257202	0.610706329
0.882999939	61.37657166	0.516787648
0.883999939	61.43257141	0.44135344
0.884999939	61.51657104	0.510423064
0.885999939	61.5725708	0.410452127
0.886999939	61.65657043	0.275313884
0.887999939	61.71257019	0.241067648
0.888999939	61.79656982	0.269546032
0.889999939	61.85256958	0.315989882
0.890999939	61.93656921	0.413000613
0.891999939	61.99256897	0.627780914
0.892999938	62.0765686	0.718148053
0.893999938	62.13256836	0.728752255
0.894999938	62.21656799	0.719296932
0.895999938	62.27256775	0.628619671
0.896999938	62.35656738	0.456984311
0.897999938	62.41256714	0.298802674
0.898999938	62.49656677	0.305888832
0.899999938	62.55256653	0.198128447
0.900999938	62.63656616	0.002112395
0.901999938	62.69256592	0.122706048
0.902999938	62.77656555	0.314236999
0.903999938	62.83256531	0.274967104
0.904999938	62.91656494	0.309426993
0.905999938	62.9725647	0.554801285
0.906999937	63.05656433	0.660813689
0.907999937	63.11256409	0.71735239
0.908999937	63.19656372	0.753540754
0.909999937	63.25256348	0.915594816
0.910999937	63.33656311	0.778553188
0.911999937	63.39256287	0.540965378
0.912999937	63.4765625	0.475075364
0.913999937	63.53256226	0.612250924
0.914999937	63.61656189	0.608539343
0.915999937	63.67256165	0.625357926
0.916999937	63.75656128	0.809661627
0.917999937	63.81256104	0.971639991
0.918999937	63.89656067	0.853580058
0.919999937	63.95256042	0.729812622
0.920999937	64.03656006	0.746071458
0.921999936	64.09255981	0.505153179
0.922999936	64.17655945	0.405428022
0.923999936	64.2325592	0.485553861
0.924999936	64.31655884	0.296038449
0.925999936	64.37255859	0.147953466
0.926999936	64.45655823	0.034717113
0.927999936	64.51255798	0.223608345
0.928999936	64.59657669	0.354478151
0.929999936	64.65257645	0.34860608
0.930999936	64.73657608	0.486015052
0.931999936	64.79257584	0.59411484
0.932999936	64.87657547	0.427399904
0.933999936	64.93257523	0.472657531
0.934999936	65.01657486	0.459825635
0.935999935	65.07257462	0.337120593
0.936999935	65.15657425	0.305653095
0.937999935	65.21257401	0.551523924
0.938999935	65.29657364	0.649227381
0.939999935	65.35257339	0.545329332
0.940999935	65.43657303	0.678410172
0.941999935	65.49257278	0.675740778
0.942999935	65.57657242	0.449587762
0.943999935	65.63257217	0.412381381
0.944999935	65.71657181	0.347617239
0.945999935	65.77257156	0.302659214
0.946999935	65.8565712	0.171001419
0.947999935	65.91257095	0.124397829
0.948999935	65.99657059	0.350292951
0.949999935	66.05257034	0.33192572
0.950999934	66.13656998	0.347792834
0.951999934	66.19256973	0.439304948
0.952999934	66.27656937	0.612442136
0.953999934	66.33256912	0.660521328
0.954999934	66.41656876	0.646061182
0.955999934	66.47256851	0.706045687
0.956999934	66.55656815	0.764847398
0.957999934	66.6125679	0.587610364
0.958999934	66.69656754	0.529643118
0.959999934	66.75256729	0.462850928
0.960999934	66.83656693	0.569351733
0.961999934	66.89256668	0.536425769
0.962999934	66.97656631	0.850480676
0.963999934	67.03256607	0.927044451
0.964999933	67.1165657	1.069450855
0.965999933	67.17256546	0.941448927
0.966999933	67.25656509	0.860072315
0.967999933	67.31256485	0.749209166
0.968999933	67.39656448	0.576866686
0.969999933	67.45256424	0.417593986
0.970999933	67.53656387	0.293329448
0.971999933	67.59256363	0.115343809
0.972999933	67.67656326	0.187987447
0.973999933	67.73256302	0.208634332
0.974999933	67.81656265	0.173692033
0.975999933	67.87256241	0.185058981
0.976999933	67.95656204	0.270947099
0.977999933	68.0125618	0.547490835
0.978999933	68.09656143	0.57431078
0.979999932	68.15256119	0.578384519
0.980999932	68.23656082	0.662624359
