%	"""Nm"" "	"""1/s"" "	mm	mm	mm	"""A"" "
Zeit	Drehmoment	Geschwindigkeit	Position	Schleppfehler	Positionsdifferenz	Stromstaerke
0.086799998	20.77606201	70.59396362	36.88783646	0.019658776	0.054703504	34.01925278
0.087199998	20.05132294	71.93364716	37.17185974	0.019496782	0.057131201	31.65080833
0.087599998	19.84307671	73.30509186	37.46126175	0.017886534	0.05783096	31.43025208
0.087999998	19.26225853	74.56221008	37.75590897	0.01564797	0.058207065	30.13784027
0.088399998	19.02584839	75.83750153	38.05561066	0.013596676	0.058401972	29.48204422
0.088799998	18.19766998	76.98162842	38.36021423	0.012540855	0.059729721	28.0601902
0.089199998	17.60472298	78.22434998	38.66954803	0.01230876	0.061664619	26.95545959
0.089599998	17.25242996	79.24607849	38.9834404	0.0088167	0.060480237	26.95966148
0.089999998	16.25249481	80.39792633	39.30170059	0.008718837	0.062527433	24.59676933
0.090399998	15.60274696	81.33531952	39.62415695	0.00694586	0.062726587	24.0005188
0.090799998	14.80923462	82.3318634	39.95059967	0.005260482	0.063207448	22.77224159
0.091199998	14.29461956	83.22588348	40.28083801	0.005421024	0.064888746	21.81806564
0.091599998	13.70608234	84.06570435	40.61468124	0.004299283	0.065788478	21.16444969
0.091999998	12.76013088	84.92367554	40.95191956	0.0026704	0.065434724	19.33727074
0.092399998	12.20084572	85.62281799	41.29234314	0.00228174	0.066783577	18.5651989
0.092799998	11.52442646	86.39648438	41.63576126	0.001948103	0.06766811	17.79029465
0.093199998	10.64325809	86.96351624	41.98194504	-0.000494756	0.066593438	15.93631077
0.093599998	10.13372326	87.63970184	42.33070374	-0.000377819	0.067759305	15.48949337
0.093999998	9.233328819	88.12319946	42.6817894	-0.000847932	0.068395585	13.91863918
0.094399998	8.476865768	88.65447998	43.03501129	-0.002123825	0.068007857	12.65745163
0.094799998	7.920346737	89.04141235	43.39012146	-0.001496561	0.069333762	12.05759716
0.095199998	7.116273403	89.46343994	43.74692917	-0.003094468	0.068508834	10.52204609
0.095599998	6.257302761	89.75054932	44.10518646	-0.003236886	0.068761855	9.113947868
0.095999998	5.616960526	90.02409363	44.46466446	-0.003125258	0.069499761	8.369036674
0.096399998	4.833297253	90.25440979	44.82515335	-0.004940312	0.067825168	7.006310463
0.096799998	4.137483597	90.38928986	45.18642426	-0.003049616	0.070139915	5.862167835
0.097199998	3.344457388	90.53529358	45.54822922	-0.004518367	0.068726391	4.669887543
0.097599998	2.478633165	90.53878784	45.91035843	-0.005669221	0.067870766	3.196509838
0.097999998	1.627556443	90.57839966	46.27258301	-0.004778393	0.068682581	1.722890735
0.098399998	0.901345909	90.43497467	46.63467407	-0.005004853	0.068518668	0.6330235
0.098799998	0.10354533	90.35769653	46.99636459	-0.006578714	0.066747218	-0.385817766
0.099199997	-0.582098126	90.12871552	47.35748291	-0.005821809	0.067171007	-1.37236619
0.099599997	-1.521266699	89.91992188	47.71776199	-0.005893335	0.066892058	-3.014365673
0.099999997	-2.324268579	89.60870361	48.07699203	-0.007020046	0.065215137	-4.300268173
0.100399997	-3.249360561	89.25746155	48.43492508	-0.005522817	0.066354759	-5.862078667
0.100799997	-3.821023703	88.87263489	48.79137039	-0.006509796	0.064708218	-6.292132854
0.101199997	-4.756781101	88.41741943	49.14606094	-0.005322024	0.06557025	-8.198316574
0.101599997	-5.673500061	87.91152954	49.49882507	-0.006088242	0.064099878	-9.807739258
0.101999997	-6.583071232	87.3120575	49.84939575	-0.00707563	0.062635392	-10.90258121
0.102399997	-7.317111492	86.74075317	50.19758224	-0.0045963	0.064345747	-12.0773325
0.102799997	-7.956739902	85.9981842	50.54315567	-0.00570232	0.06261304	-13.16152668
0.103199997	-8.987793922	85.31615448	50.88590622	-0.005724337	0.061759204	-14.71052933
0.103599997	-9.961917877	84.49435425	51.22562408	-0.004873145	0.061811358	-16.57609749
0.103999997	-10.47293282	83.69915009	51.56209946	-0.006285757	0.059535652	-16.74783325
0.104399997	-11.22649956	82.78386688	51.89512253	-0.007237792	0.057679862	-17.94064713
0.104799997	-12.29164124	81.88851929	52.22452164	-0.005000252	0.059055239	-20.34540939
0.105199997	-12.99939728	80.88047028	52.55004883	-0.005630124	0.057437271	-20.62109947
0.105599997	-13.83030987	79.87519836	52.87155151	-0.006391536	0.05578801	-22.78615189
0.105999997	-14.62033844	78.78942108	53.18883896	-0.004544314	0.056528598	-23.37107086
0.106399997	-15.21028614	77.69017792	53.50170135	-0.005157134	0.05511567	-24.10437775
0.106799997	-15.44021702	76.5630188	53.80996704	-0.006457111	0.052763671	-24.57079315
0.107199997	-16.95046806	75.33992004	54.11346436	-0.005690772	0.052964836	-27.73928833
0.107599997	-17.4942112	74.17204285	54.41202164	-0.004982604	0.052689761	-28.02657509
0.107999997	-18.27737999	72.82522583	54.7054863	-0.006451309	0.050785989	-28.96547318
0.108399997	-18.72747612	71.62559509	54.9936676	-0.008305535	0.048213154	-30.16044807
0.108799997	-19.3728981	70.19904327	55.27643204	-0.007770192	0.048462003	-31.17065239
0.109199997	-19.69399834	68.94750977	55.55362701	-0.008900482	0.047094077	-32.38619232
0.109599997	-20.38719177	67.45304108	55.82509995	-0.010863347	0.045059174	-33.48101044
0.109999997	-20.66085434	66.10038757	56.09071732	-0.012818901	0.043308884	-34.7121582
0.110399997	-21.57237816	64.51040649	56.35036469	-0.012945654	0.043152124	-36.78668213
0.110799997	-21.64032555	63.04729843	56.60388947	-0.015272768	0.041158348	-36.55628586
0.111199997	-22.30537605	61.47299957	56.85119629	-0.017963964	0.03838256	-38.32112885
0.111599997	-21.92467117	59.93434525	57.09217072	-0.019176519	0.037806183	-36.70007324
0.111999997	-23.06706429	58.37107086	57.32671738	-0.019989833	0.037213713	-41.38204575
0.112399997	-23.30284691	56.67528534	57.55472183	-0.023427298	0.034621507	-40.00178528
0.112799997	-23.55493355	55.07854462	57.77610779	-0.026647719	0.031514317	-41.55968475
0.113199997	-24.35480499	53.28528214	57.99079895	-0.027777068	0.031110197	-43.3261261
0.113599997	-23.92541504	51.65001297	58.19871902	-0.027861996	0.030946992	-41.133461
0.113999997	-24.59925652	49.84428406	58.39981079	-0.029895566	0.029334575	-44.42916489
0.114399997	-24.58362007	48.19398117	58.59401703	-0.031978404	0.02725292	-42.73199081
0.114799997	-24.23041344	46.39425659	58.78129959	-0.035132058	0.02431564	-42.33755112
0.115199997	-25.08759689	44.7563324	58.96160126	-0.036463002	0.02328895	-45.70097351
0.115599997	-25.46293259	42.86600876	59.13492203	-0.036974298	0.022940189	-45.39574051
0.115999997	-24.88769913	41.14027786	59.30122375	-0.038636373	0.021274388	-43.37504959
0.116399997	-25.1989994	39.3102951	59.46052551	-0.039503635	0.020049065	-45.37621307
0.116799997	-25.5443058	37.52167892	59.61278915	-0.040549906	0.018883944	-45.75933838
0.117199997	-25.09594727	35.6710968	59.7580719	-0.043715765	0.014704019	-43.73846436
0.117599997	-24.69923401	33.89148712	59.89635468	-0.044095325	0.013566315	-43.29965973
0.117999997	-24.8560791	32.1949234	60.0276947	-0.044584624	0.011865199	-44.14431
0.118399997	-24.90342712	30.3909359	60.1521492	-0.043186066	0.012568235	-44.01693726
0.118799997	-24.54038239	28.68112564	60.26975632	-0.044726762	0.009537488	-42.53245926
0.119199997	-23.98830795	26.89647675	60.38057327	-0.044257254	0.00875771	-41.27563477
0.119599997	-23.69754982	25.3225193	60.48469543	-0.04462881	0.006824285	-40.87272263
0.119999997	-23.64747238	23.59660339	60.5821991	-0.04379834	0.006447285	-40.99044037
0.120399997	-23.55903625	22.01214981	60.6731987	-0.044593965	0.004195422	-40.65089417
0.120799997	-23.29833221	20.25350952	60.75780869	-0.045924424	0.001105517	-39.77045059
0.121199997	-22.74392891	18.62998962	60.83614349	-0.044734036	8.53837E-05	-38.13982773
0.121599997	-22.05259895	16.95598602	60.90835571	-0.041860472	8.62777E-05	-36.32611847
0.121999997	-21.24751282	15.44951248	60.97457886	-0.041058157	-0.002021044	-34.34785843
0.122399997	-20.54602051	13.9801178	61.03500366	-0.039232466	-0.003506988	-32.80745697
0.122799997	-19.92615509	12.5866375	61.08978271	-0.0362054	-0.003363341	-31.45040131
0.123199997	-19.36991119	11.2660408	61.13912582	-0.032762443	-0.003207177	-30.13091469
0.123599997	-18.67559814	9.931852341	61.1832428	-0.030651146	-0.003917366	-28.61358261
0.123999997	-17.67407608	8.723047256	61.22232437	-0.028676202	-0.00522539	-26.95710945
0.124399997	-16.62637901	7.471419334	61.2566185	-0.026604836	-0.006167144	-25.2978611
0.124799997	-15.45672035	6.385216236	61.28637314	-0.024189043	-0.007147938	-23.34349442
0.125199997	-14.24825096	5.251856804	61.31185532	-0.022143819	-0.008374602	-21.44380569
