Zeit1	Lauf1Units	Zeit2	Lauf2Units	Zeit3	Lauf3Units
0.063599997	3.137658596	0.042399999	-0.161711842	0.042399999	-0.036526255
0.064799997	4.358971596	0.043199999	-0.153203234	0.043199999	-0.029344603
0.065999997	5.421178341	0.043999999	-0.119150206	0.043999999	-0.040382482
0.067199997	6.385393143	0.044799999	-0.113572888	0.044799999	-0.028979046
0.068399997	7.283543587	0.045599999	-0.097559161	0.045599999	-0.00795843
0.069599997	8.161507607	0.046399999	-0.092883512	0.046399999	-0.000801558
0.070799996	9.083768845	0.047199999	-0.092301957	0.047199999	-0.005219879
0.071999996	9.154064178	0.047999999	-0.082660221	0.047999999	-0.008537473
0.073199996	7.355068207	0.048799999	-0.053046949	0.048799999	0.008286152
0.074399996	5.827939034	0.049599999	-0.031731348	0.049599999	-0.008302193
0.075599996	4.899022102	0.050399999	-0.053480476	0.050399999	0.031511266
0.076799996	4.211885929	0.051199999	-0.059157148	0.051199999	0.038003188
0.077999996	3.503728628	0.051999999	-0.041368626	0.051999999	0.022152908
0.079199996	2.580227375	0.052799999	-0.029844316	0.052799999	0.008945181
0.080399996	1.628304958	0.053599999	0.01095335	0.053599999	0.000254605
0.081599996	0.528764844	0.054399999	0.001374883	0.054399999	0.018270861
0.082799996	0.053123366	0.055199999	-0.005186605	0.055199999	0.06540177
0.083999996	0.300559044	0.055999999	0.009784509	0.055999999	0.067110687
0.085199996	0.672441006	0.056799999	-0.003239647	0.056799999	0.07972835
0.086399996	0.933653474	0.057599999	-0.009797746	0.057599999	0.078620538
0.087599996	0.788812041	0.058399999	0.009180259	0.058399999	0.062535711
0.088799996	0.694425881	0.059199999	-0.007085215	0.059199999	0.034067906
0.089999996	0.52443701	0.059999998	0.027173514	0.059999998	0.024979403
0.091199995	0.5343014	0.060799998	0.021615399	0.060799998	0.053768288
0.092399995	0.489776939	0.061599998	0.130993828	0.061599998	0.485401779
0.093599995	0.472026467	0.062399998	0.808925807	0.062399998	1.371884227
0.094799995	0.480808198	0.063199998	1.783770204	0.063199998	2.369026184
0.095999995	0.453775167	0.063999998	2.721593142	0.063999998	3.279513836
0.097199995	0.468999714	0.064799998	3.620561838	0.064799998	4.152332783
0.098399995	0.703598797	0.065599998	4.460272312	0.065599998	4.880330563
0.099599995	0.629787564	0.066399998	5.212892532	0.066399998	5.562691212
0.100799995	0.602727532	0.067199998	5.850266933	0.067199998	6.187764645
0.101999995	0.485782325	0.067999998	6.461471081	0.067999998	6.770982265
0.103199995	0.502248585	0.068799998	7.020238876	0.068799998	7.340435028
0.104399995	0.606906772	0.069599998	7.579246998	0.069599998	8.018174171
0.105599995	0.524753273	0.070399998	8.253181458	0.070399998	8.626343727
0.106799995	0.512095273	0.071199998	8.886432648	0.071199998	9.186141968
0.107999995	0.583238721	0.071999998	9.594596863	0.071999998	9.773032188
0.109199995	0.656558037	0.072799998	9.511119843	0.072799998	9.401162148
0.110399995	0.588990808	0.073599998	9.057067871	0.073599998	8.915355682
0.111599994	0.512295425	0.074399998	8.758016586	0.074399998	8.749687195
0.112799994	0.330270469	0.075199998	8.742938995	0.075199998	8.852225304
0.113999994	0.316355914	0.075999998	8.793791771	0.075999998	8.898226738
0.115199994	0.514941156	0.076799998	8.876729012	0.076799998	9.059373856
0.116399994	0.513753235	0.077599998	9.022316933	0.077599998	9.226701736
0.117599994	0.553822339	0.078399998	9.334048271	0.078399998	9.533091545
0.118799994	0.660700023	0.079199998	9.495411873	0.079199998	9.554153442
0.119999994	0.593534231	0.079999998	9.261001587	0.079999998	9.293066025
0.121199994	0.564946055	0.080799998	9.202474594	0.080799998	9.35200119
0.122399994	0.629985213	0.081599998	9.158524513	0.081599998	9.171338081
0.123599994	0.51047343	0.082399998	8.8783741	0.082399998	8.95698452
0.124799994	0.479362667	0.083199998	9.033248901	0.083199998	9.316836357
0.125999994	0.552267194	0.083999998	9.05538559	0.083999998	9.283965111
0.127199994	0.677299976	0.084799998	8.078619957	0.084799998	9.319980621
0.128399994	0.774247468	0.085599998	7.339682579	0.085599998	9.497247696
0.129599994	0.634521842	0.086399998	6.329977989	0.086399998	9.214463234
0.130799994	0.489355534	0.087199998	5.610961437	0.087199998	9.386606216
0.131999993	0.412904829	0.087999998	4.995994091	0.087999998	9.189303398
0.133199993	0.408453077	0.088799998	4.286469936	0.088799998	9.535459518
0.134399993	0.529909551	0.089599998	3.875964403	0.089599998	9.165520668
0.135599993	0.525030553	0.090399998	3.181672573	0.090399998	9.574309349
0.136799993	0.475058287	0.091199998	2.698423386	0.091199998	9.383628845
0.137999993	0.592857718	0.091999998	2.078988314	0.091999998	9.434832573
0.139199993	0.755940497	0.092799998	1.465720177	0.092799998	9.320705414
0.140399993	0.666649818	0.093599998	0.725343049	0.093599998	9.426031113
0.141599993	0.537679493	0.094399998	0.357682914	0.094399998	9.504894257
0.142799993	0.363383412	0.095199998	0.351354897	0.095199998	8.730816841
0.143999993	0.491928756	0.095999998	0.48085615	0.095999998	8.020685196
0.145199993	0.554707348	0.096799998	0.670172989	0.096799998	7.126951218
0.146399993	0.619198799	0.097599998	0.892224073	0.097599998	6.15904665
0.147599993	0.504109621	0.098399998	0.623924792	0.098399998	5.577339172
0.148799993	0.604851186	0.099199997	0.741232514	0.099199997	4.963527679
0.149999993	0.509759367	0.099999997	0.700175047	0.099999997	4.40766573
0.151199993	0.542595387	0.100799997	0.642593205	0.100799997	3.703677654
0.152399992	0.439039886	0.101599997	0.667768955	0.101599997	3.121180058
0.153599992	0.334756553	0.102399997	0.650494397	0.102399997	2.631464481
0.154799992	0.502651811	0.103199997	0.593930364	0.103199997	2.117057323
0.155999992	0.547793627	0.103999997	0.643517375	0.103999997	1.306635976
0.157199992	0.591838598	0.104799997	0.560730219	0.104799997	0.79873544
0.158399992	0.737701714	0.105599997	0.629787445	0.105599997	0.638115287
0.159599992	0.664777219	0.106399997	0.742204428	0.106399997	0.907877862
0.160799992	0.612758219	0.107199997	0.635804594	0.107199997	0.765781105
0.161999992	0.494451016	0.107999997	0.631056666	0.107999997	1.02881217
0.163199992	0.545674801	0.108799997	0.510889292	0.108799997	1.114315867
0.164399992	0.649167061	0.109599997	0.576703727	0.109599997	1.083174348
0.165599992	0.520410359	0.110399997	0.597043395	0.110399997	1.176382542
0.166799992	0.506855071	0.111199997	0.606275439	0.111199997	0.955707014
0.167999992	0.537981868	0.111999997	0.666886687	0.111999997	0.930592716
0.169199992	0.676256657	0.112799997	0.672683179	0.112799997	0.867124736
0.170399992	0.596153796	0.113599997	0.596310735	0.113599997	0.859800875
0.171599992	0.476050138	0.114399997	0.468447328	0.114399997	0.787386298
0.172799991	0.388629556	0.115199997	0.589491665	0.115199997	0.718267977
0.173999991	0.481378227	0.115999997	0.641903222	0.115999997	0.829791903
0.175199991	0.531413734	0.116799997	0.618798137	0.116799997	0.881883562
0.176399991	0.609392464	0.117599997	0.701260626	0.117599997	0.682011306
0.177599991	0.625025451	0.118399997	0.560714602	0.118399997	0.74813658
0.178799991	0.663081408	0.119199997	0.592366338	0.119199997	0.769593596
0.179999991	0.601893246	0.119999997	0.465361595	0.119999997	0.821169913
0.181199991	0.560335755	0.120799997	0.590744078	0.120799997	0.798033953
0.182399991	0.582461536	0.121599997	0.668971062	0.121599997	0.760259569
0.183599991	0.46169889	0.122399997	0.698400438	0.122399997	0.827784836
0.184799991	0.469005167	0.123199997	0.579553902	0.123199997	0.866086662
0.185999991	0.536540985	0.123999997	0.625506699	0.123999997	0.834607959
0.187199991	0.597056627	0.124799997	0.71215719	0.124799997	0.843623638
0.188399991	0.729109228	0.125599997	0.640391648	0.125599997	0.820679903
0.189599991	0.603446901	0.126399997	0.635037482	0.126399997	0.906827569
0.190799991	0.577023268	0.127199997	0.667206287	0.127199997	0.755482256
0.19199999	0.452747881	0.127999997	0.613270819	0.127999997	0.794527709
0.19319999	0.473874867	0.128799997	0.588890553	0.128799997	0.781257093
0.19439999	0.623875499	0.129599997	0.58738476	0.129599997	0.796842694
0.19559999	0.567241371	0.130399997	0.589492977	0.130399997	0.888599634
0.19679999	0.514516056	0.131199997	0.632835269	0.131199997	0.806405246
0.19799999	0.654723346	0.131999997	0.651395798	0.131999997	0.91166532
0.19919999	0.733635008	0.132799997	0.624234855	0.132799997	0.874108255
0.20039999	0.674288154	0.133599997	0.641993165	0.133599997	0.880718172
0.20159999	0.44091773	0.134399997	0.628095448	0.134399997	0.889360845
0.20279999	0.366050661	0.135199997	0.643698514	0.135199997	0.784834146
0.20399999	0.4747307	0.135999997	0.655339062	0.135999997	0.816176891
0.20519999	0.509924054	0.136799997	0.65875721	0.136799997	0.859193146
0.20639999	0.556477606	0.137599997	0.708757579	0.137599997	0.746020019
0.20759999	0.540922999	0.138399997	0.488203377	0.138399997	0.882212102
0.20879999	0.580906332	0.139199996	0.671509683	0.139199996	0.905668437
0.20999999	0.547338009	0.139999996	0.567180991	0.139999996	0.914896727
0.21119999	0.587584019	0.140799996	0.619305313	0.140799996	0.87075305
0.212399989	0.485591441	0.141599996	0.636572719	0.141599996	0.84917891
0.213599989	0.319036484	0.142399996	0.762833714	0.142399996	0.854673862
0.214799989	0.480177611	0.143199996	0.656257093	0.143199996	0.880505919
0.215999989	0.475722462	0.143999996	0.625695705	0.143999996	0.86078769
0.217199989	0.530106783	0.144799996	0.596689284	0.144799996	0.853402138
0.218399989	0.688004971	0.145599996	0.654994786	0.145599996	0.836720824
0.219599989	0.652744234	0.146399996	0.64201653	0.146399996	0.925915182
0.220799989	0.572422922	0.147199996	0.734341383	0.147199996	0.779536307
0.221999989	0.477308542	0.147999996	0.715466857	0.147999996	0.810871243
0.223199989	0.457786322	0.148799996	0.666005909	0.148799996	0.852823734
0.224399989	0.537642777	0.149599996	0.642143548	0.149599996	0.686675727
0.225599989	0.565086603	0.150399996	0.605346084	0.150399996	0.907976985
0.226799989	0.543965638	0.151199996	0.697343171	0.151199996	0.806023002
0.227999989	0.584169507	0.151999996	0.747634709	0.151999996	0.885022461
0.229199989	0.666017592	0.152799996	0.693881333	0.152799996	0.799578071
0.230399989	0.624664187	0.153599996	0.626163423	0.153599996	0.84010601
0.231599989	0.452323645	0.154399996	0.733738482	0.154399996	0.874925137
0.232799988	0.344924718	0.155199996	0.647035956	0.155199996	0.814691782
0.233999988	0.375636756	0.155999996	0.654700756	0.155999996	0.948530555
0.235199988	0.482907653	0.156799996	0.686640859	0.156799996	0.930710673
0.236399988	0.62735194	0.157599996	0.762371957	0.157599996	0.790311575
0.237599988	0.596973181	0.158399996	0.473849237	0.158399996	0.92342627
0.238799988	0.66048497	0.159199996	0.550741315	0.159199996	0.964922011
0.239999988	0.582202852	0.159999996	0.636450589	0.159999996	0.967132688
0.241199988	0.513873219	0.160799996	0.614663959	0.160799996	0.890515864
0.242399988	0.567602754	0.161599996	0.638057172	0.161599996	0.83306396
0.243599988	0.501932085	0.162399996	0.687834561	0.162399996	0.871852875
0.244799988	0.522332311	0.163199996	0.665953636	0.163199996	0.906966925
0.245999988	0.550815105	0.163999996	0.617618322	0.163999996	0.947396517
0.247199988	0.684759736	0.164799996	0.675798357	0.164799996	0.876697481
0.248399988	0.771365345	0.165599996	0.686109304	0.165599996	0.88664633
0.249599988	0.636776567	0.166399996	0.763839185	0.166399996	0.992417693
0.250799988	0.4847413	0.167199996	0.687535882	0.167199996	0.862906277
0.251999988	0.401848197	0.167999996	0.617477775	0.167999996	0.934273958
0.253199987	0.469175488	0.168799996	0.589211345	0.168799996	0.888715386
0.254399987	0.557703555	0.169599996	0.58073771	0.169599996	0.823451161
0.255599987	0.583683312	0.170399996	0.586603105	0.170399996	0.910815358
0.256799987	0.462466031	0.171199996	0.632440329	0.171199996	0.781508744
0.257999987	0.577873766	0.171999996	0.7382254	0.171999996	0.896395802
0.259199987	0.711112082	0.172799996	0.812318385	0.172799996	0.875254333
0.260399987	0.68743819	0.173599996	0.69209975	0.173599996	0.893869221
0.261599987	0.655619442	0.174399996	0.657694221	0.174399996	0.90235585
0.262799987	0.389766872	0.175199996	0.736005902	0.175199996	0.8677091
0.263999987	0.458147883	0.175999996	0.724708021	0.175999996	0.971429706
0.265199987	0.549910188	0.176799996	0.630930007	0.176799996	0.902148247
0.266399987	0.636156797	0.177599996	0.663034797	0.177599996	0.810291708
0.267599987	0.560337603	0.178399995	0.463805705	0.178399995	0.975821733
0.268799987	0.643153489	0.179199995	0.636219084	0.179199995	0.969294369
0.269999987	0.574633479	0.179999995	0.502325594	0.179999995	1.00359273
0.271199987	0.581250608	0.180799995	0.542100847	0.180799995	0.912828028
0.272399987	0.495228797	0.181599995	0.693425059	0.181599995	0.892846286
0.273599986	0.494586259	0.182399995	0.803296626	0.182399995	0.988554716
0.274799986	0.532371521	0.183199995	0.718556941	0.183199995	0.835521698
0.275999986	0.467105567	0.183999995	0.698231101	0.183999995	0.893711269
0.277199986	0.593285561	0.184799995	0.771453679	0.184799995	0.87987417
0.278399986	0.753495991	0.185599995	0.735798419	0.185599995	0.90175873
0.279599986	0.62461704	0.186399995	0.659977734	0.186399995	1.000939012
0.280799986	0.586713433	0.187199995	0.730788112	0.187199995	0.894762695
0.281999986	0.531488359	0.187999995	0.643089473	0.187999995	0.943119287
0.283199986	0.526807845	0.188799995	0.624230146	0.188799995	0.891612887
0.284399986	0.560522497	0.189599995	0.69043678	0.189599995	0.764354885
0.285599986	0.58725965	0.190399995	0.631873488	0.190399995	0.896913052
0.286799986	0.55266124	0.191199995	0.705999732	0.191199995	0.744971991
0.287999986	0.605797946	0.191999995	0.707111001	0.191999995	0.8563205
0.289199986	0.659896672	0.192799995	0.73386234	0.192799995	0.870320797
0.290399986	0.57589221	0.193599995	0.740591288	0.193599995	0.845301807
0.291599986	0.5113464	0.194399995	0.667784929	0.194399995	0.982218862
0.292799986	0.394192994	0.195199995	0.606294036	0.195199995	0.905602992
0.293999985	0.365914017	0.195999995	0.674366832	0.195999995	0.963321269
0.295199985	0.52790767	0.196799995	0.735133946	0.196799995	0.946115851
0.296399985	0.559719622	0.197599995	0.858215153	0.197599995	0.827573895
0.297599985	0.483698696	0.198399995	0.560138941	0.198399995	0.928341627
0.298799985	0.640109658	0.199199995	0.693239868	0.199199995	0.881368041
0.299999985	0.574353516	0.199999995	0.655439794	0.199999995	0.915820301
0.301199985	0.574580193	0.200799995	0.639752746	0.200799995	0.926791787
0.302399985	0.605445385	0.201599995	0.693797588	0.201599995	0.88635838
0.303599985	0.524460256	0.202399995	0.819573164	0.202399995	0.875393569
0.304799985	0.61080575	0.203199995	0.738871932	0.203199995	0.885217845
0.305999985	0.60111171	0.203999995	0.661439002	0.203999995	0.958105087
0.307199985	0.632616043	0.204799995	0.585750222	0.204799995	0.88950026
0.308399985	0.7182073	0.205599995	0.682719707	0.205599995	0.894434214
0.309599985	0.669516444	0.206399995	0.677145481	0.206399995	0.989638507
0.310799985	0.61032027	0.207199995	0.722864211	0.207199995	0.828761101
0.311999985	0.557814777	0.207999995	0.645920694	0.207999995	0.9077003
0.313199984	0.488751113	0.208799995	0.690407932	0.208799995	0.871403515
0.314399984	0.620687604	0.209599995	0.653971374	0.209599995	0.822182298
0.315599984	0.507294834	0.210399995	0.562908649	0.210399995	0.922938168
0.316799984	0.545216918	0.211199995	0.679336309	0.211199995	0.847350478
0.317999984	0.618751884	0.211999995	0.744188488	0.211999995	0.880503714
0.319199984	0.728073895	0.212799995	0.743868947	0.212799995	0.932777822
0.320399984	0.695085764	0.213599995	0.671101868	0.213599995	0.854090095
0.321599984	0.565882206	0.214399995	0.7147035	0.214399995	0.913889766
0.322799984	0.454575747	0.215199995	0.665469468	0.215199995	0.842238545
0.323999984	0.443087459	0.215999995	0.634045601	0.215999995	0.941412926
0.325199984	0.492881387	0.216799995	0.609941125	0.216799995	0.919917703
0.326399984	0.581035554	0.217599995	0.839248359	0.217599995	0.782745481
0.327599984	0.607362926	0.218399994	0.619222939	0.218399994	0.946422398
0.328799984	0.662400186	0.219199994	0.634456873	0.219199994	0.952734351
0.329999984	0.504730046	0.219999994	0.638440192	0.219999994	0.955321968
0.331199984	0.531712532	0.220799994	0.699895799	0.220799994	0.896945894
0.332399984	0.495497346	0.221599994	0.679994583	0.221599994	0.871850848
0.333599983	0.408230811	0.222399994	0.659812927	0.222399994	0.903637469
0.334799983	0.473595262	0.223199994	0.659254491	0.223199994	0.919659019
0.335999983	0.47620979	0.223999994	0.634334803	0.223999994	0.883016407
0.337199983	0.569441855	0.224799994	0.724992216	0.224799994	0.889599144
0.338399983	0.783429146	0.225599994	0.700449646	0.225599994	0.869303465
0.339599983	0.689178526	0.226399994	0.828155041	0.226399994	0.857737899
0.340799983	0.572865069	0.227199994	0.764214993	0.227199994	0.798699558
0.341999983	0.530068755	0.227999994	0.625898957	0.227999994	0.876881838
0.343199983	0.518533528	0.228799994	0.598261714	0.228799994	0.849332333
0.344399983	0.62269789	0.229599994	0.677544117	0.229599994	0.881882906
0.345599983	0.570292652	0.230399994	0.656451166	0.230399994	0.974022448
0.346799983	0.495281368	0.231199994	0.65835458	0.231199994	0.852936506
0.347999983	0.5722422	0.231999994	0.774103165	0.231999994	0.901628196
0.349199983	0.724833488	0.232799994	0.824540913	0.232799994	0.891751468
0.350399983	0.560737848	0.233599994	0.640725195	0.233599994	0.841839373
0.351599983	0.516403735	0.234399994	0.603708267	0.234399994	0.907190382
0.352799983	0.364749283	0.235199994	0.657918632	0.235199994	0.881825089
0.353999982	0.358946532	0.235999994	0.675364673	0.235999994	0.92161727
0.355199982	0.468921393	0.236799994	0.69865185	0.236799994	0.943890989
0.356399982	0.538263798	0.237599994	0.743882835	0.237599994	0.786776602
0.357599982	0.635061085	0.238399994	0.548347592	0.238399994	0.89378041
0.358799982	0.74600786	0.239199994	0.714903772	0.239199994	0.887237847
0.359999982	0.630040109	0.239999994	0.555076838	0.239999994	0.906208873
0.361199982	0.556964159	0.240799994	0.570800722	0.240799994	0.870097935
0.362399982	0.541733146	0.241599994	0.599875093	0.241599994	0.855643153
0.363599982	0.473082989	0.242399994	0.632254362	0.242399994	1.009584069
0.364799982	0.560255051	0.243199994	0.589063704	0.243199994	0.883106232
0.365999982	0.561199009	0.243999994	0.633181274	0.243999994	0.989982069
0.367199982	0.632753789	0.244799994	0.719959259	0.244799994	0.875005126
0.368399982	0.703104973	0.245599994	0.738836467	0.245599994	0.861070216
0.369599982	0.651099384	0.246399994	0.674352467	0.246399994	0.959010243
0.370799982	0.57257086	0.247199994	0.689687192	0.247199994	0.838547707
0.371999982	0.363162339	0.247999994	0.705299079	0.247999994	0.887575328
0.373199982	0.423721641	0.248799994	0.631205201	0.248799994	0.8974756
0.374399981	0.595387578	0.249599994	0.661130369	0.249599994	0.898051918
0.375599981	0.50672549	0.250399994	0.627637804	0.250399994	0.907487333
0.376799981	0.536177695	0.251199994	0.685547411	0.251199994	0.786330581
0.377999981	0.698885322	0.251999994	0.639854431	0.251999994	0.87497735
0.379199981	0.760947824	0.252799994	0.699256897	0.252799994	0.891528547
0.380399981	0.670509219	0.253599994	0.75241369	0.253599994	0.843936563
0.381599981	0.475188017	0.254399994	0.69035089	0.254399994	0.910345912
0.382799981	0.398679376	0.255199994	0.682443559	0.255199994	0.906169713
0.383999981	0.517083168	0.255999994	0.778058946	0.255999994	0.95638895
0.385199981	0.597454906	0.256799994	0.796017945	0.256799994	0.844344735
0.386399981	0.614670813	0.257599993	0.774332881	0.257599993	0.760332227
0.387599981	0.563530922	0.258399993	0.644887269	0.258399993	0.948139369
0.388799981	0.613012254	0.259199993	0.56661737	0.259199993	0.960512877
0.389999981	0.481525958	0.259999993	0.594105184	0.259999993	0.958428741
0.391199981	0.475669444	0.260799993	0.630044699	0.260799993	0.898215413
0.392399981	0.531521201	0.261599993	0.713753104	0.261599993	0.878130257
0.393599981	0.378135532	0.262399993	0.911837161	0.262399993	0.974288762
0.39479998	0.56063807	0.263199993	0.652121305	0.263199993	0.850701094
0.39599998	0.505568445	0.263999993	0.638611734	0.263999993	0.936247826
0.39719998	0.521206617	0.264799993	0.732803643	0.264799993	0.879458904
0.39839998	0.690925658	0.265599993	0.760807157	0.265599993	0.877818346
0.39959998	0.678721189	0.266399993	0.717218399	0.266399993	0.998892605
0.40079998	0.581228018	0.267199993	0.650919378	0.267199993	0.91013658
0.40199998	0.530926347	0.267999993	0.65555799	0.267999993	0.8847875
0.40319998	0.495495826	0.268799993	0.578181386	0.268799993	0.825112164
0.40439998	0.658787251	0.269599993	0.545964897	0.269599993	0.740047932
0.40559998	0.573661566	0.270399993	0.510582685	0.270399993	0.880279183
0.40679998	0.475859255	0.271199993	0.705120862	0.271199993	0.783663094
0.40799998	0.558695197	0.271999993	0.754688561	0.271999993	0.871939123
0.40919998	0.682400942	0.272799993	0.797732294	0.272799993	0.878499269
0.41039998	0.621162474	0.273599993	0.710150898	0.273599993	0.882660568
0.41159998	0.429666162	0.274399993	0.752321005	0.274399993	0.904266417
0.41279998	0.392456919	0.275199993	0.760088325	0.275199993	0.861262918
0.41399998	0.346944004	0.275999993	0.637882531	0.275999993	0.926528692
0.415199979	0.504710495	0.276799993	0.587594211	0.276799993	0.825706959
0.416399979	0.596800327	0.277599993	0.751627803	0.277599993	0.768580675
0.417599979	0.599428952	0.278399993	0.482489824	0.278399993	0.938827097
0.418799979	0.597511292	0.279199993	0.565404952	0.279199993	0.926005006
0.419999979	0.583824992	0.279999993	0.609852552	0.279999993	0.934852004
0.421199979	0.621736467	0.280799993	0.589029253	0.280799993	0.908656418
0.422399979	0.524467885	0.281599993	0.665894687	0.281599993	0.832356453
0.423599979	0.505741179	0.282399993	0.714042127	0.282399993	0.922063887
0.424799979	0.532949746	0.283199993	0.705289066	0.283199993	0.846576631
0.425999979	0.512759686	0.283999993	0.722402513	0.283999993	0.956648052
0.427199979	0.58244729	0.284799993	0.771201789	0.284799993	0.872826517
0.428399979	0.749713957	0.285599993	0.732508183	0.285599993	0.862742543
0.429599979	0.644900262	0.286399993	0.765349925	0.286399993	0.953218222
0.430799979	0.548520088	0.287199993	0.690108597	0.287199993	0.842680693
0.431999979	0.436063915	0.287999993	0.572250307	0.287999993	0.901956379
0.433199979	0.48854816	0.288799993	0.600131869	0.288799993	0.850525677
0.434399978	0.672087848	0.289599993	0.690132856	0.289599993	0.824771106
0.435599978	0.535406828	0.290399993	0.657557666	0.290399993	0.953371584
0.436799978	0.493962526	0.291199993	0.668550968	0.291199993	0.852510035
0.437999978	0.638246536	0.291999993	0.757450938	0.291999993	0.918892622
0.439199978	0.724123299	0.292799993	0.805293262	0.292799993	0.898279309
0.440399978	0.700744987	0.293599993	0.643948853	0.293599993	0.832666636
0.441599978	0.520436764	0.294399993	0.617824554	0.294399993	0.945673466
0.442799978	0.38196069	0.295199993	0.695948958	0.295199993	0.866716325
0.443999978	0.444797754	0.295999993	0.669653654	0.295999993	0.995576441
0.445199978	0.51390475	0.296799993	0.685796022	0.296799993	0.968099654
0.446399978	0.610057235	0.297599992	0.756087899	0.297599992	0.836891413
0.447599978	0.563460529	0.298399992	0.517651975	0.298399992	0.949614942
0.448799978	0.60438174	0.299199992	0.667581201	0.299199992	0.919723868
0.449999978	0.455619603	0.299999992	0.615014613	0.299999992	0.89541322
0.451199978	0.503292203	0.300799992	0.56531775	0.300799992	0.853343129
0.452399978	0.531486154	0.301599992	0.68807584	0.301599992	0.51447463
0.453599978	0.495532155	0.302399992	0.765302598	0.302399992	0.148857698
0.454799977	0.50104773	0.303199992	0.534881651	0.303199992	-0.870497704
0.455999977	0.488265574	0.303999992	0.687993824	0.303999992	-1.796134353
0.457199977	0.55584234	0.304799992	0.700553298	0.304799992	-2.723019838
0.458399977	0.715378761	0.305599992	0.719255805	0.305599992	-3.452638149
