%	3-10788-38173-A-ohne_Spiel				
Zeit	Drehmoment	Geschwindigkeit	Position	Lag_error	Position_difference
0	4.028447151	-0.974490583	0.00951767	0.00530383	-0.018254668
0.0008	2.693160295	-0.430491716	0.003395081	0.004055701	-0.018218309
0.0016	1.374926686	-0.07278268	0.000705719	0.001361671	-0.019669682
0.0024	0.117899455	0.09396638	1.90735E-05	0.000681645	-0.019180328
0.0032	-1.025884509	0.06856022	0	-0.001300871	-0.020317435
0.004	-1.095492482	-0.057042576	0	-0.001300871	-0.020354688
0.0048	-0.715831757	-0.158602431	0	-0.000324249	-0.020410419
0.0056	-0.28020373	-0.187879086	0	0.000652224	-0.020927638
0.0064	-0.03661688	-0.173345536	0	0.002605468	-0.020443052
0.0072	-0.006001095	-0.132017791	0	0.003581941	-0.020674169
0.008	-0.006168365	-0.088614941	0	0.004558563	-0.020534694
0.0088	-0.01312812	-0.043676093	0	0.004558563	-0.021023452
0.0096	-0.134888604	-0.0087461	0	0.005535036	-0.020202249
0.0104	-0.229924977	0.006810817	0	0.005535036	-0.020179898
0.0112	-0.260735393	0.009263927	0	0.005535036	-0.020098835
0.012	-0.250803679	0.008113395	0	0.005535036	-0.020026416
0.0128	-0.226254582	0.006672443	0	0.005535036	-0.019966215
0.0136	-0.19361721	0.005306471	0	0.005535036	-0.019922107
0.0144	-0.180096924	0.005416675	0	0.005535036	-0.019878596
0.0152	-0.163451761	0.006792608	0	0.005535036	-0.019825846
0.016	-0.145227581	0.007893745	0	0.005535036	-0.019765049
0.0168	-0.130492911	0.009871777	0	0.005535036	-0.019689053
0.0176	-0.117672011	0.012360964	0	0.005535036	-0.019598752
0.0184	-0.124265425	0.013839016	0	0.005535036	-0.019485503
0.0192	-0.097372577	0.012711361	0	0.005535036	-0.019378513
0.019999999	-0.070501484	0.014773612	0	0.005535036	-0.019264966
0.020799999	-0.067534953	0.014427528	0	0.005535036	-0.019149929
0.021599999	-0.031400155	0.01657588	0	0.004558563	-0.020005703
0.022399999	-0.103360906	0.015229348	0	0.004558563	-0.019872189
0.023199999	-0.073443457	0.010656215	0	0.004558563	-0.019779205
0.023999999	-0.028525971	0.010286575	0	0.004558563	-0.019707382
0.024799999	-0.002130182	0.012945682	0	0.004558563	-0.019624233
0.025599999	0.001888621	0.018709125	0	0.004558563	-0.019497573
0.026399999	-0.002884657	0.0225618	0	0.004558563	-0.019323826
0.027199999	-0.017574592	0.025354415	0	0.004558563	-0.019122362
0.027999999	-0.042100552	0.019875826	0	0.004558563	-0.018938184
0.028799999	-0.009332545	0.01732618	0	0.004558563	-0.018795431
0.029599999	-0.007725487	0.0148944	0	0.003581941	-0.019646585
0.030399999	0.003775537	0.016642312	0	0.003581941	-0.019518733
0.031199999	-0.003598722	0.019415138	0	0.003581941	-0.019370019
0.031999999	0.00404151	0.023406863	0	0.003581941	-0.01919359
0.032799999	-0.003494761	0.024978824	0	0.003581941	-0.018998086
0.033599999	0.003084631	0.027265679	0	0.002605468	-0.019761473
0.034399999	-0.03061576	0.024521507	0	0.002605468	-0.019548088
0.035199999	-0.03525516	0.014273087	0	0.002605468	-0.019399971
0.035999999	-0.007910771	0.008826936	0	0.002605468	-0.019320399
0.036799999	0.000179357	0.007341025	0	0.002605468	-0.019266456
0.037599999	-0.002528854	0.009120114	0	0.002605468	-0.019205362
0.038399999	0.002668566	0.01412075	0	0.002605468	-0.019112378
0.039199999	0.006249805	0.0193693	0	0.002605468	-0.018974096
0.039999999	-0.00014753	0.023171168	0	0.001628846	-0.019777566
0.040799999	0.003072637	0.026826739	0	0.001628846	-0.019572824
0.041599999	-0.040828906	0.02223096	0	0.001628846	-0.019368082
0.042399999	-0.036758147	0.011466345	0	0.001628846	-0.019243211
0.043199999	-0.005306469	0.003855204	0	0.001628846	-0.019195825
0.043999999	0.000197536	0.002727582	0	0.001628846	-0.01917854
0.044799999	-0.003763132	0.006224071	0	0.001628846	-0.019141287
0.045599999	-0.002540086	0.011108527	0	0.001628846	-0.019066185
0.046399999	-0.00197503	0.015167035	0	0.001628846	-0.018955022
0.047199999	0.007391565	0.018419551	0	0.000652224	-0.019793361
0.047999999	-0.008237613	0.017700825	0	0.000652224	-0.019638985
0.048799999	-0.046607409	0.008063281	0	0.001628846	-0.018561035
0.049599999	-0.005300954	-0.000548439	0	0.000652224	-0.019524843
0.050399999	0.00153782	-0.001552333	0	0.000652224	-0.019540042
0.051199999	0.002479694	0.000806362	0	0.001628846	-0.018565804
0.051999999	0.005220541	0.004856022	0	0.000652224	-0.019518584
0.052799999	0.003602393	0.008806476	0	0.000652224	-0.019455701
0.053599999	-0.001158173	0.010366544	0	0.000652224	-0.019375533
0.054399999	0.000815591	0.011618889	0	0.000652224	-0.019283742
0.055199999	0.00340282	0.012283893	0	0.000652224	-0.019186884
0.055999999	-0.018544177	0.008022746	0	0.000652224	-0.019100755
0.056799999	-0.007907623	0.000883264	0	0.000652224	-0.019076318
0.057599999	-0.000343909	-0.002394174	0	0.000652224	-0.019090623
0.058399999	-0.002088234	-0.0020961	0	0.000652224	-0.019113868
0.059199999	-0.000226835	0.0010704	0	0.000652224	-0.019115657
0.059999998	0.000817687	0.004499995	0	0.000652224	-0.019089431
0.060799998	-0.000537917	0.007135784	0	0.000652224	-0.019038469
0.061599998	0.005787112	0.008762697	0	0.000652224	-0.018972307
0.062399998	0.002079029	0.010382434	0	0.000652224	-0.018894225
0.063199998	0.004853054	0.011023836	0	0.000652224	-0.018807203
0.063999998	-0.005223086	0.010654141	0	0.000652224	-0.018717498
0.064799998	-0.02954133	0.00299419	0	0.000652224	-0.018660575
0.065599998	-0.016059559	-0.006378687	0	-0.000324249	-0.019664764
0.066399998	0.004341921	-0.008063452	0	-0.000324249	-0.019734502
0.067199998	-0.00242105	-0.005160579	0	-0.000324249	-0.019789636
0.067999998	-0.008154339	-0.000117645	0	0.000652224	-0.018823892
0.068799998	-0.008468187	-0.000584773	0	0.000652224	-0.018824488
0.069599998	-0.002916904	-0.000586029	0	-0.000324249	-0.019809008
0.070399998	-0.02662163	-0.001368418	0	-0.000324249	-0.01981169
0.071199998	-0.006720611	-0.00122174	0	-0.000324249	-0.019825697
0.071999998	-0.030268228	-0.00198557	0	-0.000324249	-0.019836128
0.072799998	-0.026184082	-0.002303393	0	-0.000324249	-0.019856989
0.073599998	-0.038780287	-0.00438148	0	-0.000324249	-0.019885004
0.074399998	-0.011933612	-0.003654543	0	-0.000324249	-0.019919574
0.075199998	-0.01421534	0.000246566	0	-0.000324249	-0.019927621
0.075999998	-0.055964891	0.001160937	0	0.000652224	-0.018936545
0.076799998	-0.02806491	5.39321E-05	0	-0.000324249	-0.019910932
0.077599998	-0.042105343	0.000971946	0	-0.000324249	-0.019903183
0.078399998	-0.034393929	-0.000758817	0	-0.000324249	-0.019903183
0.079199998	-0.048405625	-0.000131245	0	-0.000324249	-0.019904375
0.079999998	-0.035572924	-0.001554198	0	-0.000324249	-0.019913912
0.080799998	-0.055239931	-0.001661759	0	-0.000324249	-0.019925535
0.081599998	-0.030772366	-0.002562552	0	-0.000324249	-0.019946098
0.082399998	-0.015492241	0.001115752	0	-0.000324249	-0.019950569
0.083199998	-0.051546738	0.001056936	0	0.000652224	-0.01895979
0.083999998	0.602176785	0.022743763	0.000457764	0.00012041	-0.019898117
0.084799998	2.218893528	0.189492762	0.002670288	0.002343704	-0.019100308
0.085599998	4.237160683	0.589589238	0.008106232	0.005815446	-0.017847568
0.086399998	6.14628315	1.258232355	0.018157959	0.010981923	-0.014966577
0.087199998	7.88327837	2.166264296	0.034255981	0.016336325	-0.011356622
0.087999998	9.292154312	3.292593718	0.057811737	0.017442277	-0.011102855
0.088799998	10.2783947	4.58443737	0.090274811	0.017675782	-0.010684878
0.089599998	11.22414684	5.999781609	0.133056641	0.017483274	-0.010040253
0.090399998	12.23764324	7.558193207	0.187568665	0.018287516	-0.008148402
0.091199998	13.43900394	9.274820328	0.255241394	0.019558324	-0.005699396
0.091999998	14.86322403	11.16208935	0.337505341	0.019789028	-0.004259944
0.092799998	16.46990585	13.20354176	0.435771942	0.020402402	-0.00259757
0.093599998	18.12485504	15.40253448	0.55147171	0.022821345	0.000545382
0.094399998	19.38854027	17.79033279	0.686035156	0.022609637	0.000706315
0.095199998	20.16955757	20.37201881	0.840854645	0.024119443	0.002427399
0.095999998	21.52857399	23.10948753	1.017379761	0.02584442	0.004107356
0.096799998	22.61131859	26.04236031	1.217041016	0.028230553	0.006090701
0.097599998	23.38527489	29.21688652	1.441230774	0.031724409	0.009391606
0.098399998	24.8337307	32.5297699	1.691398621	0.034819348	0.012429059
0.099199997	25.48558617	36.04631424	1.968955994	0.036008004	0.013714135
0.099999997	26.17278481	39.64070892	2.274875641	0.04017205	0.0182423
0.100799997	26.00709534	43.22198486	2.60925293	0.041541466	0.020351112
0.101599997	25.90563202	46.87373352	2.97208786	0.042068623	0.021948516
0.102399997	26.18803787	50.52645874	3.363380432	0.043706726	0.025546849
0.103199997	26.11347771	54.14017868	3.783111572	0.044503482	0.029102266
0.103999997	25.39094162	57.69924927	4.23122406	0.042415485	0.029927194
0.104799997	24.53805161	61.17385101	4.706726074	0.042324811	0.033395588
0.105599997	23.44718552	64.50460815	5.208187103	0.038902685	0.034727752
0.106399997	22.11696053	67.60328674	5.734176636	0.03658412	0.038178861
0.107199997	21.10564804	70.42631531	6.283302307	0.031994153	0.039659441
0.107999997	20.12606239	73.09486389	6.854114532	0.026639458	0.040436089
0.108799997	18.97232437	75.51296997	7.445220947	0.02202671	0.04200846
0.109599997	17.84958839	77.7208252	8.055152893	0.016733318	0.042290748
0.110399997	16.43555641	79.74118042	8.682518005	0.014218502	0.04478015
0.111199997	15.16332817	81.57600403	9.325885773	0.011106525	0.045841783
0.111999997	13.89443111	83.25085449	9.983844757	0.007927716	0.045911074
0.112799997	12.80195236	84.75689697	10.65496445	0.007165167	0.047807395
0.113599997	11.76340866	86.08609009	11.33781433	0.006419756	0.049046874
0.114399997	10.63055801	87.25330353	12.0309639	0.004268568	0.048347414
0.115199997	9.296060562	88.2575531	12.73302078	0.00612421	0.05138576
0.115999997	8.285581589	89.10723877	13.4425354	0.003727973	0.049688518
0.116799997	6.622246742	89.74575806	14.15790558	0.002294462	0.049127638
0.117599997	4.482845783	90.13870239	14.87659454	0.001264382	0.049622357
0.118399997	1.798322439	90.16891479	15.59577942	-0.001231134	0.049426854
0.119199997	-0.858784556	89.75413513	16.31261826	-0.004130844	0.049466193
0.119999997	-3.676285505	88.97087097	17.02432632	-0.009214859	0.047363341
0.120799997	-5.616803169	87.83004761	17.7290535	-0.010535531	0.047703683
0.121599997	-6.976255894	86.48337555	18.42538834	-0.012445971	0.045653582
0.122399997	-8.319394112	84.95059204	19.11190033	-0.013439246	0.042579398
0.123199997	-9.49328804	83.29747009	19.78715897	-0.008102283	0.044254363
0.123999997	-10.17080688	81.60268402	20.44973373	-0.00664711	0.041070133
0.124799997	-11.63347721	79.78881836	21.09823227	-0.005613863	0.03755182
0.125599997	-12.11617756	77.90104675	21.73120499	-0.000566142	0.03862977
0.126399997	-14.02839851	75.871521	22.34725952	0.000237469	0.036666393
0.127199997	-15.39011097	73.65997314	22.94492722	-0.001696311	0.033153594
0.127999997	-16.86321259	71.28995514	23.5228157	-0.001931312	0.032474697
0.128799997	-18.88048935	68.7015152	24.07949448	-0.006772894	0.028476417
0.129599997	-20.42740059	65.86690521	24.61355209	-0.010807961	0.025834143
0.130399997	-21.02635765	62.8727951	25.12353897	-0.016436297	0.022062957
0.131199997	-22.91980934	59.64501953	25.60806274	-0.02019803	0.020777285
0.131999997	-24.34168625	56.18338394	26.0656929	-0.027422532	0.015875399
0.132799997	-25.35357666	52.57769012	26.49518967	-0.029565748	0.015791953
0.133599997	-25.01629639	48.98692322	26.89622879	-0.036726119	0.010083616
0.134399997	-25.27007675	45.29671478	27.26881027	-0.038161715	0.009616911
0.135199997	-25.78552628	41.61317825	27.61295319	-0.041684899	0.006105006
0.135999997	-25.06868553	37.94452667	27.92861938	-0.044366713	0.002186298
0.136799997	-25.18240738	34.36317444	28.21586609	-0.044225291	0.000869501
0.137599997	-24.00822067	30.90272141	28.47530365	-0.044557746	-0.001415387
0.138399997	-23.52877045	27.57424164	28.70828629	-0.045955442	-0.005094782
0.139199996	-22.11986351	24.29479218	28.91622543	-0.046018935	-0.009053275
0.139999996	-20.66784096	21.30894661	29.10057068	-0.043325271	-0.011569113
0.140799996	-19.49293327	18.54738235	29.26271439	-0.037428129	-0.011304766
