%	Kombinierte Traces		NCA 4	p=10						
Zeit	Drehmoment	Standardabweichung_Drehmoment	Geschwindigkeit	StandardabweichungGeschwindigkeit	Position	StandardabweichungPosition	lag_error	Standardabweichunglag_error	Positions_differenz	StandardabweichungPositions_differenz
0.298399992	0.020361217	0.066224572	-0.002844012	0.008159829	60	0	-0.004393194	0.000987081	-0.005181932	0.00437592
0.299199992	0.017955615	0.058074691	-0.004533353	0.00731483	60	0	-0.00430106	0.00110468	-0.00512167	0.004400922
0.299999992	0.011130811	0.061681807	-0.005243242	0.008118619	60	0	-0.004319487	0.001089798	-0.005180853	0.004265916
0.300799992	0.001731717	0.057303513	-0.005985575	0.009067663	60	0	-0.004337916	0.000985642	-0.005243834	0.004330191
0.301599992	-0.006678138	0.054311495	-0.007321413	0.009261326	60	0	-0.004282636	0.001052481	-0.005242855	0.004331003
0.302399992	-0.014917725	0.053888515	-0.008394038	0.009566733	60	0	-0.004282636	0.000980599	-0.005306919	0.004332099
0.303199992	-0.020921128	0.05399937	-0.009265353	0.009812647	60	0	-0.004282636	0.00099877	-0.005378625	0.004412475
0.303999992	-0.029947651	0.058659163	-0.01036254	0.009594181	60	0	-0.004301066	0.000982345	-0.005476154	0.004275888
0.304799992	-0.041206908	0.059275842	-0.011983085	0.009259336	60	0	-0.004172081	0.000959848	-0.005437768	0.00432964
0.305599992	-0.045201333	0.059922134	-0.013474675	0.009592106	60	0	-0.004098384	0.000939033	-0.00546869	0.004403726
0.306399992	-0.051940411	0.065219693	-0.013922153	0.010100474	60	0	-0.003950973	0.000876064	-0.00543248	0.004429165
0.307199992	-0.054235696	0.064554992	-0.014069787	0.010191678	60	0	-0.00400625	0.00084034	-0.005600618	0.00434934
0.307999992	-0.06478622	0.065890485	-0.013957942	0.009745878	60	0	-0.003858844	0.000798656	-0.005565173	0.004381237
0.308799992	-0.068902469	0.066363984	-0.014363721	0.009503543	60	0	-0.003748286	0.000849712	-0.005568437	0.004360432
0.309599992	-0.078606826	0.072688564	-0.015004282	0.009344087	60	0	-0.003619306	0.000889082	-0.005557245	0.004384808
0.310399992	-0.079796169	0.069101695	-0.01535798	0.009026895	60	0	-0.003490327	0.000844543	-0.00555046	0.004401245
0.311199992	-0.085185686	0.068077541	-0.015244078	0.00791691	60	0	-0.003527178	0.000862783	-0.005710001	0.004352523
0.311999992	-0.098751709	0.067591309	-0.015449582	0.007109465	60	0	-0.0033245	0.000749257	-0.005629378	0.0044167
0.312799992	-0.104700991	0.067875591	-0.016025788	0.006830446	60	0	-0.003269228	0.000763064	-0.005700316	0.004361895
0.313599992	-0.112578227	0.071490672	-0.016824255	0.006959799	60	0	-0.003177093	0.00065949	-0.005740194	0.004367521
0.314399992	-0.112832656	0.072978203	-0.016999624	0.006793592	60	0	-0.0031034	0.000733429	-0.005803164	0.004386306
0.315199992	-0.119082798	0.077450419	-0.016730134	0.005617047	60	0	-0.003048125	0.000756302	-0.005882326	0.004367235
0.315999992	-0.123693347	0.073481998	-0.016579391	0.005628131	60	0	-0.002845436	0.000747266	-0.005812594	0.00443217
0.316799992	-0.126063624	0.074037716	-0.015899417	0.005961801	60	0	-0.002771734	0.000733326	-0.005868392	0.004412504
0.317599992	-0.13034379	0.078047793	-0.015321321	0.005495082	60	0	-0.002698032	0.000761949	-0.005918483	0.004443359
0.318399992	-0.132364406	0.074349552	-0.014861701	0.004485685	60	0	-0.002532202	0.000775251	-0.005872952	0.004430031
0.319199992	-0.133308933	0.076011659	-0.014103205	0.004772705	60	0	-0.002550626	0.000773387	-0.006007077	0.004410368
0.319999992	-0.140637787	0.074429081	-0.013276475	0.005668734	60	0	-0.002384796	0.000703019	-0.005949266	0.00439111
0.320799992	-0.139644842	0.072584835	-0.013188606	0.005343126	60	0	-0.002274238	0.000710517	-0.005943843	0.004437446
0.321599992	-0.144217618	0.075722339	-0.013007393	0.004623961	60	0	-0.002200528	0.000660347	-0.005974952	0.004372248
0.322399992	-0.142389665	0.078603016	-0.012736878	0.005295228	60	0	-0.002089972	0.000716757	-0.005967547	0.004395466
0.323199992	-0.144190571	0.083976544	-0.012098445	0.005486554	60	0	-0.002053121	0.000722337	-0.006029089	0.004447991
0.323999992	-0.151412315	0.081803011	-0.011577945	0.00463754	60	0	-0.001960996	0.000765073	-0.006030694	0.004497133
0.324799992	-0.154499402	0.084616398	-0.011264084	0.004647442	60	0	-0.001832011	0.000715627	-0.005993135	0.004467749
0.325599992	-0.150909016	0.082358194	-0.010788296	0.005144674	60	0	-0.001795163	0.000681773	-0.006044704	0.004464571
0.326399992	-0.15555018	0.084501986	-0.010120691	0.004510529	60	0	-0.001684602	0.000643895	-0.006017387	0.004374701
0.327199992	-0.154892624	0.083848428	-0.00980238	0.003893439	60	0	-0.00166618	0.000621031	-0.006078544	0.004402314
0.327999992	-0.160819871	0.08715087	-0.009810074	0.003622244	60	0	-0.001592473	0.000610495	-0.006083171	0.004412051
0.328799992	-0.159673956	0.087598087	-0.009768031	0.003755498	60	0	-0.001481926	0.000623244	-0.006051381	0.004417564
0.329599992	-0.156117192	0.083976054	-0.009493914	0.004171301	60	0	-0.001500347	0.00062222	-0.006146794	0.004406404
0.330399992	-0.163873487	0.086256228	-0.009156793	0.004290463	60	0	-0.001279245	0.000561048	-0.005998971	0.004420989
0.331199992	-0.154201766	0.080658127	-0.008947701	0.004049104	60	0	-0.001316096	0.00057276	-0.006108827	0.004418352
0.331999992	-0.161497715	0.079641461	-0.008051106	0.00408842	60	0	-0.001094991	0.000529246	-0.005954186	0.004420123
0.332799992	-0.157606092	0.085153285	-0.007098891	0.003601024	60	0	-0.001131844	0.000483437	-0.006051179	0.004442766
0.333599992	-0.160333019	0.083800609	-0.006281843	0.002996075	60	0	-0.00107657	0.00043843	-0.006048193	0.004402887
0.334399992	-0.160758752	0.083936462	-0.005940135	0.003576645	60	0	-0.00107657	0.00043843	-0.006097086	0.004381223
0.335199992	-0.167972038	0.084224068	-0.005785757	0.00412679	60	0	-0.00107657	0.00043843	-0.00614342	0.004412854
0.335999992	-0.16707403	0.088572441	-0.006212073	0.003378294	60	0	-0.001021297	0.000466436	-0.006136472	0.00436582
0.336799991	-0.167140531	0.088524967	-0.006368576	0.002697398	60	0	-0.000947593	0.000466322	-0.006113983	0.004429855
0.337599991	-0.166617588	0.089300057	-0.00617083	0.003252334	60	0	-0.00089231	0.000479285	-0.006109454	0.004378147
0.338399991	-0.165105014	0.090202924	-0.005567696	0.003649981	60	0	-0.000873891	0.000494221	-0.006138078	0.004430193
0.339199991	-0.170731658	0.08802666	-0.00511565	0.003588374	60	0	-0.00083704	0.000554535	-0.006142692	0.004412059
0.339999991	-0.17145511	0.085735986	-0.005242207	0.0037919	60	0	-0.000800192	0.00050733	-0.006147083	0.004378882
0.340799991	-0.168686385	0.092418876	-0.005343249	0.003997751	60	0	-0.000763336	0.000492696	-0.006152602	0.004420315
0.341599991	-0.167374157	0.089439414	-0.005224802	0.003875012	60	0	-0.000708061	0.000553055	-0.006139945	0.004459323
0.342399991	-0.166852258	0.091704714	-0.004729246	0.004099066	60	0	-0.000634359	0.000508062	-0.006105959	0.004416695
0.343199991	-0.172329507	0.089205626	-0.004859058	0.004177122	60	0	-0.0005975	0.000517829	-0.006107067	0.004449166
0.343999991	-0.165970855	0.091077185	-0.004743815	0.003860306	60	0	-0.000579073	0.000521303	-0.006128311	0.004397477
0.344799991	-0.166918648	0.091490588	-0.003891218	0.003961271	60	0	-0.000542222	0.000490423	-0.006125193	0.004512403
0.345599991	-0.166150667	0.089960761	-0.003766236	0.003998472	60	0	-0.000468515	0.000492592	-0.006081259	0.004445863
0.346399991	-0.164977095	0.086649169	-0.003428069	0.003917991	60	0	-0.000468518	0.000492009	-0.006110047	0.004453352
0.347199991	-0.168691555	0.085800747	-0.003205206	0.003213858	60	0	-0.000413235	0.000486549	-0.006080692	0.004475724
0.347999991	-0.164503083	0.091445962	-0.002960906	0.003486397	60	0	-0.000450088	0.000491046	-0.006142439	0.004573016
0.348799991	-0.167990702	0.092819808	-0.002559578	0.003882085	60	0	-0.000357954	0.000473295	-0.006071487	0.004446673
0.349599991	-0.166836435	0.088681499	-0.002782262	0.003581856	60	0	-0.000302685	0.000452199	-0.006036995	0.004535582
0.350399991	-0.035405913	0.193117612	0.000554473	0.006951755	60.00009537	0.000126298	-0.000212069	0.000487346	-0.006055568	0.004396702
0.351199991	1.057083561	0.508915816	0.065610307	0.045595609	60.00110482	0.00063392	0.00064226	0.000666135	-0.006002016	0.004443643
0.351999991	2.824822534	0.616981826	0.296251616	0.109438617	60.00440418	0.001598261	0.003374961	0.001181999	-0.005117894	0.004391696
0.352799991	4.88357256	0.65766199	0.7604108	0.192778199	60.01143402	0.002995814	0.007197862	0.001496652	-0.003928441	0.004495007
0.353599991	6.89586096	0.588931193	1.499817979	0.274568343	60.02361118	0.004841965	0.011359597	0.001556476	-0.002466075	0.004566969
0.354399991	8.537539977	0.49089702	2.48686476	0.344341387	60.04236437	0.007133058	0.015016766	0.002085673	-0.000879005	0.00479536
0.355199991	9.817642014	0.421766065	3.676263103	0.400249858	60.0690982	0.00987317	0.017289054	0.002225394	0.000289203	0.004684772
0.355999991	10.86816987	0.416042588	5.027585093	0.444293772	60.10525865	0.013054239	0.018714911	0.002157912	0.00156102	0.004734053
0.356799991	11.88507751	0.455870243	6.513806154	0.486376219	60.15225716	0.016676265	0.019924959	0.002279535	0.003276945	0.00480269
0.357599991	13.08877103	0.519344545	8.140019651	0.533558487	60.21151741	0.020747292	0.02066535	0.002410911	0.004834398	0.005011042
0.358399991	14.40240354	0.538308427	9.922182299	0.583880105	60.28445946	0.025263158	0.021216629	0.002353692	0.006288282	0.005087541
0.359199991	15.79375069	0.567341218	11.87135687	0.636250519	60.37252246	0.030224217	0.021969831	0.002260101	0.007917397	0.004901579
0.359999991	17.234779	0.54621236	13.99469937	0.693054036	60.47709879	0.035625846	0.023187071	0.002180318	0.009935788	0.005040958
0.360799991	18.62846446	0.482816005	16.30268059	0.750449038	60.59963982	0.041476507	0.024374956	0.001958274	0.011871623	0.004743361
0.361599991	19.70470047	0.392253237	18.79258257	0.805935849	60.74156203	0.047764312	0.02605355	0.002014112	0.014302787	0.004748824
0.362399991	20.69719394	0.38038799	21.46056492	0.862980921	60.90427363	0.054505003	0.027526849	0.002120268	0.016539597	0.004509831
0.363199991	21.64697525	0.372866078	24.31016134	0.924070374	61.08921195	0.061690462	0.029167408	0.002133657	0.018969392	0.004719887
0.363999991	22.59559146	0.46091883	27.33495648	0.978634328	61.29780391	0.069313084	0.031200566	0.00211408	0.021833614	0.005073051
0.364799991	23.62137956	0.379121006	30.52928241	1.031151021	61.53144728	0.077384253	0.033096032	0.001911832	0.024533412	0.004839379
0.365599991	24.62984135	0.487406066	33.89636756	1.073337751	61.79159848	0.085900713	0.035429149	0.002171095	0.027605616	0.004755702
0.366399991	25.52674222	0.315144749	37.42528692	1.115656421	62.07956494	0.094749397	0.037540889	0.002345736	0.030395467	0.004948152
0.367199991	25.7051456	0.349941948	41.06187101	1.131189369	62.39595485	0.103638958	0.039331709	0.002136325	0.033311546	0.004981366
0.367999991	25.61736773	0.386067911	44.71754823	1.135577582	62.74080241	0.112528698	0.040464799	0.00236212	0.036383333	0.005092952
0.368799991	25.45429921	0.29067408	48.34446738	1.131691593	63.1141076	0.121418576	0.040792766	0.002403605	0.039318238	0.005013211
0.369599991	25.32740856	0.321312707	51.9488886	1.117691494	63.51586864	0.130304804	0.040555162	0.002207278	0.042114899	0.00488378
0.370399991	25.24140347	0.347239171	55.53027272	1.115917566	63.94606284	0.139179855	0.040406896	0.0025007	0.045290387	0.004996223
0.371199991	24.67324494	0.384439973	59.07661949	1.09446861	64.40434654	0.147776027	0.039409294	0.002508837	0.04806207	0.005055569
0.371999991	23.63174367	0.436690521	62.49262511	1.040847396	64.88949866	0.155927688	0.037287294	0.00234268	0.05069388	0.005007921
0.372799991	22.43543589	0.384630337	65.71086049	0.971943396	65.40007825	0.163630384	0.033944503	0.002475777	0.053037056	0.004895442
0.373599991	21.27787939	0.392070969	68.71089403	0.900841233	65.93467928	0.170900426	0.030058685	0.002383231	0.055483782	0.004910499
0.374399991	20.13499793	0.355839122	71.47726153	0.831357737	66.49188312	0.177717705	0.025109698	0.002613551	0.057107205	0.004724793
0.375199991	19.07906903	0.386594782	74.01932972	0.761605563	67.070256	0.184097856	0.020825536	0.002084386	0.059232751	0.004891414
0.375999991	17.75271718	0.458441095	76.34755505	0.704192897	67.66838793	0.190021474	0.016556988	0.002309971	0.060870563	0.005211386
0.37679999	16.44925808	0.466777325	78.47851476	0.647306353	68.28483833	0.195512391	0.012355449	0.00178977	0.061863126	0.00498375
0.37759999	15.1752102	0.433207603	80.42718967	0.590757668	68.91819036	0.200554226	0.009709063	0.001860189	0.063621045	0.004810571
0.37839999	14.00129657	0.435588449	82.20166505	0.532978683	69.56701531	0.205150691	0.007250234	0.001851209	0.064824387	0.004944761
0.37919999	12.84573676	0.400562346	83.80556603	0.476059691	70.22991036	0.209302513	0.004882744	0.001761694	0.065362468	0.005015139
0.37999999	11.6995005	0.40363611	85.23591801	0.426161483	70.90544503	0.213009695	0.004058065	0.002041132	0.06679766	0.00476082
0.38079999	10.58006789	0.418635661	86.5098484	0.378115745	71.59218878	0.216272236	0.003132245	0.001958286	0.067572487	0.004838027
0.38159999	9.453049804	0.399378499	87.61854697	0.328024231	72.28871471	0.219097578	0.001843145	0.001812702	0.0675491	0.004565466
0.38239999	8.257574009	0.418545772	88.55912363	0.271006447	72.99360419	0.221465595	0.002065994	0.002131205	0.068748425	0.004531758
0.38319999	7.062938924	0.510388146	89.32812169	0.218824614	73.70541411	0.223355521	0.001643985	0.001893535	0.069043108	0.004874727
0.38399999	5.191008847	0.709547958	89.885059	0.141009865	74.4221932	0.224473188	0.000949533	0.001907323	0.069252258	0.004518696
0.38479999	2.87594885	0.799435761	90.13570706	0.047833162	75.14126292	0.224713539	-0.000922458	0.002071821	0.069048928	0.004816462
0.38559999	0.26539814	0.843978226	90.0130929	0.107491043	75.8597777	0.224063875	-0.003648429	0.001926282	0.068710829	0.004741792
0.38639999	-2.526386862	0.885779531	89.48400893	0.234488879	76.57490101	0.222535302	-0.007135872	0.001939782	0.068014877	0.004753366
0.38719999	-4.883604877	0.617753166	88.55954181	0.347276937	77.28413456	0.22039495	-0.011262977	0.001755304	0.066300231	0.004627598
0.38799999	-6.729604748	0.544853113	87.33121649	0.423077065	77.98587835	0.217818185	-0.012887539	0.002006369	0.065555416	0.004829732
0.38879999	-8.129483025	0.469237589	85.89970441	0.479180304	78.67868783	0.214787762	-0.013229979	0.001975995	0.064087832	0.005046672
0.38959999	-9.285729084	0.365317759	84.3274444	0.51098272	79.36116381	0.211317238	-0.011796899	0.002033349	0.062516228	0.004533632
0.39039999	-10.29509521	0.389637381	82.65367961	0.542072975	80.03185488	0.207397578	-0.008684513	0.002424638	0.061311131	0.004664374
0.39119999	-11.11104046	0.33211235	80.90663622	0.56157948	80.68934459	0.203040698	-0.005647376	0.00223888	0.059432202	0.004922019
0.39199999	-12.21060983	0.436550069	79.06990613	0.58753959	81.33223516	0.198235526	-0.002763326	0.001789454	0.057596418	0.004621116
0.39279999	-13.35265779	0.491008568	77.12186346	0.633461296	81.95907197	0.192988606	-0.000165489	0.001880456	0.056323049	0.004504329
0.39359999	-14.82672054	0.470528237	75.03727837	0.683876676	82.56845546	0.18728518	0.000502156	0.001302415	0.054319968	0.00474334
0.39439999	-16.39531247	0.633044965	72.77402136	0.746152586	83.15894505	0.1811491	-0.000617173	0.001586598	0.051900373	0.004748404
0.39519999	-18.23743068	0.555613263	70.3042378	0.814404497	83.72913433	0.174568468	-0.002624695	0.001630594	0.049770413	0.004657933
0.39599999	-19.66890134	0.393271738	67.63043055	0.876901597	84.27758415	0.167542426	-0.006169476	0.001541104	0.04706863	0.004467441
0.39679999	-20.99626951	0.466786162	64.73693697	0.940376375	84.80287948	0.160063626	-0.009947343	0.00207459	0.044797822	0.004518195
0.39759999	-22.21418582	0.462082223	61.63380094	1.007027803	85.303597	0.152152256	-0.015068038	0.001901573	0.041561785	0.004394373
0.39839999	-23.48382817	0.468045418	58.33984972	1.066187886	85.77831988	0.143791861	-0.019822123	0.002398337	0.03888923	0.004391981
0.39919999	-24.62936923	0.489584434	54.8624675	1.115174159	86.22565647	0.135028268	-0.025616617	0.002113563	0.03529376	0.004489477
0.39999999	-25.29736299	0.431258142	51.23784098	1.1460252	86.64468297	0.126138225	-0.030361251	0.002401616	0.032438214	0.004427104
0.40079999	-25.45236073	0.409398606	47.55947862	1.156390733	87.03525183	0.117248281	-0.034337458	0.00249559	0.029414656	0.004359628
0.40159999	-25.40591452	0.44689955	43.90173923	1.14953366	87.39737529	0.108366727	-0.037545504	0.002658091	0.026247276	0.004331556
0.40239999	-25.31003196	0.465757785	40.26450103	1.123362778	87.7310357	0.099468792	-0.039764144	0.003033825	0.023368918	0.004611511
0.40319999	-25.23474974	0.475380118	36.65306106	1.119039024	88.03624567	0.090591242	-0.041580418	0.003225656	0.020379365	0.004473565
0.40399999	-24.83971671	0.437759563	33.0558968	1.102586062	88.31317722	0.081867364	-0.043039069	0.003036637	0.017167471	0.004577633
0.40479999	-23.86620396	0.502740431	29.55627665	1.073915702	88.56278222	0.073559602	-0.042884207	0.003071676	0.014521342	0.00438062
0.40559999	-22.5538433	0.588680613	26.23563468	1.010746185	88.78645159	0.065692796	-0.041391658	0.003484357	0.011951088	0.004592176
0.40639999	-21.21444709	0.5708349	23.14488868	0.938405835	88.98561082	0.05827886	-0.038888924	0.003654576	0.009460351	0.004725998
0.40719999	-19.95760414	0.615240422	20.2680988	0.864517391	89.16169364	0.051302267	-0.03524293	0.003365643	0.00757692	0.004729087
0.40799999	-18.50258097	0.724838852	17.60724392	0.779245125	89.31609604	0.044770244	-0.03170249	0.003140452	0.005297584	0.004637853
0.40879999	-16.83411524	0.60166371	15.16962246	0.706447669	89.45027117	0.038695809	-0.027600134	0.00245991	0.003663335	0.004845218
0.40959999	-15.26505504	0.50642999	12.93470161	0.654963873	89.5656215	0.033049294	-0.023926739	0.002182942	0.001957147	0.004617901
0.41039999	-13.84176931	0.547083958	10.87757908	0.608696644	89.66357429	0.027852047	-0.020401756	0.001755816	0.000531384	0.00465789
0.41119999	-12.42702738	0.538118492	8.992182597	0.559617318	89.74556005	0.023104094	-0.017315908	0.001838579	-0.000967715	0.004586811
0.41199999	-11.04173804	0.538379586	7.28710036	0.506566573	89.81299706	0.018797114	-0.014296528	0.002039797	-0.002178061	0.004677632
0.41279999	-9.689609636	0.541047642	5.764819046	0.450741095	89.86731079	0.014943021	-0.011468474	0.002120744	-0.00318094	0.004760725
0.41359999	-8.371050682	0.523416169	4.423482378	0.392948134	89.90991412	0.011516603	-0.008882898	0.002157568	-0.003999997	0.004871189
0.41439999	-7.102940065	0.490681353	3.264430037	0.335411283	89.94224476	0.00854439	-0.006738354	0.002299804	-0.00479796	0.004942626
0.41519999	-5.897166063	0.448190937	2.281653447	0.28057475	89.96571055	0.006013158	-0.004975443	0.002215331	-0.005500221	0.004907362
0.415999989	-4.718199878	0.414931783	1.471148696	0.226767847	89.98173876	0.003938151	-0.003368915	0.002175178	-0.005921353	0.004975701
0.416799989	-3.553647437	0.392884441	0.829057506	0.174474751	89.99176817	0.002292057	-0.001988338	0.00210097	-0.006192192	0.004979374
0.417599989	-2.388037389	0.382619872	0.355882899	0.12427473	89.99719836	0.001095335	-0.00084801	0.001988741	-0.00640809	0.004981455
0.418399989	-1.217752401	0.376615294	0.052660204	0.073610021	89.99946162	0.000350655	0.000148301	0.001859863	-0.006538871	0.004906851
0.419199989	-0.107677667	0.343175346	-0.072860348	0.025835244	89.99997949	2.77031E-05	0.001075806	0.001829408	-0.006541317	0.005053052
0.419999989	0.739948969	0.147944495	-0.03116693	0.036381487	90	0	0.001816274	0.001712606	-0.006351198	0.005062723
0.420799989	0.74495007	0.094001898	0.077521119	0.035002902	90	0	0.001889973	0.001737434	-0.005985926	0.005134943
0.421599989	0.39916185	0.134795382	0.147264851	0.017877846	90	0	0.001226658	0.00193432	-0.005615961	0.004875751
0.422399989	0.099665019	0.080670736	0.168108243	0.017172123	90	0	-0.000228977	0.002012688	-0.005740096	0.00493769
0.423199989	-0.045834119	0.074374689	0.154686395	0.024278432	90	0	-0.001445086	0.001801011	-0.005646387	0.004990526
0.423999989	-0.116217821	0.092069345	0.118259937	0.028138614	90	0	-0.002587471	0.001613093	-0.005716243	0.004847239
0.424799989	-0.114570044	0.103559406	0.073709321	0.027138925	90	0	-0.003453479	0.001413378	-0.005857076	0.00494838
0.425599989	-0.063153559	0.100190442	0.032638236	0.022880435	90	0	-0.003932543	0.001318312	-0.005962188	0.004890548
0.426399989	0.000436501	0.085371272	0.002905668	0.015908441	90	0	-0.004061525	0.001201016	-0.005996359	0.004898029
0.427199989	0.05301013	0.085121966	-0.010237962	0.00862803	90	0	-0.004043098	0.001164632	-0.006040382	0.004934261
0.427999989	0.082003732	0.077255455	-0.00807622	0.00982532	90	0	-0.004006247	0.001136246	-0.006088699	0.004939067
0.428799989	0.072713675	0.068737503	-0.000916479	0.012101556	90	0	-0.003969394	0.0011548	-0.006080708	0.004901595
0.429599989	0.050815253	0.065328577	0.002381731	0.01169189	90	0	-0.003987821	0.001129714	-0.006083885	0.004930633
0.430399989	0.037446864	0.068267942	0.001129558	0.010975434	90	0	-0.004043101	0.001116071	-0.006122583	0.004999815
0.431199989	0.036218694	0.069809462	-0.001295284	0.009059492	90	0	-0.004079955	0.001043331	-0.00616307	0.005012164
0.431999989	0.029368672	0.066124238	-0.003029733	0.007132794	90	0	-0.004098379	0.00106635	-0.006200781	0.004973383
0.432799989	0.02175576	0.061648766	-0.00400866	0.007195442	90	0	-0.004061531	0.000982879	-0.006193909	0.004981417
0.433599989	0.015881025	0.057227469	-0.004745491	0.007934843	90	0	-0.003987823	0.001028052	-0.006155909	0.004996095
0.434399989	0.009704736	0.059511562	-0.005619717	0.008301428	90	0	-0.004116806	0.001071867	-0.006327384	0.00495907
0.435199989	-0.000231973	0.062153038	-0.006523265	0.008413741	90	0	-0.003969405	0.000983469	-0.006228489	0.004976394
0.435999989	-0.006315258	0.056741649	-0.007963366	0.00925111	90	0	-0.003950973	0.000994124	-0.006269217	0.00496322
0.436799989	-0.010505214	0.051773408	-0.008706352	0.00924911	90	0	-0.003895695	0.00098547	-0.006281135	0.004987181
0.437599989	-0.018584956	0.050800683	-0.008901098	0.008419621	90	0	-0.003932543	0.000985093	-0.006388997	0.004993779
0.438399989	-0.031715669	0.057855462	-0.009715788	0.008637699	90	0	-0.003821993	0.000962009	-0.006352868	0.005056795
0.439199989	-0.035599371	0.056168627	-0.010780091	0.009008929	90	0	-0.00382199	0.00088173	-0.006436374	0.004934955
0.439999989	-0.040712305	0.06289315	-0.011524191	0.009077208	90	0	-0.003766716	0.000863839	-0.006471732	0.004918563
0.440799989	-0.04755901	0.066954061	-0.012102605	0.009267223	90	0	-0.003711441	0.000820236	-0.00651206	0.004953693
0.441599989	-0.052873956	0.058963649	-0.012839884	0.009843866	90	0	-0.003582456	0.000875837	-0.006483211	0.005047583
0.442399989	-0.064441251	0.061454399	-0.013771423	0.009132924	90	0	-0.003490327	0.000822803	-0.006498984	0.00501203
0.443199989	-0.0632898	0.066306139	-0.014056149	0.008768905	90	0	-0.0034719	0.000867682	-0.006593373	0.005054104
0.443999989	-0.072997984	0.068223814	-0.01397308	0.008177141	90	0	-0.003269222	0.000739997	-0.006502363	0.005078236
0.444799989	-0.075642658	0.062813105	-0.014052938	0.007285441	90	0	-0.003213944	0.000615632	-0.006559322	0.005004735
0.445599989	-0.084788059	0.067206018	-0.013942304	0.006864154	90	0	-0.003177096	0.000738222	-0.006634745	0.004988225
0.446399989	-0.096061773	0.070448227	-0.014016046	0.006744167	90	0	-0.003121821	0.00069067	-0.006690621	0.005009823
0.447199989	-0.099119227	0.070568458	-0.014403024	0.00624052	90	0	-0.00304812	0.000706539	-0.00673095	0.005053266
0.447999989	-0.107241884	0.070202854	-0.014793413	0.005224095	90	0	-0.002955991	0.000702248	-0.006756085	0.005028272
0.448799989	-0.107403655	0.072402227	-0.014784953	0.005595512	90	0	-0.002771734	0.000733906	-0.006690998	0.005015942
0.449599989	-0.10777989	0.073393672	-0.014227563	0.005891745	90	0	-0.002661179	0.000724826	-0.006696351	0.004997756
0.450399989	-0.111097921	0.073497666	-0.013836012	0.005194197	90	0	-0.002587471	0.000692042	-0.0067342	0.004974406
0.451199989	-0.118453436	0.073720483	-0.013456056	0.005273688	90	0	-0.002476919	0.000705447	-0.0067321	0.004985646
0.451999989	-0.116735211	0.074261137	-0.013061361	0.005841846	90	0	-0.002458492	0.000623491	-0.006819769	0.004985049
0.452799989	-0.126190548	0.069523869	-0.012514625	0.005451559	90	0	-0.00232951	0.000669266	-0.006792211	0.00502405
0.453599989	-0.129679017	0.070795304	-0.012159412	0.004318179	90	0	-0.002255805	0.000651912	-0.006817101	0.005014433
0.454399989	-0.131364314	0.071868794	-0.01168016	0.004063498	90	0	-0.002163677	0.000699445	-0.006819677	0.005005788
0.455199989	-0.138503799	0.073590343	-0.011682363	0.003899244	90	0	-0.002089967	0.000789527	-0.00683909	0.00498834
0.455999988	-0.136446558	0.076921624	-0.011857519	0.00465192	90	0	-0.002089969	0.000766133	-0.006933527	0.005025451
0.456799988	-0.140504987	0.079176249	-0.011808194	0.005298026	90	0	-0.001979414	0.000701729	-0.006917513	0.00503342
0.457599988	-0.140229686	0.078651878	-0.01154891	0.005198592	90	0	-0.001850429	0.000651636	-0.006881696	0.004981987
0.458399988	-0.136432695	0.078387297	-0.011102539	0.004429171	90	0	-0.001739879	0.000623257	-0.006861538	0.005063092
0.459199988	-0.138690329	0.078989273	-0.010392491	0.004204128	90	0	-0.001684604	0.000644339	-0.006891587	0.005020043
0.459999988	-0.14578022	0.080711447	-0.009893347	0.0039097	90	0	-0.001666172	0.000590886	-0.006952896	0.004878845
0.460799988	-0.149415213	0.081003051	-0.009578887	0.003723731	90	0	-0.001518774	0.000591078	-0.006882461	0.004959213
0.461599988	-0.14906938	0.080312496	-0.009045776	0.004424358	90	0	-0.00150035	0.000592374	-0.006937919	0.004999543
0.462399988	-0.148861254	0.08080402	-0.008735696	0.004964242	90	0	-0.001352952	0.000548662	-0.006860798	0.005088345
0.463199988	-0.145781772	0.077193511	-0.008184056	0.004142693	90	0	-0.001297677	0.000497764	-0.006872944	0.005054964
0.463999988	-0.14754004	0.07856735	-0.007813248	0.003849029	90	0	-0.001260827	0.000483258	-0.006899718	0.004955939
0.464799988	-0.150377073	0.074637675	-0.007295417	0.003916096	90	0	-0.001150271	0.000458011	-0.006849251	0.004968434
0.465599988	-0.151180256	0.079317544	-0.006738525	0.003247471	90	0	-0.00111342	0.000469348	-0.006868384	0.004975291
0.466399988	-0.148650813	0.082488495	-0.006093088	0.003496308	90	0	-0.001076572	0.00047813	-0.006882863	0.004975498
0.467199988	-0.150651452	0.082423328	-0.005503092	0.00456206	90	0	-0.001039719	0.000484503	-0.00689163	0.005011523
0.467999988	-0.154523311	0.080528919	-0.005690613	0.00417263	90	0	-0.001002868	0.000448487	-0.006898886	0.005040491
0.468799988	-0.154739946	0.079553214	-0.006117739	0.003581337	90	0	-0.000947596	0.000504263	-0.006891495	0.005043152
0.469599988	-0.15480799	0.08387856	-0.00611913	0.003362368	90	0	-0.000873894	0.000492759	-0.006867389	0.004963713
0.470399988	-0.156170772	0.082661484	-0.005712598	0.003343653	90	0	-0.000910745	0.000535157	-0.006951783	0.005079665
