%	Motor: Torque	Motor: Torque	Motor: Torque	Motor: Torque	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component
Zeit	MittelwertMotorTorque	StandardabweichungMotorTorque	minus3sigmaMotorTorque	plus3sigmaMotorTorque	MittelwertActualSpeed	StandardabweichungActualSpeed	minus3sigmaActualSpeed	plus3sigmaActualSpeed	MittelwertSetPosition	StandardabweichungSetPosition	minus3sigmaSetPosition	plus3sigmaSetPosition	MittelwertLagError	StandardabweichungMittelwertLagError	minus3sigmaMittelwertLagError	plus3sigmaMittelwertLagError	MittelwertPositionsDifference	StandardabweichungPositionsDifference	minus3sigmaPositionsDifference	plus3sigmaPositionsDifference	MittelwertStatorCurrent	StandardabweichungStatorCurrent	minus3sigmaStatorCurrent	plus3sigmaStatorCurrent
0.137999997	0.000418523	1.39129E-05	0.000376785	0.000460262	0.000334874	4.10068E-05	0.000211854	0.000457894	61.90442212	0.120268195	61.54361754	62.26522671	0.028737509	0.003207925	0.019113734	0.038361284	0.007804163	0.007700698	-0.01529793	0.030906256	0.000715492	3.19511E-05	0.000619639	0.000811346
0.138399997	0.000427079	1.21209E-05	0.000390716	0.000463441	0.000363597	4.21196E-05	0.000237238	0.000489956	61.97835668	0.129035135	61.59125127	62.36546208	0.029154263	0.003216818	0.019503807	0.038804718	0.00898205	0.00780267	-0.014425961	0.03239006	0.000735404	2.7139E-05	0.000653987	0.000816821
0.138799996	0.000434933	1.09679E-05	0.00040203	0.000467837	0.000393028	4.3218E-05	0.000263374	0.000522682	62.05844816	0.137987303	61.64448625	62.47241007	0.029751978	0.003164426	0.020258699	0.039245256	0.010324481	0.007754784	-0.012939872	0.033588833	0.000753111	2.53965E-05	0.000676922	0.000829301
0.139199996	0.000441946	1.07575E-05	0.000409673	0.000474218	0.000423129	4.41533E-05	0.000290669	0.000555589	62.14482721	0.14711155	61.70349256	62.58616186	0.03037354	0.002848966	0.021826641	0.038920438	0.01168287	0.007906236	-0.012035839	0.03540158	0.000769001	2.59513E-05	0.000691147	0.000846855
0.139599996	0.000447877	1.04164E-05	0.000416627	0.000479126	0.000453851	4.49682E-05	0.000318947	0.000588756	62.23762035	0.156386159	61.76846188	62.70677883	0.030914487	0.002937454	0.022102126	0.039726848	0.012956691	0.007935974	-0.010851231	0.036764614	0.000781657	2.46973E-05	0.000707565	0.000855749
0.139999996	0.000453182	9.03896E-06	0.000426065	0.000480299	0.000485136	4.56826E-05	0.000348088	0.000622183	62.33693854	0.165798698	61.83954245	62.83433463	0.03150217	0.002763417	0.023211921	0.03979242	0.014295476	0.007889674	-0.009373546	0.037964499	0.00079398	2.06949E-05	0.000731895	0.000856064
0.140399996	0.000459068	7.97453E-06	0.000435144	0.000482991	0.000516882	4.63155E-05	0.000377935	0.000655829	62.44288031	0.175324944	61.91690548	62.96885514	0.032414596	0.002727808	0.024231171	0.040598022	0.015966279	0.007925302	-0.007809627	0.039742184	0.000808827	2.01358E-05	0.000748419	0.000869234
0.140799996	0.000464821	8.6956E-06	0.000438734	0.000490907	0.000549056	4.67387E-05	0.00040884	0.000689273	62.55553341	0.184956271	62.0006646	63.11040222	0.032746042	0.002525075	0.025170816	0.040321268	0.017079207	0.008237309	-0.00763272	0.041791133	0.000822008	2.35007E-05	0.000751506	0.00089251
0.141199996	0.000469099	8.50052E-06	0.000443598	0.000494601	0.000581701	4.7059E-05	0.000440524	0.000722878	62.67497253	0.194674095	62.09095025	63.25899482	0.033499751	0.002385328	0.026343766	0.040655736	0.018642418	0.007964856	-0.005252149	0.042536986	0.000829782	2.14344E-05	0.000765479	0.000894085
0.141599996	0.000470733	7.00122E-06	0.000449729	0.000491736	0.00061467	4.72611E-05	0.000472886	0.000756453	62.80126031	0.204460729	62.18787813	63.4146425	0.033958518	0.002392394	0.026781335	0.041135701	0.019969749	0.007911664	-0.003765244	0.043704742	0.000831116	1.89645E-05	0.000774222	0.000888009
0.141999996	0.000473264	5.87566E-06	0.000455638	0.000490891	0.000647926	4.73603E-05	0.000505845	0.000790007	62.93445301	0.214303314	62.29154307	63.57736295	0.034582125	0.002082342	0.028335099	0.040829151	0.021525619	0.007731466	-0.001668779	0.044720017	0.000839267	1.62649E-05	0.000790472	0.000888061
0.142399996	0.000476945	6.97215E-06	0.000456028	0.000497861	0.000681292	4.74058E-05	0.000539075	0.000823509	63.07458973	0.22418395	62.40203788	63.74714158	0.035021779	0.002039732	0.028902583	0.041140974	0.022943296	0.007981244	-0.001000436	0.046887027	0.000848395	2.29857E-05	0.000779438	0.000917352
0.142799996	0.000478216	7.01861E-06	0.00045716	0.000499271	0.00071492	4.74894E-05	0.000572452	0.000857389	63.22170353	0.234090982	62.51943058	63.92397648	0.035178379	0.00196168	0.029293338	0.041063419	0.024137157	0.007994636	0.000153249	0.048121064	0.000847768	1.87398E-05	0.000791548	0.000903987
0.143199996	0.000477672	6.51035E-06	0.000458141	0.000497203	0.000748726	4.75819E-05	0.00060598	0.000891471	63.37581285	0.244006746	62.64379261	64.10783308	0.035658468	0.002008785	0.029632111	0.041684824	0.025743427	0.007926429	0.00196414	0.049522715	0.000845647	2.16941E-05	0.000780565	0.00091073
0.143599996	0.000478961	5.25825E-06	0.000463187	0.000494736	0.000782514	4.74998E-05	0.000640014	0.000925013	63.53692881	0.253919894	62.77516913	64.29868849	0.036032694	0.00220655	0.029413042	0.042652345	0.027337936	0.007951974	0.003482015	0.051193858	0.000851093	1.67472E-05	0.000800852	0.000901335
0.143999996	0.00047918	7.25207E-06	0.000457424	0.000500937	0.000816468	4.76247E-05	0.000673594	0.000959342	63.70505301	0.263813744	62.91361178	64.49649424	0.035699117	0.001895216	0.030013471	0.041384764	0.028314414	0.008101036	0.004011306	0.052617522	0.000849202	2.3405E-05	0.000778987	0.000919417
0.144399996	0.000476911	6.81022E-06	0.00045648	0.000497342	0.000850282	4.75595E-05	0.000707604	0.000992961	63.88017273	0.273676265	63.05914393	64.70120153	0.036063771	0.001697738	0.030970556	0.041156985	0.030114907	0.008026991	0.006033932	0.054195881	0.000841259	2.25723E-05	0.000773542	0.000908976
0.144799996	0.000475105	5.48309E-06	0.000458656	0.000491554	0.000883905	4.73186E-05	0.000741949	0.001025861	64.06227239	0.283496652	63.21178243	64.91276235	0.036147061	0.001830785	0.030654706	0.041639417	0.031720551	0.007937072	0.007909336	0.055531767	0.000838264	1.60318E-05	0.000790168	0.000886359
0.145199996	0.000473227	7.79686E-06	0.000449836	0.000496617	0.0009174	4.71556E-05	0.000775933	0.001058867	64.25131893	0.29325698	63.37154799	65.13108987	0.035399147	0.001893067	0.029719945	0.04107835	0.032563719	0.00817563	0.008036828	0.057090609	0.000832989	2.86356E-05	0.000747082	0.000918896
0.145599996	0.000470742	7.66412E-06	0.00044775	0.000493735	0.00095066	4.66432E-05	0.000810731	0.00109059	64.44727548	0.302948357	63.53843041	65.35612055	0.03549078	0.001936458	0.029681406	0.041300155	0.034341705	0.007994748	0.010357462	0.058325949	0.000826367	2.09412E-05	0.000763543	0.000889191
0.145999996	0.000467082	5.1532E-06	0.000451622	0.000482542	0.000983759	4.62138E-05	0.000845118	0.0011224	64.65009594	0.312556735	63.71242574	65.58776614	0.034877446	0.002087099	0.02861615	0.041138743	0.035493361	0.008160842	0.011010835	0.059975888	0.000816079	1.80979E-05	0.000761785	0.000870372
0.146399996	0.000463715	8.53734E-06	0.000438103	0.000489327	0.001016561	4.58133E-05	0.000879121	0.001154001	64.85972468	0.322070862	63.8935121	65.82593727	0.034414654	0.001665538	0.02941804	0.039411267	0.036892402	0.008245279	0.012156564	0.06162824	0.000809336	2.6534E-05	0.000729734	0.000888938
0.146799996	0.000459925	6.54421E-06	0.000440293	0.000479558	0.00104915	4.52053E-05	0.000913534	0.001184766	65.07609653	0.331476576	64.08166681	66.07052626	0.033907458	0.001906793	0.028187078	0.039627837	0.03833991	0.008070187	0.014129349	0.062550472	0.000798718	1.88463E-05	0.000742179	0.000855257
0.147199996	0.000455359	7.98304E-06	0.000431409	0.000479308	0.00108136	4.46912E-05	0.000947286	0.001215433	65.29913584	0.340765672	64.27683883	66.32143286	0.033201587	0.00208256	0.026953908	0.039449266	0.039711806	0.007742083	0.016485558	0.062938053	0.000787483	2.51168E-05	0.000712133	0.000862834
0.147599996	0.000450399	8.68865E-06	0.000424333	0.000476465	0.001113148	4.407E-05	0.000980938	0.001245358	65.52876568	0.349925805	64.47898826	66.57854309	0.032248496	0.002097699	0.025955398	0.038541594	0.040931212	0.008058186	0.016756653	0.065105771	0.000774413	2.32362E-05	0.000704704	0.000844122
0.147999996	0.00044341	8.13572E-06	0.000419003	0.000467817	0.001144351	4.3298E-05	0.001014457	0.001274245	65.76489639	0.358945667	64.68805939	66.84173339	0.031219567	0.001809963	0.025789678	0.036649455	0.042168337	0.008153344	0.017708305	0.066628368	0.000756163	2.34208E-05	0.000685901	0.000826426
0.148399996	0.000438563	8.96141E-06	0.000411679	0.000465447	0.001175061	4.25777E-05	0.001047328	0.001302794	66.00742722	0.367812271	64.9039904	67.11086403	0.030213295	0.002289778	0.02334396	0.037082629	0.04347501	0.008115951	0.019127156	0.067822863	0.000747558	2.49513E-05	0.000672704	0.000822412
0.148799996	0.000432053	8.8383E-06	0.000405538	0.000458568	0.00120527	4.17207E-05	0.001080108	0.001330432	66.25625833	0.376523297	65.12668844	67.38582822	0.029076691	0.002034726	0.022972514	0.035180868	0.044724884	0.007915006	0.020979866	0.068469902	0.000728508	2.3603E-05	0.000657699	0.000799317
0.149199996	0.000425758	9.8262E-06	0.00039628	0.000455237	0.001234781	4.09378E-05	0.001111967	0.001357594	66.51127593	0.385062537	65.35608832	67.66646354	0.027746971	0.00249289	0.020268302	0.03522564	0.045827664	0.007939749	0.022008418	0.069646911	0.000715128	2.79347E-05	0.000631324	0.000798932
0.149599996	0.000418866	9.47978E-06	0.000390427	0.000447305	0.001263821	3.99422E-05	0.001143995	0.001383648	66.77236207	0.393419852	65.59210252	67.95262163	0.02630094	0.002207036	0.019679832	0.032922048	0.046846199	0.00828028	0.022005358	0.07168704	0.000697159	2.38685E-05	0.000625553	0.000768764
0.149999996	0.000412295	1.03019E-05	0.000381389	0.000443201	0.001292115	3.90663E-05	0.001174916	0.001409314	67.03939311	0.401587816	65.83462966	68.24415656	0.025150151	0.002583922	0.017398384	0.032901918	0.04820653	0.008026965	0.024125637	0.072287424	0.000682512	2.86945E-05	0.000596429	0.000768596
0.150399996	0.000404428	1.03519E-05	0.000373373	0.000435484	0.001319838	3.79426E-05	0.00120601	0.001433666	67.31223488	0.409557692	66.0835618	68.54090795	0.023430249	0.002616683	0.015580199	0.031280299	0.049026652	0.00810899	0.024699682	0.073353622	0.000661389	2.66043E-05	0.000581576	0.000741202
0.150799996	0.0003969	1.12028E-05	0.000363291	0.000430508	0.001346677	3.69642E-05	0.001235784	0.001457569	67.59074752	0.417322116	66.33878117	68.84271386	0.021865303	0.002732637	0.013667392	0.030063214	0.050009554	0.008157364	0.025537462	0.074481645	0.00064502	2.98726E-05	0.000555402	0.000734637
0.151199996	0.000389173	1.08334E-05	0.000356673	0.000421673	0.001372817	3.57486E-05	0.001265571	0.001480063	67.87478765	0.424870314	66.60017671	69.14939859	0.020424727	0.002510509	0.012893201	0.027956252	0.051110938	0.008330712	0.026118803	0.076103073	0.000625287	2.61662E-05	0.000546788	0.000703785
0.151599996	0.000381282	1.25667E-05	0.000343582	0.000418982	0.001398133	3.47372E-05	0.001293922	0.001502345	68.1642065	0.432193334	66.8676265	69.46078651	0.01907174	0.002625917	0.011193989	0.026949491	0.052269157	0.008001117	0.028265805	0.076272509	0.000608135	3.0776E-05	0.000515807	0.000700463
0.151999996	0.0003731	1.27304E-05	0.000334909	0.000411291	0.001422799	3.33752E-05	0.001322673	0.001522924	68.45884736	0.439286132	67.14098897	69.77670576	0.017340753	0.002717473	0.009188335	0.02549317	0.053040409	0.008199965	0.028440514	0.077640304	0.000587983	2.69694E-05	0.000507075	0.000668891
0.152399996	0.000364755	1.48385E-05	0.000320239	0.000409271	0.001446488	3.23125E-05	0.00134955	0.001543425	68.7585427	0.446140458	67.42012132	70.09696407	0.015590688	0.002724593	0.00741691	0.023764466	0.053751725	0.008483984	0.028299775	0.079203676	0.000570549	3.02298E-05	0.00047986	0.000661239
0.152799996	0.000353269	1.59664E-05	0.00030537	0.000401168	0.001469374	3.09788E-05	0.001376438	0.00156231	69.06313483	0.452749691	67.70488576	70.4213839	0.014223973	0.002442821	0.00689551	0.021552436	0.05481661	0.008122906	0.030447893	0.079185327	0.000545304	2.78443E-05	0.000461771	0.000628837
0.153199996	0.000342502	1.74044E-05	0.000290289	0.000394715	0.001491341	2.96218E-05	0.001402475	0.001580206	69.3724432	0.459105988	67.99512524	70.74976116	0.012433567	0.002615717	0.004586416	0.020280717	0.055356972	0.008171817	0.03084152	0.079872424	0.000529735	2.79894E-05	0.000445766	0.000613703
0.153599996	0.000330032	1.8385E-05	0.000274876	0.000385187	0.001512464	2.84582E-05	0.001427089	0.001597839	69.68629615	0.465203011	68.29068711	71.08190518	0.010709608	0.00263232	0.002812648	0.018606568	0.055943339	0.008583384	0.030193186	0.081693492	0.00050892	3.09251E-05	0.000416144	0.000601695
0.153999996	0.000316773	1.77847E-05	0.000263419	0.000370127	0.001532646	2.69484E-05	0.001451801	0.001613492	70.00451024	0.471033941	68.59140842	71.41761207	0.009602656	0.002379319	0.002464699	0.016740612	0.057013733	0.008472071	0.031597521	0.082429944	0.000486786	2.78921E-05	0.00040311	0.000570462
0.154399996	0.000303984	1.85062E-05	0.000248466	0.000359503	0.001551761	2.5821E-05	0.001474298	0.001629224	70.32689635	0.476595861	68.89710877	71.75668393	0.00785221	0.00262716	-2.92705E-05	0.015733691	0.057400691	0.008282644	0.032552758	0.082248624	0.000468567	3.03154E-05	0.000377621	0.000559514
0.154799996	0.000289848	1.86898E-05	0.000233778	0.000345917	0.001570314	2.42212E-05	0.00149765	0.001642977	70.65326722	0.481878201	69.20763262	72.09890183	0.006423364	0.002658398	-0.00155183	0.014398558	0.057969309	0.008569038	0.032262195	0.083676423	0.000443587	3.04803E-05	0.000352146	0.000535028
0.155199996	0.000276958	1.85906E-05	0.000221186	0.00033273	0.001587371	2.30252E-05	0.001518295	0.001656446	70.98342514	0.486879726	69.52278596	72.44406432	0.005251778	0.002246351	-0.001487276	0.011990832	0.058737494	0.008566086	0.033039237	0.084435751	0.00042545	2.94005E-05	0.000337249	0.000513652
0.155599996	0.000263488	1.9371E-05	0.000205375	0.000321601	0.001603973	2.14537E-05	0.001539612	0.001668334	71.3171765	0.491595605	69.84238969	72.79196332	0.003813704	0.002493246	-0.003666033	0.011293442	0.059101668	0.008329611	0.034112835	0.084090502	0.000404271	3.23233E-05	0.000307301	0.000501241
0.155999996	0.000249482	1.86898E-05	0.000193413	0.000305552	0.001619196	2.01748E-05	0.001558672	0.001679721	71.6543169	0.496018043	70.16626277	73.14237103	0.002476871	0.002321778	-0.004488464	0.009442206	0.059446312	0.0085506	0.033794511	0.085098114	0.000380755	2.92827E-05	0.000292907	0.000468603
0.156399996	0.000236581	1.8952E-05	0.000179725	0.000293437	0.001633682	1.86947E-05	0.001577598	0.001689766	71.99464067	0.500144689	70.4942066	73.49507473	0.001540617	0.002102669	-0.004767388	0.007848623	0.060130191	0.008608078	0.034305956	0.085954427	0.000361861	3.11097E-05	0.000268532	0.00045519
0.156799996	0.000221247	1.9299E-05	0.00016335	0.000279144	0.001647052	1.72966E-05	0.001595162	0.001698942	72.3379399	0.503971791	70.82602453	73.84985527	0.000438579	0.002394526	-0.006745	0.007622157	0.060475332	0.008232063	0.035779143	0.085171521	0.000335691	3.06185E-05	0.000243835	0.000427546
0.157199996	0.000207829	1.91988E-05	0.000150233	0.000265426	0.001659323	1.58205E-05	0.001611862	0.001706785	72.68400256	0.507494219	71.1615199	74.20648522	-0.000698817	0.00226952	-0.007507376	0.006109742	0.060718181	0.008710996	0.034585192	0.08685117	0.000316041	3.02344E-05	0.000225338	0.000406744
0.157599996	0.000194503	1.95847E-05	0.000135749	0.000253257	0.001670671	1.43663E-05	0.001627572	0.00171377	73.03261566	0.510710012	71.50048562	74.5647457	-0.001353015	0.00216823	-0.007857704	0.005151673	0.06125888	0.008582763	0.03551059	0.08700717	0.000295592	3.10623E-05	0.000202406	0.000388779
0.157999996	0.000179944	1.94336E-05	0.000121643	0.000238244	0.001680842	1.29564E-05	0.001641973	0.001719711	73.38356368	0.513617348	71.84271163	74.92441572	-0.002440403	0.002358825	-0.009516879	0.004636072	0.06127926	0.008447884	0.035935607	0.086622912	0.000271129	3.04705E-05	0.000179717	0.00036254
0.158399996	0.000166138	2.02062E-05	0.000105519	0.000226757	0.00169013	1.13832E-05	0.001655981	0.00172428	73.73662567	0.516209385	72.18799752	75.28525383	-0.003023976	0.002316548	-0.00997362	0.003925668	0.061638775	0.008796414	0.035249531	0.088028018	0.000250001	3.26604E-05	0.00015202	0.000347982
0.158799996	0.000151234	2.02091E-05	9.06062E-05	0.000211861	0.0016982	1.00084E-05	0.001668175	0.001728225	74.09158198	0.518487279	72.53612014	75.64704382	-0.003584884	0.002172869	-0.010103492	0.002933724	0.061926283	0.008568383	0.036221135	0.087631431	0.000226343	3.16423E-05	0.000131416	0.000321269
0.159199996	0.000137914	2.06346E-05	7.60097E-05	0.000199818	0.001705415	8.40354E-06	0.001680204	0.001730625	74.44821072	0.520446613	72.88687088	76.00955056	-0.004231934	0.002321385	-0.01119609	0.002732222	0.061974235	0.008749214	0.035726593	0.088221877	0.000206435	3.37973E-05	0.000105043	0.000307827
0.159599996	0.00012324	2.0351E-05	6.21865E-05	0.000184293	0.001711367	7.03711E-06	0.001690255	0.001732478	74.80628713	0.522085463	73.24003074	76.37254352	-0.004440497	0.002238368	-0.011155602	0.002274608	0.062353713	0.008766151	0.036055259	0.088652167	0.00018242	3.16255E-05	8.75432E-05	0.000277297
0.159999996	0.000108598	2.07222E-05	4.64309E-05	0.000170764	0.001716512	5.52304E-06	0.001699943	0.001733082	75.16558456	0.5234044	73.59537136	76.73579776	-0.005038228	0.002293652	-0.011919183	0.001842728	0.062233033	0.008736354	0.036023972	0.088442095	0.000159606	3.33158E-05	5.96584E-05	0.000259553
0.160399996	9.37516E-05	2.09193E-05	3.09937E-05	0.000156509	0.001720396	4.15715E-06	0.001707925	0.001732868	75.52587763	0.524401446	73.9526733	77.09908197	-0.005389382	0.002152548	-0.011847026	0.001068262	0.062243961	0.008916799	0.035493563	0.088994358	0.000135394	3.30491E-05	3.62466E-05	0.000234541
0.160799996	7.96001E-05	2.09524E-05	1.67428E-05	0.000142457	0.001723358	2.8523E-06	0.001714801	0.001731915	75.88693841	0.525074199	74.31171582	77.46216101	-0.005526228	0.002116954	-0.011877091	0.000824636	0.062378335	0.008966442	0.035479008	0.089277661	0.000114079	3.37229E-05	1.29107E-05	0.000215248
0.161199996	6.51125E-05	2.0722E-05	2.94654E-06	0.000127279	0.001725146	1.94254E-06	0.001719318	0.001730974	76.24853897	0.525421739	74.67227375	77.82480419	-0.005693455	0.002044176	-0.011825982	0.000439072	0.062367124	0.009092199	0.035090526	0.089643722	9.13526E-05	3.25395E-05	-6.26583E-06	0.000188971
0.161599996	4.98824E-05	2.10634E-05	-1.33078E-05	0.000113073	0.001725887	1.96605E-06	0.001719989	0.001731785	76.61044947	0.525445937	75.03411166	78.18678729	-0.006054852	0.001983903	-0.01200656	-0.000103144	0.062086692	0.009018746	0.035030454	0.08914293	6.64843E-05	3.38395E-05	-3.50343E-05	0.000168003
0.161999996	3.51015E-05	2.15599E-05	-2.95782E-05	9.97811E-05	0.001725608	2.96899E-06	0.001716701	0.001734515	76.97244167	0.525146405	75.39700246	78.54788089	-0.005879469	0.001828238	-0.011364182	-0.000394755	0.062213783	0.009347824	0.03417031	0.090257257	4.39987E-05	3.45366E-05	-5.96111E-05	0.000147608
0.162399996	2.11373E-05	2.20349E-05	-4.49673E-05	8.72418E-05	0.001724241	4.21864E-06	0.001711585	0.001736896	77.33428446	0.52452281	75.76071604	78.90785289	-0.006096265	0.001889847	-0.011765807	-0.000426724	0.061915333	0.008996845	0.034924799	0.088905867	2.26484E-05	3.59977E-05	-8.53448E-05	0.000130642
0.162799996	5.03717E-06	2.14943E-05	-5.94458E-05	6.95202E-05	0.001721899	5.69485E-06	0.001704814	0.001738983	77.69575246	0.523575467	76.12502606	79.26647886	-0.005974274	0.001791601	-0.011349077	-0.00059947	0.061847508	0.009289694	0.033978427	0.08971659	-5.13618E-06	3.37236E-05	-0.000106307	9.60347E-05
0.163199996	-1.04187E-05	2.14517E-05	-7.47738E-05	5.39365E-05	0.001718299	7.00508E-06	0.001697284	0.001739314	78.05661265	0.522305001	76.48969765	79.62352765	-0.005872373	0.001788265	-0.011237167	-0.000507579	0.061719552	0.009226951	0.0340387	0.089400403	-2.78753E-05	3.47877E-05	-0.000132238	7.64878E-05
0.163599996	-2.49926E-05	2.2673E-05	-9.30117E-05	4.30265E-05	0.001713909	8.54575E-06	0.001688271	0.001739546	78.41663996	0.520713737	76.85449875	79.97878117	-0.006116512	0.001743281	-0.011346357	-0.000886668	0.061167027	0.009289949	0.03329718	0.089036874	-5.11388E-05	3.65182E-05	-0.000160693	5.84157E-05
0.163999996	-4.01493E-05	2.27834E-05	-0.000108499	2.8201E-05	0.001708277	9.81513E-06	0.001678832	0.001737722	78.77560139	0.518801536	77.21919678	80.33200599	-0.005957504	0.001971165	-0.011870999	-4.40099E-05	0.060979048	0.009366773	0.032878729	0.089079368	-7.50547E-05	3.67534E-05	-0.000185315	3.52056E-05
0.164399996	-5.65809E-05	2.23489E-05	-0.000123628	1.04658E-05	0.00170179	1.14922E-05	0.001667313	0.001736266	79.13327821	0.516574045	77.58355608	80.68300035	-0.006077517	0.001839519	-0.011596074	-0.000558959	0.060483303	0.009290548	0.03261166	0.088354946	-0.000102064	3.50158E-05	-0.000207112	2.98304E-06
0.164799996	-7.29119E-05	2.25698E-05	-0.000140621	-5.20261E-06	0.001694123	1.27859E-05	0.001655765	0.00173248	79.48944314	0.514027021	77.94736208	81.03152421	-0.006311048	0.001765456	-0.011607416	-0.001014681	0.059835978	0.009461233	0.031452278	0.088219677	-0.000126725	3.58058E-05	-0.000234143	-1.93076E-05
0.165199996	-8.7986E-05	2.35401E-05	-0.000158606	-1.73656E-05	0.001685443	1.43591E-05	0.001642366	0.001728521	79.84386667	0.511167582	78.31036392	81.37736941	-0.006149423	0.001878194	-0.011784006	-0.00051484	0.059566323	0.009344378	0.031533188	0.087599457	-0.000151149	3.78367E-05	-0.000264659	-3.76389E-05
0.165599996	-0.000104022	2.30037E-05	-0.000173033	-3.50108E-05	0.00167566	1.57961E-05	0.001628271	0.001723048	80.19633547	0.50799945	78.67233712	81.72033383	-0.006449446	0.002041988	-0.012575412	-0.000323481	0.058782771	0.009478056	0.030348603	0.087216939	-0.00017542	3.58042E-05	-0.000282833	-6.80078E-05
0.165999996	-0.000121144	2.36566E-05	-0.000192114	-5.01745E-05	0.001664886	1.72783E-05	0.001613052	0.001716721	80.54662069	0.504522914	79.03305195	82.06018943	-0.006633743	0.001982898	-0.012582438	-0.000685048	0.05810836	0.009554115	0.029446014	0.086770705	-0.000203707	3.83718E-05	-0.000318823	-8.8592E-05
0.166399996	-0.000137384	2.34649E-05	-0.000207779	-6.69892E-05	0.001652942	1.87654E-05	0.001596645	0.001709238	80.89451345	0.500743385	79.39228329	82.3967436	-0.006546055	0.001934634	-0.012349956	-0.000742153	0.057634475	0.00961354	0.028793855	0.086475096	-0.000228711	3.69812E-05	-0.000339654	-0.000117767
0.166799996	-0.000153099	2.32461E-05	-0.000222837	-8.33608E-05	0.001639983	2.01084E-05	0.001579658	0.001700309	81.23979028	0.496660242	79.74980955	82.72977101	-0.006955463	0.002205468	-0.013571868	-0.000339058	0.056640374	0.009564695	0.02794629	0.085334458	-0.000252359	3.65211E-05	-0.000361922	-0.000142795
0.167199996	-0.000169366	2.26751E-05	-0.000237391	-0.000101341	0.001626134	2.15629E-05	0.001561445	0.001690823	81.58224074	0.492282405	80.10539353	83.05908795	-0.007000959	0.002093549	-0.013281608	-0.000720311	0.055938336	0.009534254	0.027335573	0.084541098	-0.000279036	3.65078E-05	-0.000388559	-0.000169513
0.167599996	-0.000185203	2.32981E-05	-0.000255097	-0.000115309	0.001611116	2.28837E-05	0.001542465	0.001679767	81.92165565	0.487613089	80.45881639	83.38449492	-0.006827879	0.001814059	-0.012270056	-0.001385703	0.055440205	0.009686336	0.026381196	0.084499214	-0.00030358	3.66771E-05	-0.000413611	-0.000193548
0.167999996	-0.000201124	2.38472E-05	-0.000272666	-0.000129582	0.00159525	2.42056E-05	0.001522633	0.001667867	82.25782649	0.48265488	80.80986185	83.70579113	-0.007148215	0.002184943	-0.013703046	-0.000593385	0.054384602	0.009639298	0.025466706	0.083302497	-0.000328033	3.91811E-05	-0.000445576	-0.00021049
0.168399996	-0.000216799	2.2067E-05	-0.000283	-0.000150598	0.001578275	2.54213E-05	0.001502011	0.001654539	82.59054883	0.477416408	81.15829961	84.02279806	-0.007385019	0.002002535	-0.013392624	-0.001377414	0.05337246	0.009630344	0.02448143	0.082263491	-0.00035382	3.38091E-05	-0.000455247	-0.000252392
0.168799996	-0.000232701	2.27825E-05	-0.000301048	-0.000164354	0.001560495	2.6765E-05	0.0014802	0.00164079	82.9196221	0.471897796	81.50392872	84.33531549	-0.007169457	0.001879287	-0.012807318	-0.001531596	0.052762004	0.009834455	0.023258639	0.082265369	-0.000377389	3.66662E-05	-0.000487388	-0.00026739
0.169199996	-0.000247095	2.1383E-05	-0.000311244	-0.000182946	0.00154171	2.77985E-05	0.001458314	0.001625105	83.24484857	0.466107182	81.84652702	84.64317012	-0.007593907	0.001944439	-0.013427224	-0.00176059	0.05147065	0.009788665	0.022104655	0.080836645	-0.000399326	3.36716E-05	-0.000500341	-0.000298312
0.169599996	-0.000261333	2.2133E-05	-0.000327732	-0.000194934	0.001522152	2.90733E-05	0.001434932	0.001609372	83.56603527	0.460052579	82.18587753	84.94619301	-0.007565913	0.001810237	-0.012996626	-0.002135201	0.050620156	0.009797551	0.021227504	0.080012808	-0.000422476	3.52181E-05	-0.000528131	-0.000316822
0.169999996	-0.000277033	2.20762E-05	-0.000343261	-0.000210804	0.001501771	3.00417E-05	0.001411646	0.001591896	83.88299402	0.453737173	82.5217825	85.24420553	-0.007421285	0.001909767	-0.013150586	-0.001691984	0.049860887	0.009915049	0.020115739	0.079606035	-0.000446735	3.7024E-05	-0.000557807	-0.000335663
0.170399996	-0.00029052	2.24854E-05	-0.000357976	-0.000223064	0.00148059	3.13546E-05	0.001386526	0.001574653	84.19553661	0.44716927	82.8540288	85.53704442	-0.0077845	0.001877122	-0.013415868	-0.002153133	0.048620977	0.009759017	0.019343924	0.077898029	-0.000467595	3.65784E-05	-0.00057733	-0.00035786
