%	Motor: Torque	Motor: Torque	Motor: Torque	Motor: Torque	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component
Zeit	MittelwertMotorTorque	StandardabweichungMotorTorque	minus3sigmaMotorTorque	plus3sigmaMotorTorque	MittelwertActualSpeed	StandardabweichungActualSpeed	minus3sigmaActualSpeed	plus3sigmaActualSpeed	MittelwertSetPosition	StandardabweichungSetPosition	minus3sigmaSetPosition	plus3sigmaSetPosition	MittelwertLagError	StandardabweichungMittelwertLagError	minus3sigmaMittelwertLagError	plus3sigmaMittelwertLagError	MittelwertPositionsDifference	StandardabweichungPositionsDifference	minus3sigmaPositionsDifference	plus3sigmaPositionsDifference	MittelwertStatorCurrent	StandardabweichungStatorCurrent	minus3sigmaStatorCurrent	plus3sigmaStatorCurrent
0.299599992	0.000360364	1.5454E-05	0.000314002	0.000406726	-0.001358689	3.64895E-05	-0.001468157	-0.00124922	95.63350646	0.383321115	94.48354311	96.7834698	0.00800418	0.002808013	-0.000419859	0.016428218	-0.070618021	0.008401396	-0.095822209	-0.045413833	0.000582203	3.27354E-05	0.000483997	0.000680409
0.299999992	0.000370121	1.55996E-05	0.000323322	0.00041692	-0.001332854	3.77703E-05	-0.001446165	-0.001219544	95.35217921	0.375336408	94.22616999	96.47818843	0.008529383	0.00308039	-0.000711788	0.017770553	-0.069662807	0.008352027	-0.094718887	-0.044606726	0.000600191	3.94438E-05	0.000481859	0.000718522
0.300399992	0.000378714	1.39676E-05	0.000336811	0.000420617	-0.001306561	3.85138E-05	-0.001422102	-0.001191019	95.07645384	0.367154807	93.97498942	96.17791826	0.009332516	0.002888699	0.000666419	0.017998612	-0.06857762	0.008333529	-0.093578207	-0.043577033	0.000620345	3.42211E-05	0.000517681	0.000723008
0.300799992	0.000387572	1.39943E-05	0.000345589	0.000429555	-0.001279582	3.97177E-05	-0.001398735	-0.001160429	94.8064696	0.358784648	93.73011566	95.88282354	0.010750396	0.003196452	0.001161041	0.020339752	-0.066948511	0.008216388	-0.091597675	-0.042299346	0.000641252	3.6484E-05	0.0005318	0.000750704
0.301199992	0.000395506	1.19644E-05	0.000359612	0.000431399	-0.001251879	4.02522E-05	-0.001372636	-0.001131122	94.54235967	0.350234141	93.49165725	95.59306209	0.012023235	0.003238715	0.002307089	0.021739381	-0.065638882	0.00841139	-0.090873053	-0.040404712	0.000659498	2.98514E-05	0.000569944	0.000749053
0.301599992	0.000404541	1.25889E-05	0.000366774	0.000442308	-0.00122369	4.11906E-05	-0.001347262	-0.001100118	94.28425694	0.341515317	93.25971098	95.30880289	0.013328561	0.003207585	0.003705807	0.022951315	-0.064339298	0.00833855	-0.089354949	-0.039323646	0.00068283	3.63996E-05	0.000573631	0.000792028
0.301999992	0.000414029	1.2596E-05	0.000376241	0.000451818	-0.001194541	4.18318E-05	-0.001320037	-0.001069046	94.03228315	0.33263453	93.03437956	95.03018674	0.014853697	0.003179218	0.005316043	0.024391352	-0.062968614	0.008319203	-0.087926222	-0.038011006	0.000705165	3.29799E-05	0.000606225	0.000804104
0.302399992	0.000420559	1.17041E-05	0.000385447	0.000455672	-0.001165109	4.27858E-05	-0.001293466	-0.001036751	93.78655275	0.323605124	92.81573737	94.75736812	0.016485701	0.003343629	0.006454814	0.026516588	-0.061484642	0.008374402	-0.086607849	-0.036361436	0.000716663	3.16752E-05	0.000621638	0.000811689
0.302799992	0.000427118	1.35921E-05	0.000386342	0.000467894	-0.001134835	4.35899E-05	-0.001265604	-0.001004065	93.54717159	0.314437694	92.60385851	94.49048467	0.017925862	0.003519401	0.007367661	0.028484064	-0.060309164	0.00832711	-0.085290495	-0.035327833	0.00073403	3.99107E-05	0.000614297	0.000853762
0.303199992	0.000434272	1.22376E-05	0.00039756	0.000470985	-0.001104435	4.43749E-05	-0.00123756	-0.000971311	93.31424427	0.305141577	92.39881954	94.229669	0.01948621	0.003561558	0.008801535	0.030170885	-0.059034246	0.008184513	-0.083587784	-0.034480707	0.000750831	3.09106E-05	0.000658099	0.000843563
0.303599992	0.000441291	1.02329E-05	0.000410593	0.00047199	-0.001073142	4.50726E-05	-0.00120836	-0.000937925	93.08785979	0.295726136	92.20068138	93.9750382	0.0213573	0.003799181	0.009959759	0.032754842	-0.057528622	0.007923409	-0.08129885	-0.033758395	0.000767781	2.76707E-05	0.000684769	0.000850793
0.303999992	0.000447729	1.12E-05	0.000414129	0.000481328	-0.001041734	4.54833E-05	-0.001178184	-0.000905284	92.86810557	0.286207672	92.00948255	93.72672859	0.023250041	0.003643564	0.012319348	0.034180734	-0.05601685	0.008317393	-0.080969029	-0.031064671	0.000781715	3.29484E-05	0.00068287	0.00088056
0.304399992	0.000452835	9.99612E-06	0.000422847	0.000482824	-0.001009459	4.60517E-05	-0.001147614	-0.000871304	92.65505759	0.276592193	91.82528101	93.48483417	0.025111225	0.003772616	0.013793376	0.036429073	-0.054525636	0.008158613	-0.079001474	-0.030049798	0.000793061	3.06272E-05	0.00070118	0.000884943
0.304799992	0.000458813	8.00246E-06	0.000434806	0.00048282	-0.000977062	4.61825E-05	-0.00111561	-0.000838515	92.44878515	0.266899535	91.64808654	93.24948375	0.026863252	0.003688116	0.015798903	0.0379276	-0.053143236	0.008385186	-0.078298794	-0.027987677	0.000808457	2.53243E-05	0.000732484	0.00088443
0.305199992	0.000463803	9.86771E-06	0.0004342	0.000493406	-0.000944116	4.68125E-05	-0.001084553	-0.000803678	92.24934896	0.25713411	91.47794663	93.02075129	0.028420025	0.003648178	0.01747549	0.03936456	-0.05187621	0.008273871	-0.076697823	-0.027054596	0.000818087	3.03607E-05	0.000727005	0.00090917
0.305599992	0.000466247	9.61995E-06	0.000437387	0.000495107	-0.000910951	4.71514E-05	-0.001052405	-0.000769497	92.05680084	0.247312262	91.31486406	92.79873763	0.03024006	0.003740625	0.019018186	0.041461934	-0.050336001	0.007867947	-0.073939841	-0.026732161	0.000821352	2.82982E-05	0.000736457	0.000906246
0.305999992	0.000468964	9.02973E-06	0.000441875	0.000496053	-0.000877672	4.77875E-05	-0.001021034	-0.000734309	91.87118181	0.237446652	91.15884185	92.58352176	0.032170838	0.003738211	0.020956206	0.043385471	-0.048562211	0.008060656	-0.07274418	-0.024380243	0.000828767	2.83881E-05	0.000743603	0.000913931
0.306399992	0.000472591	7.94429E-06	0.000448758	0.000496424	-0.000844008	4.79079E-05	-0.000987732	-0.000700285	91.69252841	0.227550835	91.0098759	92.37518091	0.033546104	0.003349783	0.023496754	0.043595454	-0.047349813	0.008431842	-0.07264534	-0.022054286	0.000838274	2.40302E-05	0.000766184	0.000910365
0.306799992	0.000475132	7.08039E-06	0.000453891	0.000496374	-0.000810346	4.82645E-05	-0.000955139	-0.000665552	91.52086099	0.217639184	90.86794344	92.17377854	0.034894679	0.003427536	0.024612071	0.045177287	-0.046019557	0.00807169	-0.070234627	-0.021804486	0.000842514	2.24954E-05	0.000775028	0.00091
0.307199992	0.000476221	6.13753E-06	0.000457808	0.000494633	-0.000776297	4.83559E-05	-0.000921365	-0.000631229	91.35619958	0.207722915	90.73303084	91.97936833	0.036475426	0.003447031	0.026134333	0.046816518	-0.04440814	0.008205393	-0.069024319	-0.019791961	0.000843855	2.05316E-05	0.00078226	0.00090545
0.307599992	0.000476134	7.07854E-06	0.000454898	0.000497369	-0.000742392	4.83774E-05	-0.000887524	-0.00059726	91.19854546	0.197819593	90.60508668	91.79200423	0.037756152	0.002902096	0.029049865	0.046462439	-0.042917989	0.008341958	-0.067943864	-0.017892115	0.000841874	2.33804E-05	0.000771733	0.000912015
0.307999992	0.000475988	7.91053E-06	0.000452256	0.000499719	-0.00070826	4.80831E-05	-0.000852509	-0.000564011	91.04789257	0.187942051	90.48406642	91.61171872	0.03884567	0.003046971	0.029704758	0.047986582	-0.041515494	0.007786301	-0.064874397	-0.018156592	0.000841914	2.28217E-05	0.000773449	0.000910379
0.308399992	0.00047562	6.76522E-06	0.000455325	0.000495916	-0.00067443	4.78281E-05	-0.000817915	-0.000530946	90.90422916	0.178105284	90.36991331	91.43854502	0.040021685	0.003066517	0.030822133	0.049221236	-0.039869366	0.007994789	-0.063853733	-0.015884998	0.000840655	1.92484E-05	0.00078291	0.0008984
0.308799992	0.000474411	6.73249E-06	0.000454214	0.000494609	-0.000640292	4.76243E-05	-0.000783165	-0.000497419	90.76752536	0.168324002	90.26255335	91.27249736	0.040965455	0.002906572	0.03224574	0.04968517	-0.038303442	0.008107825	-0.062626917	-0.013979967	0.000836492	1.97169E-05	0.000777341	0.000895643
0.309199992	0.000471095	7.64486E-06	0.000448161	0.00049403	-0.00060655	4.73904E-05	-0.000748721	-0.000464379	90.63774808	0.158615007	90.16190306	91.1135931	0.041656851	0.00252345	0.034086501	0.049227202	-0.03679014	0.008357371	-0.061862252	-0.011718028	0.000825925	2.15642E-05	0.000761233	0.000890618
0.309599992	0.000466876	8.30933E-06	0.000441948	0.000491804	-0.000572929	4.70671E-05	-0.00071413	-0.000431727	90.51484966	0.148992718	90.06787151	90.96182782	0.041657926	0.002418132	0.03440353	0.048912322	-0.035777013	0.008404582	-0.060990758	-0.010563267	0.000815187	2.14748E-05	0.000750763	0.000879612
0.309999992	0.000462326	8.49535E-06	0.00043684	0.000487812	-0.000539864	4.64101E-05	-0.000679094	-0.000400634	90.3987697	0.139473648	89.98034875	90.81719064	0.04196831	0.002373951	0.034846456	0.049090163	-0.034319791	0.008447469	-0.059662197	-0.008977385	0.000804054	2.215E-05	0.000737604	0.000870504
0.310399992	0.000457885	9.34479E-06	0.000429851	0.00048592	-0.000507003	4.59E-05	-0.000644703	-0.000369303	90.28944016	0.130074018	89.8992181	90.67966221	0.042209026	0.002243112	0.035479692	0.048938361	-0.032767333	0.008658458	-0.058742707	-0.006791959	0.000793497	2.43746E-05	0.000720373	0.000866621
0.310799992	0.000452776	1.01759E-05	0.000422249	0.000483304	-0.000474494	4.52404E-05	-0.000610216	-0.000338773	90.18677902	0.120812733	89.82434082	90.54921722	0.042136091	0.002157343	0.035664061	0.048608121	-0.031390992	0.008229892	-0.056080669	-0.006701315	0.000780344	2.60354E-05	0.000702237	0.00085845
0.311199992	0.000446507	1.12623E-05	0.00041272	0.000480294	-0.000442278	4.46721E-05	-0.000576294	-0.000308262	90.09069443	0.111703054	89.75558526	90.42580359	0.04191694	0.002125942	0.035539113	0.048294768	-0.02992443	0.008135672	-0.054331445	-0.005517415	0.000763807	2.92742E-05	0.000675984	0.00085163
0.311599992	0.000438873	1.27775E-05	0.00040054	0.000477205	-0.000410564	4.37765E-05	-0.000541894	-0.000279235	90.00107956	0.102764536	89.69278595	90.30937317	0.041072271	0.002698873	0.032975652	0.049168891	-0.028899223	0.00799649	-0.052888692	-0.004909753	0.000744214	3.289E-05	0.000645544	0.000842884
0.311999992	0.000430333	1.39324E-05	0.000388536	0.00047213	-0.000379563	4.29384E-05	-0.000508378	-0.000250748	89.91781998	0.094014097	89.63577769	90.19986227	0.040640559	0.003248527	0.030894979	0.050386138	-0.027233849	0.007995667	-0.05122085	-0.003246848	0.000722567	3.48396E-05	0.000618048	0.000827086
0.312399992	0.000421019	1.51388E-05	0.000375602	0.000466435	-0.000349244	4.18165E-05	-0.000474694	-0.000223795	89.84078312	0.085471395	89.58436893	90.0971973	0.039824955	0.003093757	0.030543686	0.049106225	-0.02580868	0.008378336	-0.050943688	-0.000673671	0.000699879	3.77979E-05	0.000586485	0.000813273
0.312799992	0.000411418	1.60977E-05	0.000363125	0.000459711	-0.000319807	4.0684E-05	-0.000441859	-0.000197755	89.76983007	0.077150688	89.538378	90.00128213	0.038320542	0.003349699	0.028271443	0.04836964	-0.024907512	0.008405535	-0.050124118	0.000309094	0.00067635	3.9855E-05	0.000556785	0.000795915
0.313199992	0.00040111	1.82983E-05	0.000346215	0.000456005	-0.000291007	3.92932E-05	-0.000408887	-0.000173128	89.70480188	0.069075064	89.49757669	89.91202707	0.037144168	0.003364188	0.027051605	0.047236731	-0.023556168	0.008223129	-0.048225556	0.00111322	0.000652174	4.19932E-05	0.000526195	0.000778154
0.313599992	0.00038978	2.04248E-05	0.000328505	0.000451054	-0.000263211	3.78821E-05	-0.000376857	-0.000149564	89.64553388	0.061262276	89.46174705	89.82932071	0.035802291	0.003329926	0.025812514	0.045792067	-0.022218086	0.008338877	-0.047234718	0.002798546	0.000624826	4.35833E-05	0.000494076	0.000755576
0.313999992	0.00037763	2.26234E-05	0.00030976	0.0004455	-0.000236194	3.63307E-05	-0.000345186	-0.000127202	89.59184297	0.053730132	89.43065257	89.75303337	0.034048436	0.003320417	0.024087187	0.044009686	-0.021176659	0.008616361	-0.047025741	0.004672423	0.000596618	4.51674E-05	0.000461115	0.00073212
0.314399992	0.000364265	2.51005E-05	0.000288964	0.000439567	-0.000210314	3.473E-05	-0.000314504	-0.000106125	89.54353555	0.046500432	89.40403425	89.68303685	0.031834258	0.003477424	0.021401986	0.042266531	-0.020474816	0.008773288	-0.046794682	0.005845049	0.000566441	4.68204E-05	0.00042598	0.000706902
0.314799992	0.000348044	2.8097E-05	0.000263753	0.000432335	-0.000185411	3.29958E-05	-0.000284399	-8.6424E-05	89.50040213	0.039592039	89.38162601	89.61917825	0.029846401	0.00368791	0.018782672	0.040910131	-0.019444729	0.008797545	-0.045837365	0.006947907	0.000534052	4.78305E-05	0.00039056	0.000677543
0.315199992	0.000328753	3.01082E-05	0.000238429	0.000419078	-0.000161833	3.11517E-05	-0.000255289	-6.83782E-05	89.46221924	0.033026379	89.3631401	89.56129837	0.027699623	0.003909513	0.015971084	0.039428162	-0.018502901	0.008779752	-0.044842156	0.007836354	0.000500523	4.84782E-05	0.000355088	0.000645957
0.315599992	0.000307633	3.1126E-05	0.000214255	0.000401011	-0.000139448	2.93388E-05	-0.000227465	-5.14318E-05	89.42875226	0.026826185	89.34827371	89.50923082	0.025433986	0.003985212	0.013478351	0.037389621	-0.017634814	0.00886375	-0.044226065	0.008956437	0.000466522	4.9528E-05	0.000317938	0.000615106
0.315999992	0.000285531	3.20777E-05	0.000189297	0.000381764	-0.000118471	2.7337E-05	-0.000200482	-3.64601E-05	89.39975039	0.021017984	89.33669644	89.46280434	0.023075183	0.00394317	0.011245672	0.034904694	-0.016848629	0.008814754	-0.04329289	0.009595632	0.000431225	5.12841E-05	0.000277373	0.000585078
0.316399992	0.000262764	3.30163E-05	0.000163715	0.000361813	-9.88894E-05	2.53651E-05	-0.000174985	-2.2794E-05	89.37494532	0.015628321	89.32806036	89.42183028	0.020552928	0.004012211	0.008516294	0.032589561	-0.016233044	0.008962643	-0.043120973	0.010654884	0.000394966	5.26759E-05	0.000236938	0.000552993
0.316799992	0.00023976	3.41398E-05	0.000137341	0.00034218	-8.08167E-05	2.31896E-05	-0.000150385	-1.1248E-05	89.35405858	0.010704523	89.32194501	89.38617215	0.018075144	0.0038819	0.006429443	0.029720845	-0.015628854	0.009002889	-0.042637521	0.011379812	0.000358655	5.46252E-05	0.00019478	0.000522531
0.317199992	0.000216139	3.51825E-05	0.000110591	0.000321686	-6.42557E-05	2.10308E-05	-0.000127348	-1.16344E-06	89.33679549	0.006352435	89.31773818	89.35585279	0.01554169	0.003820933	0.00407889	0.02700449	-0.015138383	0.00897869	-0.042074452	0.011797687	0.000321039	5.61213E-05	0.000152675	0.000489403
0.317599992	0.000191862	3.61277E-05	8.34792E-05	0.000300245	-4.92752E-05	1.86991E-05	-0.000105373	6.82227E-06	89.32284482	0.003085578	89.31358809	89.33210156	0.013130223	0.003744788	0.00189586	0.024364585	-0.014617195	0.00895732	-0.041489156	0.012254766	0.000282413	5.75379E-05	0.0001098	0.000455027
0.317999992	0.000167016	3.70715E-05	5.58011E-05	0.00027823	-3.59607E-05	1.63628E-05	-8.50493E-05	1.31278E-05	89.31187884	0.003251454	89.30212448	89.3216332	0.010677368	0.003736743	-0.000532861	0.021887598	-0.014228329	0.009138148	-0.041642774	0.013186116	0.000242874	5.90346E-05	6.577E-05	0.000419978
0.318399992	0.000141672	3.79106E-05	2.79405E-05	0.000255404	-2.43599E-05	1.38345E-05	-6.58634E-05	1.71437E-05	89.30355962	0.005725443	89.28638329	89.32073595	0.008166856	0.00368086	-0.002875723	0.019209436	-0.014026813	0.00907182	-0.041242272	0.013188645	0.000202716	6.02214E-05	2.20517E-05	0.00038338
0.318799992	0.00011581	3.84493E-05	4.6188E-07	0.000231158	-1.45361E-05	1.13216E-05	-4.85008E-05	1.94287E-05	89.2975235	0.008149675	89.27307447	89.32197252	0.005810993	0.003675306	-0.005214926	0.016836911	-0.013791212	0.009041653	-0.040916171	0.013333746	0.00016165	6.08994E-05	-2.1048E-05	0.000344349
0.319199992	8.91095E-05	3.92158E-05	-2.85377E-05	0.000206757	-6.51985E-06	8.74836E-06	-3.27649E-05	1.97252E-05	89.29340299	0.010147276	89.26296116	89.32384482	0.003496288	0.003696345	-0.007592746	0.014585321	-0.013657122	0.009074289	-0.040879989	0.013565746	0.000119028	6.21737E-05	-6.74935E-05	0.000305549
0.319599992	6.19987E-05	4.00594E-05	-5.81796E-05	0.000182177	-5.00424E-07	6.23753E-06	-1.9213E-05	1.82122E-05	89.29080518	0.011633894	89.2559035	89.32570686	0.001337359	0.00363892	-0.009579401	0.012254118	-0.01350155	0.009135146	-0.040906987	0.013903888	7.61862E-05	6.3684E-05	-0.000114866	0.000267238
0.319999992	3.4936E-05	4.05783E-05	-8.6799E-05	0.000156671	3.57122E-06	4.06996E-06	-8.63865E-06	1.57811E-05	89.28932667	0.012581715	89.25158152	89.32707181	-0.000711587	0.003616239	-0.011560302	0.010137129	-0.0134124	0.009105105	-0.040727715	0.013902916	3.3536E-05	6.4326E-05	-0.000159442	0.000226514
0.320399992	7.59151E-06	4.13414E-05	-0.000116433	0.000131616	5.62174E-06	3.34319E-06	-4.40784E-06	1.56513E-05	89.28854942	0.012987654	89.24958646	89.32751239	-0.002920697	0.003668155	-0.013925163	0.008083768	-0.013640326	0.009167394	-0.041142506	0.013861855	-9.69336E-06	6.56997E-05	-0.000206792	0.000187406
0.320799992	-2.05563E-05	4.24839E-05	-0.000148008	0.000106895	5.785E-06	4.58361E-06	-7.96584E-06	1.95358E-05	89.28803953	0.012861648	89.24945458	89.32662447	-0.005121716	0.003832485	-0.01661917	0.006375738	-0.014005811	0.00929126	-0.041879592	0.01386797	-5.42228E-05	6.78349E-05	-0.000257728	0.000149282
0.321199992	-4.97877E-05	4.4102E-05	-0.000182094	8.25183E-05	3.91268E-06	6.88841E-06	-1.67525E-05	2.45779E-05	89.28736083	0.012244144	89.25062839	89.32409326	-0.007348152	0.003768974	-0.018655075	0.003958772	-0.014499818	0.009291937	-0.042375631	0.013375994	-0.000101686	7.04239E-05	-0.000312958	0.000109585
0.321599992	-8.05412E-05	4.5031E-05	-0.000215634	5.45519E-05	5.52709E-08	9.50996E-06	-2.84746E-05	2.85852E-05	89.2860721	0.011233731	89.2523709	89.31977329	-0.009515749	0.003756939	-0.020786566	0.001755067	-0.015032865	0.009298735	-0.042929071	0.012863341	-0.000150951	7.12124E-05	-0.000364588	6.26858E-05
0.321999992	-0.000111995	4.48832E-05	-0.000246645	2.26547E-05	-5.86448E-06	1.22089E-05	-4.24911E-05	3.07621E-05	89.28374894	0.010013669	89.25370794	89.31378995	-0.011985755	0.003813294	-0.023425638	-0.000545872	-0.01596793	0.009324432	-0.043941226	0.012005365	-0.0002007	7.02657E-05	-0.000411497	1.00975E-05
0.322399992	-0.000143662	4.35434E-05	-0.000274293	-1.30324E-05	-1.37537E-05	1.48631E-05	-5.83429E-05	3.08355E-05	89.27998257	0.008931717	89.25318742	89.30677772	-0.014336038	0.003918938	-0.026092853	-0.002579222	-0.016891964	0.009339737	-0.044911174	0.011127247	-0.000250535	6.73114E-05	-0.000452469	-4.86011E-05
0.322799992	-0.000174773	4.15147E-05	-0.000299317	-5.02294E-05	-2.36658E-05	1.74994E-05	-7.61639E-05	2.88323E-05	89.27437878	0.008589336	89.24861077	89.30014678	-0.01640616	0.003628707	-0.027292282	-0.005520039	-0.017671108	0.009234099	-0.045373406	0.010031189	-0.000298983	6.3501E-05	-0.000489486	-0.00010848
0.323199992	-0.000204619	3.89878E-05	-0.000321582	-8.7655E-05	-3.55684E-05	1.99987E-05	-9.55644E-05	2.44277E-05	89.26656532	0.009609655	89.23773636	89.29539429	-0.01841045	0.003602502	-0.029217956	-0.007602944	-0.018565116	0.009316059	-0.046513294	0.009383062	-0.000344823	5.91561E-05	-0.000522292	-0.000167355
0.323599992	-0.000232307	3.59514E-05	-0.000340161	-0.000124453	-4.94136E-05	2.2335E-05	-0.000116419	1.75915E-05	89.25617663	0.012105969	89.21985872	89.29249454	-0.020319188	0.003540944	-0.030942022	-0.009696355	-0.019600896	0.009233557	-0.047301566	0.008099775	-0.000386316	5.3955E-05	-0.000548181	-0.000224451
0.323999992	-0.000257105	3.2837E-05	-0.000355616	-0.000158595	-6.49503E-05	2.4446E-05	-0.000138288	8.38768E-06	89.24286842	0.015752577	89.19561069	89.29012615	-0.02185886	0.003389782	-0.032028206	-0.011689513	-0.020529939	0.009281735	-0.048375145	0.007315266	-0.000423199	4.92328E-05	-0.000570897	-0.000275501
0.324399992	-0.000279672	2.99777E-05	-0.000369605	-0.000189739	-8.21028E-05	2.63314E-05	-0.000161097	-3.1085E-06	89.22631296	0.020232287	89.16561609	89.28700982	-0.023016922	0.003341732	-0.033042119	-0.012991724	-0.021353969	0.009400637	-0.049555879	0.006847942	-0.000456946	4.60157E-05	-0.000594993	-0.000318899
0.324799992	-0.000299802	2.77281E-05	-0.000382986	-0.000216618	-0.000100716	2.80927E-05	-0.000184994	-1.64377E-05	89.20619615	0.02535003	89.13014606	89.28224624	-0.024204785	0.003311317	-0.034138734	-0.014270835	-0.022476209	0.009504771	-0.050990521	0.006038104	-0.000487231	4.49777E-05	-0.000622164	-0.000352298
0.325199992	-0.00031786	2.58625E-05	-0.000395447	-0.000240272	-0.000120583	2.96916E-05	-0.000209657	-3.15081E-05	89.18222014	0.030995613	89.0892333	89.27520698	-0.025053574	0.003331027	-0.035046656	-0.015060493	-0.023513562	0.009637289	-0.052425429	0.005398305	-0.000514728	4.36884E-05	-0.000645793	-0.000383663
0.325599992	-0.000334683	2.41911E-05	-0.000407256	-0.000262109	-0.000141574	3.1204E-05	-0.000235186	-4.79622E-05	89.15409851	0.037098737	89.0428023	89.26539472	-0.025683948	0.003333687	-0.035685009	-0.015682887	-0.024541341	0.009619795	-0.053400725	0.004318044	-0.00054091	4.26873E-05	-0.000668971	-0.000412848
0.325999992	-0.000349616	2.20916E-05	-0.00041589	-0.000283341	-0.000163591	3.26424E-05	-0.000261518	-6.56641E-05	89.12156645	0.043608827	88.99073997	89.25239294	-0.026022644	0.003413817	-0.036264094	-0.015781193	-0.025437552	0.009504708	-0.053951677	0.003076572	-0.000565209	4.15196E-05	-0.000689767	-0.00044065
0.326399992	-0.000362862	1.95042E-05	-0.000421374	-0.000304349	-0.000186589	3.40891E-05	-0.000288857	-8.43222E-05	89.08436743	0.050489337	88.93289942	89.23583544	-0.026502623	0.00345263	-0.036860514	-0.016144732	-0.026580248	0.009591918	-0.055356002	0.002195506	-0.000589626	4.06404E-05	-0.000711548	-0.000467705
0.326799992	-0.00037471	1.69774E-05	-0.000425642	-0.000323778	-0.000210476	3.55036E-05	-0.000316986	-0.000103965	89.0422624	0.057711674	88.86912737	89.21539742	-0.027135516	0.003621808	-0.038000939	-0.016270093	-0.027940609	0.009681658	-0.056985582	0.001104365	-0.000613218	3.79295E-05	-0.000727006	-0.00049943
0.327199992	-0.000385294	1.57685E-05	-0.000432599	-0.000337988	-0.000235281	3.69025E-05	-0.000345988	-0.000124573	88.99502881	0.065248494	88.79928333	89.19077429	-0.027674625	0.003643777	-0.038605956	-0.016743294	-0.029226617	0.009698876	-0.058323245	-0.00012999	-0.000637824	3.70642E-05	-0.000749016	-0.000526631
0.327599992	-0.000395554	1.51732E-05	-0.000441073	-0.000350034	-0.000260941	3.81829E-05	-0.000375489	-0.000146392	88.94245052	0.073073155	88.72323106	89.16166999	-0.028119706	0.003398359	-0.038314785	-0.017924628	-0.030415654	0.009357279	-0.05848749	-0.002343818	-0.000662205	3.56427E-05	-0.000769133	-0.000555277
0.327999992	-0.000405493	1.45214E-05	-0.000449057	-0.000361929	-0.000287455	3.93536E-05	-0.000405516	-0.000169395	88.88433393	0.081165784	88.64083658	89.12783128	-0.028652056	0.003455957	-0.039019926	-0.018284187	-0.031669931	0.00944986	-0.060019511	-0.003320351	-0.000685414	3.37746E-05	-0.000786737	-0.00058409
0.328399992	-0.000414708	1.35739E-05	-0.00045543	-0.000373986	-0.000314802	4.04166E-05	-0.000436052	-0.000193553	88.82049338	0.089503351	88.55198333	89.08900343	-0.028983699	0.003590526	-0.039755277	-0.01821212	-0.032691665	0.009550353	-0.061342724	-0.004040606	-0.000706782	3.15341E-05	-0.000801384	-0.00061218
0.328799992	-0.000423268	1.25553E-05	-0.000460934	-0.000385602	-0.000343025	4.14342E-05	-0.000467327	-0.000218722	88.75075817	0.098068734	88.45655197	89.04496437	-0.02946439	0.003295549	-0.039351037	-0.019577743	-0.033838235	0.00954308	-0.062467476	-0.005208995	-0.000726013	2.87198E-05	-0.000812172	-0.000639853
0.329199992	-0.000430761	1.1352E-05	-0.000464817	-0.000396706	-0.000372047	4.24019E-05	-0.000499253	-0.000244842	88.67497222	0.106839048	88.35445507	88.99548936	-0.030365669	0.003405526	-0.040582248	-0.02014909	-0.035403655	0.00958226	-0.064150434	-0.006656876	-0.000742866	2.59436E-05	-0.000820697	-0.000665035
0.329599992	-0.000438401	1.07167E-05	-0.000470551	-0.000406251	-0.0004018	4.32778E-05	-0.000531633	-0.000271967	88.59298738	0.115796749	88.24559713	88.94037763	-0.030774321	0.003157496	-0.04024681	-0.021301832	-0.036487271	0.009339282	-0.064505116	-0.008469426	-0.000761729	2.54283E-05	-0.000838014	-0.000685444
0.329999992	-0.000446092	1.09708E-05	-0.000479005	-0.00041318	-0.000432189	4.40176E-05	-0.000564241	-0.000300136	88.50467459	0.124922149	88.12990815	88.87944104	-0.031505997	0.002806479	-0.039925434	-0.023086561	-0.037904695	0.009816299	-0.06735359	-0.008455799	-0.000779666	2.72906E-05	-0.000861538	-0.000697794
0.330399992	-0.000452848	1.08656E-05	-0.000485445	-0.000420251	-0.000463165	4.46252E-05	-0.000597041	-0.00032929	88.40991275	0.134200297	88.00731185	88.81251364	-0.032631497	0.002839224	-0.041149168	-0.024113826	-0.039741983	0.0097689	-0.069048684	-0.010435282	-0.000794502	2.59305E-05	-0.000872294	-0.00071671
0.330799992	-0.000458385	9.44676E-06	-0.000486725	-0.000430045	-0.000494716	4.52689E-05	-0.000630523	-0.00035891	88.30859502	0.143610918	87.87776227	88.73942778	-0.033053751	0.00275872	-0.041329911	-0.02477759	-0.040907084	0.009804166	-0.070319582	-0.011494587	-0.000806165	2.21223E-05	-0.000872532	-0.000739798
