%	1-10788-38173-A-16.06.2015_P10		Axiales Spiel		
Zeit	Drehmoment	Geschindigkeit	Position	lag_error	Positions_Differenz
0.731199982	-0.007213659	-0.001959443	105	-1.13249E-05	-0.002243072
0.731999982	-0.025836699	0.001907818	105	-1.13249E-05	-0.002237111
0.732799981	-0.035291482	0.000184431	105	-1.13249E-05	-0.002225488
0.733599981	-0.017060049	-0.002689308	105	-1.13249E-05	-0.002241582
0.734399981	-0.011156816	-0.001080778	105	-1.13249E-05	-0.002259165
0.735199981	-0.039654136	-0.000169994	105	-1.13249E-05	-0.002259165
0.735999981	-0.02455215	-0.001342416	105	-1.13249E-05	-0.002266914
0.736799981	-0.02371496	-0.001266681	105	-1.13249E-05	-0.002277046
0.737599981	-0.008901455	0.000135037	105	-1.13249E-05	-0.002282709
0.738399981	-0.026108814	0.001070147	105	0.000964999	-0.001298934
0.739199981	-0.005398596	0.001435928	105	-1.13249E-05	-0.002264827
0.739999981	-0.029707815	0.002045523	105	-1.13249E-05	-0.002249628
0.740799981	-0.028167911	0.002055683	105	-1.13249E-05	-0.002232343
0.741599981	-0.021962892	0.000817659	105	-1.13249E-05	-0.002222508
