Hertz	mg
55.88531494	0.693388874
56.0760498	1.504696865
56.26678467	1.052730061
56.45751953	0.673674147
56.64825439	1.228635637
56.83898926	1.977937191
57.02972412	1.629806272
57.22045898	0.369064295
57.41119385	0.113606682
57.60192871	1.037747654
57.79266357	1.420806107
57.98339844	0.319443117
58.1741333	0.57364574
58.36486816	0.24547302
58.55560303	0.728443559
58.74633789	0.704177368
58.93707275	1.751264782
59.12780762	1.74915027
59.31854248	0.718007832
59.50927734	0.432857177
59.70001221	0.676124005
59.89074707	1.694176376
60.08148193	0.563262198
60.2722168	0.353624308
60.46295166	1.093648837
60.65368652	1.508881425
60.84442139	0.861746995
61.03515625	0.636535326
61.22589111	0.393166684
61.41662598	0.880958039
61.60736084	0.728031815
61.7980957	0.604051996
61.98883057	1.520374515
62.17956543	1.225591821
62.37030029	0.36797752
62.56103516	0.212906757
62.75177002	0.441974042
62.94250488	0.61222247
63.13323975	1.04559348
63.32397461	0.527186301
63.51470947	0.227444187
63.70544434	0.506948325
63.8961792	0.438871541
64.08691406	1.254333057
64.27764893	1.745934354
64.46838379	1.467596807
64.65911865	0.836709088
64.84985352	0.201564467
65.04058838	0.804832769
65.23132324	0.651881495
65.42205811	1.224640796
65.61279297	0.600866749
65.80352783	1.188861345
65.9942627	0.340926069
66.18499756	0.951027138
66.37573242	0.923960291
66.56646729	0.312563963
66.75720215	0.411843217
66.94793701	0.607587201
67.13867188	0.651355621
67.32940674	0.720497166
67.5201416	0.675769139
67.71087646	0.210651573
67.90161133	1.120943981
68.09234619	0.969635712
68.28308105	0.980005686
68.47381592	0.922587029
68.66455078	1.229026041
68.85528564	0.536097297
69.04602051	1.305759017
69.23675537	2.213399039
69.42749023	2.197426163
69.6182251	1.003074324
69.80895996	0.571745947
69.99969482	0.614666343
70.19042969	0.893491229
70.38116455	0.931955141
70.57189941	0.807340911
70.76263428	1.186813105
70.95336914	0.399971428
71.144104	2.423854238
71.33483887	2.424928493
71.52557373	1.99511803
71.71630859	2.24811562
71.90704346	1.535936772
72.09777832	1.132864087
72.28851318	1.040682376
72.47924805	0.949350157
72.66998291	0.921676609
72.86071777	0.49723131
73.05145264	2.344867392
73.2421875	2.487816858
73.43292236	1.474584947
73.62365723	1.287630273
73.81439209	2.19748848
74.00512695	2.543555912
74.19586182	1.328497602
74.38659668	0.586713485
74.57733154	0.961579989
74.76806641	1.109297397
74.95880127	1.112967377
75.14953613	2.586572695
75.340271	1.784564603
75.53100586	0.867078874
75.72174072	2.133109572
75.91247559	4.379104982
76.10321045	3.25489928
76.29394531	1.346177849
76.48468018	0.959117896
76.67541504	1.203101457
76.8661499	2.656788813
77.05688477	1.171176239
77.24761963	0.410019091
77.43835449	0.636629513
77.62908936	1.116226249
77.81982422	1.141902544
78.01055908	0.652630141
78.20129395	0.622780115
78.39202881	0.253930016
78.58276367	0.889878819
78.77349854	2.17938741
78.9642334	1.407405504
79.15496826	0.409172005
79.34570313	0.566583255
79.53643799	1.10731861
79.72717285	2.458163623
79.91790771	1.952689741
80.10864258	0.982171238
80.29937744	0.888780668
80.4901123	2.037537418
80.68084717	2.775630354
80.87158203	4.055962962
81.06231689	5.963341555
81.25305176	2.924580368
81.44378662	0.464559801
81.63452148	1.365989041
81.82525635	0.939608501
82.01599121	0.483880441
82.20672607	0.455368348
82.39746094	0.435904207
82.5881958	0.670270232
82.77893066	0.341465896
82.96966553	0.467519344
83.16040039	0.625881194
83.35113525	0.255699264
83.54187012	0.370043712
83.73260498	0.754576959
83.92333984	0.189572912
84.11407471	0.771307704
84.30480957	0.334399391
84.49554443	0.9281417
84.6862793	0.847431978
84.87701416	0.200306737
85.06774902	0.402331232
85.25848389	0.451675433
85.44921875	1.221951635
85.63995361	0.82343679
85.83068848	0.194898344
86.02142334	0.307340141
86.2121582	0.431241157
86.40289307	1.529139368
86.59362793	1.774319737
86.78436279	1.243935981
86.97509766	1.094807551
87.16583252	0.53131391
87.35656738	0.494943186
87.54730225	0.707357614
87.73803711	1.141932557
87.92877197	1.431259048
88.11950684	1.610644567
88.3102417	1.566335079
88.50097656	0.459171505
88.69171143	0.339402415
88.88244629	0.536688234
89.07318115	0.074199275
89.26391602	1.402209826
89.45465088	0.910642653
89.64538574	0.841955339
89.83612061	0.454294744
90.02685547	0.173886912
90.21759033	0.918604172
90.4083252	1.287523801
90.59906006	0.924887032
90.78979492	0.907211847
90.98052979	0.69774886
91.17126465	1.51341669
91.36199951	1.094932728
91.55273438	1.335700438
91.74346924	0.534015856
91.9342041	1.652440611
92.12493896	1.26043767
92.31567383	0.398716467
92.50640869	0.887874142
92.69714355	1.024872195
92.88787842	1.353514438
93.07861328	1.19153896
93.26934814	0.907740501
93.46008301	0.887970638
93.65081787	1.493977896
93.84155273	0.75514439
94.0322876	0.743747787
94.22302246	0.912353176
94.41375732	1.086449884
94.60449219	1.841567716
94.79522705	1.097527265
94.98596191	0.511172332
95.17669678	0.557006854
95.36743164	1.223885068
95.5581665	0.788943745
95.74890137	0.680644929
95.93963623	0.599024714
96.13037109	0.263585024
96.32110596	1.154318774
96.51184082	1.369446525
96.70257568	1.103971357
96.89331055	0.652223084
97.08404541	0.563611923
97.27478027	0.734685148
97.46551514	0.892551089
97.65625	1.073791404
97.84698486	1.072130663
98.03771973	0.207723432
98.22845459	1.017321332
98.41918945	1.352957369
98.60992432	1.17916593
98.80065918	0.580135178
98.99139404	0.523075226
99.18212891	0.274428644
99.37286377	0.542420058
99.56359863	0.388751343
99.7543335	0.624524652
99.94506836	1.104871153
100.1358032	0.753690881
100.3265381	0.469366422
100.5172729	0.430415953
100.7080078	0.70348358
100.8987427	0.499903245
101.0894775	0.754213564
101.2802124	0.41984674
101.4709473	0.22725107
101.6616821	0.37804838
101.852417	0.419039969
102.0431519	0.383872632
102.2338867	0.656908518
102.4246216	1.380313352
102.6153564	1.623908419
102.8060913	0.702703761
102.9968262	0.641629171
103.187561	0.640961254
103.3782959	0.318677888
103.5690308	0.320794569
103.7597656	0.769194494
103.9505005	0.997593371
104.1412354	0.643682068
104.3319702	0.471751348
104.5227051	0.477957458
104.7134399	0.347138933
104.9041748	0.274631476
105.0949097	0.474738251
105.2856445	0.371983307
105.4763794	0.356711728
105.6671143	0.652039171
105.8578491	0.830790649
106.048584	0.85347592
106.2393188	1.170151701
106.4300537	0.803341199
106.6207886	0.806236612
106.8115234	0.157595483
107.0022583	0.337694357
107.1929932	0.845630622
107.383728	1.07755051
107.5744629	1.199735801
107.7651978	1.302895331
107.9559326	0.959100029
108.1466675	0.816100702
108.3374023	0.947453232
108.5281372	0.691458809
108.7188721	1.060012526
108.9096069	0.265882592
109.1003418	1.412533546
109.2910767	1.045413221
109.4818115	1.500455003
109.6725464	2.61566112
109.8632813	1.073121036
110.0540161	0.926793165
110.244751	0.811553209
110.4354858	1.143791573
110.6262207	2.052751344
110.8169556	1.758255921
111.0076904	1.510152668
111.1984253	1.167894593
111.3891602	0.53456101
111.579895	1.304104623
111.7706299	1.619428725
111.9613647	1.866629238
112.1520996	0.851687393
112.3428345	1.120546507
112.5335693	1.382322811
112.7243042	1.487034795
112.9150391	1.032550368
113.1057739	0.488987763
113.2965088	1.808559555
113.4872437	2.277494443
113.6779785	0.854739737
113.8687134	0.462619458
114.0594482	0.21274071
114.2501831	0.974605996
114.440918	0.979481083
114.6316528	0.848644219
114.8223877	0.373345356
115.0131226	0.72330966
115.2038574	0.624305132
115.3945923	0.484234396
115.5853271	0.732828773
115.776062	0.986904782
115.9667969	2.094265332
116.1575317	0.56247077
116.3482666	0.591468893
116.5390015	0.248059396
116.7297363	0.558220561
116.9204712	1.63702303
117.1112061	0.906304848
117.3019409	1.190906063
117.4926758	0.598194662
117.6834106	0.996631111
117.8741455	2.074240161
118.0648804	1.916484368
118.2556152	1.165397935
118.4463501	1.202246673
118.637085	0.641856115
118.8278198	0.921509261
119.0185547	0.638054324
119.2092896	0.60334245
119.4000244	0.57457088
119.5907593	0.762213058
119.7814941	0.380409052
119.972229	1.285739386
120.1629639	1.189293624
120.3536987	1.873665427
120.5444336	1.530304252
120.7351685	1.763821075
120.9259033	1.719193965
121.1166382	1.889763663
121.307373	2.382330084
121.4981079	1.325812294
121.6888428	1.635096067
121.8795776	1.21754091
122.0703125	1.005531003
122.2610474	1.81340357
122.4517822	0.861349236
122.6425171	1.782451139
122.833252	2.175610572
123.0239868	1.378698759
123.2147217	1.574452431
123.4054565	0.861508379
123.5961914	1.475049667
123.7869263	1.547716148
123.9776611	0.478244138
124.168396	0.971383483
124.3591309	0.662169119
124.5498657	1.113706084
124.7406006	1.413721783
124.9313354	1.26916167
125.1220703	1.001518721
125.3128052	0.904488164
125.50354	0.303546763
125.6942749	0.559462266
125.8850098	0.143403967
126.0757446	0.90811794
126.2664795	0.810835059
126.4572144	0.495306534
126.6479492	0.961366153
126.8386841	0.66304828
127.0294189	0.962043145
127.2201538	1.143521865
127.4108887	0.195320955
127.6016235	0.795130631
127.7923584	0.821874735
127.9830933	0.714575292
128.1738281	0.888356477
128.364563	0.94859185
128.5552979	1.216104649
128.7460327	1.198535585
128.9367676	0.819222889
129.1275024	0.820435037
129.3182373	2.205023051
129.5089722	2.157707117
129.699707	1.41115008
129.8904419	1.114382758
130.0811768	0.764838568
130.2719116	0.47613471
130.4626465	0.719819108
130.6533813	0.642029599
130.8441162	1.687772686
131.0348511	4.706656243
131.2255859	3.205078895
131.4163208	1.709319078
131.6070557	1.736527371
131.7977905	1.667304696
131.9885254	1.5851677
132.1792603	0.851043385
132.3699951	0.227905122
132.56073	0.32909916
132.7514648	0.810644876
132.9421997	2.747387707
133.1329346	2.551035427
133.3236694	0.688354453
133.5144043	0.285655628
133.7051392	1.029875335
133.895874	1.832053234
134.0866089	0.792367637
134.2773438	0.402171502
134.4680786	0.340712422
134.6588135	0.831038085
134.8495483	0.992755482
135.0402832	0.966254835
135.2310181	1.087836792
135.4217529	0.60610494
135.6124878	0.656830283
135.8032227	0.580105639
135.9939575	0.360896023
136.1846924	0.741313415
136.3754272	1.273797198
136.5661621	0.868480714
136.756897	0.645343553
136.9476318	0.313405627
137.1383667	1.197191037
137.3291016	0.901889267
137.5198364	0.552885109
137.7105713	0.174939877
137.9013062	0.681713927
138.092041	0.965066032
138.2827759	0.793620803
138.4735107	1.146932952
138.6642456	1.491016092
138.8549805	1.188486585
139.0457153	1.020096448
139.2364502	0.672299367
139.4271851	0.066524999
139.6179199	0.73461517
139.8086548	0.659433659
139.9993896	0.241625763
140.1901245	0.466611405
140.3808594	0.638000607
140.5715942	1.118005391
140.7623291	1.140761657
140.953064	0.58964106
141.1437988	0.679549033
141.3345337	0.814945146
141.5252686	0.270656686
141.7160034	0.65893979
141.9067383	0.942757862
142.0974731	0.654844777
142.288208	0.306914778
142.4789429	0.485109333
142.6696777	0.411156214
142.8604126	0.738685484
143.0511475	0.782138637
143.2418823	0.401734588
143.4326172	0.625306052
143.6233521	1.21950944
143.8140869	0.813598502
144.0048218	1.063884753
144.1955566	0.47022347
144.3862915	0.289772103
144.5770264	1.135583198
144.7677612	1.105429296
144.9584961	1.637734512
145.149231	1.554388222
145.3399658	1.285446196
145.5307007	0.657781712
145.7214355	1.449742756
145.9121704	1.55509353
146.1029053	1.117545537
146.2936401	0.774721061
146.484375	0.420081319
146.6751099	0.511046622
146.8658447	0.778911762
147.0565796	1.401598701
147.2473145	1.563356948
147.4380493	1.630731084
147.6287842	0.829655553
147.819519	0.733611582
148.0102539	0.347724559
148.2009888	1.359123283
148.3917236	0.822583246
148.5824585	0.398984969
148.7731934	0.458574099
148.9639282	0.373924298
149.1546631	0.5256973
149.3453979	0.528711606
149.5361328	1.023600839
149.7268677	0.91222173
149.9176025	0.507809435
150.1083374	0.748180726
150.2990723	0.839652663
150.4898071	0.609726616
150.680542	1.35138612
150.8712769	1.066651183
151.0620117	0.768079947
151.2527466	0.349879755
151.4434814	1.063788105
151.6342163	1.699588474
151.8249512	1.413503581
152.015686	1.250091367
152.2064209	0.768146851
152.3971558	0.748398231
152.5878906	1.112628627
152.7786255	2.006797652
152.9693604	2.426171793
153.1600952	1.514819881
153.3508301	0.689958038
153.5415649	0.471696877
153.7322998	1.169888135
153.9230347	1.383388356
154.1137695	1.378027522
154.3045044	0.772195734
154.4952393	1.189581766
154.6859741	0.967778588
154.876709	0.32249916
155.0674438	0.880238153
155.2581787	0.733938481
155.4489136	1.013017506
155.6396484	1.299418963
155.8303833	1.243440012
156.0211182	0.972828785
156.211853	0.599567937
156.4025879	0.612781928
156.5933228	1.201676458
156.7840576	1.146036275
156.9747925	0.731494891
157.1655273	1.189005477
157.3562622	1.678978754
157.5469971	1.148127476
157.7377319	0.621251354
157.9284668	0.235207368
158.1192017	0.78023047
158.3099365	1.329013406
158.5006714	1.050775178
158.6914063	0.983095359
158.8821411	0.99392837
159.072876	0.758856326
159.2636108	0.88239609
159.4543457	0.494882611
159.6450806	1.492141781
159.8358154	1.283018011
160.0265503	0.300810971
160.2172852	0.668555353
160.40802	0.462776838
160.5987549	0.76409894
160.7894897	1.223997076
160.9802246	0.618321016
161.1709595	1.068095888
161.3616943	0.794160362
161.5524292	1.854806015
161.7431641	0.769216772
161.9338989	0.221548419
